custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-4-5-0,business,urbanization,yes,yes
request-4-5-1,urbanization,habitat fragmentation,yes,no
request-4-5-2,habitat fragmentation,biodiversity loss,yes,no
request-4-5-3,biodiversity loss,ecosystem imbalance,yes,yes
request-4-5-4,ecosystem imbalance,degradation of nature,yes,yes
request-5-0-0,heat from gas emissions absorbed by oceans,increased ocean temperature,yes,no
request-5-0-1,increased ocean temperature,enhanced water column stratification,yes,yes
request-5-0-2,enhanced water column stratification,reduced vertical mixing,yes,yes
request-5-0-3,reduced vertical mixing,slowing of ocean vertical mixing,yes,yes
request-5-1-0,heat from gas emissions absorbed by oceans,ocean warming,yes,no
request-5-1-1,ocean warming,altered density gradients,yes,no
request-5-1-2,altered density gradients,impaired convective processes,yes,yes
request-5-1-3,impaired convective processes,slowing of ocean vertical mixing,yes,yes
request-5-2-0,heat from gas emissions absorbed by oceans,surface heat accumulation,yes,no
request-5-2-1,surface heat accumulation,increased thermal stability of water layers,yes,yes
request-5-2-2,increased thermal stability of water layers,diminished vertical circulation,yes,yes
request-5-2-3,diminished vertical circulation,slowing of ocean vertical mixing,yes,yes
request-6-0-0,heat from gas emissions absorbed by oceans,increased ocean temperature,yes,no
request-6-0-1,increased ocean temperature,reduced oxygen solubility,yes,no
request-6-0-2,reduced oxygen solubility,ocean deoxygenation,yes,no
request-6-1-0,heat from gas emissions absorbed by oceans,stratification of water layers,yes,no
request-6-1-1,stratification of water layers,decreased deep water mixing,yes,yes
request-6-1-2,decreased deep water mixing,ocean deoxygenation,yes,no
request-6-2-0,heat from gas emissions absorbed by oceans,altered ocean circulation,yes,yes
request-6-2-1,altered ocean circulation,decreased oxygen transport,yes,no
request-6-2-2,decreased oxygen transport,ocean deoxygenation,yes,yes
request-6-3-0,heat from gas emissions absorbed by oceans,increased metabolic rates of marine organisms,yes,no
request-6-3-1,increased metabolic rates of marine organisms,increased oxygen consumption,yes,yes
request-6-3-2,increased oxygen consumption,ocean deoxygenation,yes,no
request-6-4-0,heat from gas emissions absorbed by oceans,increased decomposition of organic matter,yes,yes
request-6-4-1,increased decomposition of organic matter,increased oxygen consumption,yes,no
request-6-4-2,increased oxygen consumption,ocean deoxygenation,yes,no
request-7-0-0,fossil fuel co2 emissions,increased atmospheric co2 concentration,yes,no
request-7-0-1,increased atmospheric co2 concentration,greater absorption of co2 by oceans,yes,no
request-7-0-2,greater absorption of co2 by oceans,formation of carbonic acid,yes,yes
request-7-0-3,formation of carbonic acid,ocean acidification,yes,yes
request-7-1-0,fossil fuel co2 emissions,enhanced greenhouse effect,yes,no
request-7-1-1,enhanced greenhouse effect,global temperature rise,yes,no
request-7-1-2,global temperature rise,altered ocean circulation patterns,yes,no
request-7-1-3,altered ocean circulation patterns,ocean acidification,no,no
request-7-2-0,fossil fuel co2 emissions,higher levels of co2 in the atmosphere,yes,no
request-7-2-1,higher levels of co2 in the atmosphere,increased partial pressure of co2 in seawater,yes,no
request-7-2-2,increased partial pressure of co2 in seawater,dissolution of more co2 forming bicarbonate ions,yes,no
request-7-2-3,dissolution of more co2 forming bicarbonate ions,ocean acidification,yes,no
request-7-3-0,fossil fuel co2 emissions,release of excess carbon dioxide,yes,no
request-7-3-1,release of excess carbon dioxide,reduction in seawater carbonate ion concentration,yes,yes
request-7-3-2,reduction in seawater carbonate ion concentration,impacts on marine carbonate chemistry,yes,yes
request-7-3-3,impacts on marine carbonate chemistry,ocean acidification,yes,yes
request-8-0-0,melting of glaciers,increased freshwater input into the ocean,yes,no
request-8-0-1,increased freshwater input into the ocean,changes in ocean salinity,yes,no
request-8-0-2,changes in ocean salinity,altered ocean density,yes,no
request-8-0-3,altered ocean density,disruption of ocean currents at intermediate depths,yes,yes
request-8-1-0,melting of glaciers,rising sea levels,yes,no
request-8-1-1,rising sea levels,changes in coastal ecosystems,yes,no
request-8-1-2,changes in coastal ecosystems,altered nutrient distribution,yes,yes
request-8-1-3,altered nutrient distribution,disruption of ocean currents at intermediate depths,no,yes
request-8-2-0,melting of glaciers,increased global temperatures,no,yes
request-8-2-1,increased global temperatures,enhanced ocean stratification,yes,yes
request-8-2-2,enhanced ocean stratification,reduced ocean mixing,yes,yes
request-8-2-3,reduced ocean mixing,disruption of ocean currents at intermediate depths,yes,yes
request-8-3-0,melting of glaciers,freshwater release into oceans,yes,no
request-8-3-1,freshwater release into oceans,lower surface water salinity,yes,no
request-8-3-2,lower surface water salinity,weakening of thermohaline circulation,yes,yes
request-8-3-3,weakening of thermohaline circulation,disruption of ocean currents at intermediate depths,yes,yes
request-9-0-0,melting of glaciers,freshwater input into oceans,yes,no
request-9-0-1,freshwater input into oceans,alteration of ocean salinity,yes,no
request-9-0-2,alteration of ocean salinity,disruption of ocean temperature at intermediate depths,yes,yes
request-9-1-0,melting of glaciers,sea-level rise,yes,no
request-9-1-1,sea-level rise,changes in ocean circulation,yes,no
request-9-1-2,changes in ocean circulation,disruption of ocean temperature at intermediate depths,yes,yes
request-9-2-0,melting of glaciers,increased freshwater on surface,yes,yes
request-9-2-1,increased freshwater on surface,enhanced stratification of ocean layers,yes,yes
request-9-2-2,enhanced stratification of ocean layers,reduced mixing to intermediate depths,yes,yes
request-9-2-3,reduced mixing to intermediate depths,disruption of ocean temperature at intermediate depths,yes,yes
request-9-3-0,melting of glaciers,thermal runoff,no,no
request-9-3-1,thermal runoff,altered heat distribution in ocean,yes,no
request-9-3-2,altered heat distribution in ocean,disruption of ocean temperature at intermediate depths,yes,yes
request-9-4-0,melting of glaciers,increase in meltwater,yes,yes
request-9-4-1,increase in meltwater,changes in thermohaline circulation,yes,no
request-9-4-2,changes in thermohaline circulation,disruption of ocean temperature at intermediate depths,yes,yes
request-10-0-0,climate change,increased global temperatures,yes,yes
request-10-0-1,increased global temperatures,reduced glacier mass,yes,no
request-10-0-2,reduced glacier mass,melting of glaciers,no,yes
request-10-1-0,climate change,altered precipitation patterns,yes,no
request-10-1-1,altered precipitation patterns,decreased snowfall,yes,yes
request-10-1-2,decreased snowfall,melting of glaciers,no,no
request-10-2-0,climate change,ocean warming,yes,no
request-10-2-1,ocean warming,increased air temperatures above glaciers,yes,no
request-10-2-2,increased air temperatures above glaciers,melting of glaciers,yes,no
request-10-3-0,climate change,increased greenhouse gases,yes,yes
request-10-3-1,increased greenhouse gases,enhanced greenhouse effect,yes,no
request-10-3-2,enhanced greenhouse effect,melting of glaciers,yes,no
request-10-4-0,climate change,ice-albedo feedback,yes,no
request-10-4-1,ice-albedo feedback,acceleration of glacier melting,yes,yes
request-10-4-2,acceleration of glacier melting,melting of glaciers,no,yes
request-10-5-0,climate change,changing wind patterns,yes,no
request-10-5-1,changing wind patterns,increased heat transport to polar regions,yes,yes
request-10-5-2,increased heat transport to polar regions,melting of glaciers,yes,no
request-10-6-0,climate change,increased frequency of extreme weather events,yes,no
request-10-6-1,increased frequency of extreme weather events,stress on glaciers,yes,no
request-10-6-2,stress on glaciers,melting of glaciers,yes,yes
request-11-0-0,meltwater-induced weakening of ocean circulation,reduced thermohaline circulation,yes,no
request-11-0-1,reduced thermohaline circulation,decreased vertical mixing,yes,yes
request-11-0-2,decreased vertical mixing,warming of intermediate-depth waters,no,yes
request-11-1-0,meltwater-induced weakening of ocean circulation,slower ocean heat transport,yes,no
request-11-1-1,slower ocean heat transport,increased heat retention at intermediate depths,yes,yes
request-11-1-2,increased heat retention at intermediate depths,warming of intermediate-depth waters,yes,yes
request-11-2-0,meltwater-induced weakening of ocean circulation,altered current patterns,yes,no
request-11-2-1,altered current patterns,reduced cooling of intermediate-depth waters,yes,yes
request-11-2-2,reduced cooling of intermediate-depth waters,warming of intermediate-depth waters,yes,yes
request-11-3-0,meltwater-induced weakening of ocean circulation,stratification of ocean layers,yes,yes
request-11-3-1,stratification of ocean layers,limited heat dissipation,yes,yes
request-11-3-2,limited heat dissipation,warming of intermediate-depth waters,yes,yes
request-11-4-0,meltwater-induced weakening of ocean circulation,decreased upwelling,yes,no
request-11-4-1,decreased upwelling,accumulation of heat in intermediate depths,yes,yes
request-11-4-2,accumulation of heat in intermediate depths,warming of intermediate-depth waters,yes,yes
request-12-0-0,warming of intermediate-depth waters,increase in temperature of surrounding seawater,yes,yes
request-12-0-1,increase in temperature of surrounding seawater,elevated thermal stress on methane hydrate stability,yes,no
request-12-0-2,elevated thermal stress on methane hydrate stability,destabilization of shallow subsurface methane hydrates,yes,no
request-12-1-0,warming of intermediate-depth waters,altered ocean current patterns,yes,yes
request-12-1-1,altered ocean current patterns,reduced heat dissipation in sediment layers,yes,no
request-12-1-2,reduced heat dissipation in sediment layers,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-2-0,warming of intermediate-depth waters,enhanced microbial activity in sediments,yes,no
request-12-2-1,enhanced microbial activity in sediments,increased consumption of stabilizing compounds,yes,yes
request-12-2-2,increased consumption of stabilizing compounds,destabilization of shallow subsurface methane hydrates,yes,no
request-12-3-0,warming of intermediate-depth waters,decreased hydrostatic pressure on sediment layers,yes,yes
request-12-3-1,decreased hydrostatic pressure on sediment layers,lower pressure stability for methane hydrates,yes,no
request-12-3-2,lower pressure stability for methane hydrates,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-4-0,warming of intermediate-depth waters,changes in sediment chemistry,yes,no
request-12-4-1,changes in sediment chemistry,chemical destabilization of methane hydrates,yes,yes
request-12-4-2,chemical destabilization of methane hydrates,destabilization of shallow subsurface methane hydrates,yes,no
request-13-0-0,warming of intermediate-depth waters,increased water temperature reduces solubility of methane,yes,no
request-13-0-1,increased water temperature reduces solubility of methane,higher methane concentrations in water column,no,no
request-13-0-2,higher methane concentrations in water column,destabilization of methane hydrates,no,yes
request-13-0-3,destabilization of methane hydrates,release of methane,yes,yes
request-13-1-0,warming of intermediate-depth waters,enhanced thermal stress on marine sediments,yes,no
request-13-1-1,enhanced thermal stress on marine sediments,fracturing of sediment structures,yes,yes
request-13-1-2,fracturing of sediment structures,liberation of trapped methane,yes,yes
request-13-1-3,liberation of trapped methane,release of methane,yes,yes
request-13-2-0,warming of intermediate-depth waters,altered ocean circulation patterns,yes,yes
request-13-2-1,altered ocean circulation patterns,reduced methane oxidation rates,yes,no
request-13-2-2,reduced methane oxidation rates,accumulation of methane in ocean depths,yes,yes
request-13-2-3,accumulation of methane in ocean depths,release of methane,yes,yes
request-13-3-0,warming of intermediate-depth waters,increased stratification of water layers,yes,no
request-13-3-1,increased stratification of water layers,decreased ventilation of deep waters,yes,yes
request-13-3-2,decreased ventilation of deep waters,buildup of methane in deep sediments,yes,no
request-13-3-3,buildup of methane in deep sediments,release of methane,yes,no
request-13-4-0,warming of intermediate-depth waters,melting of methane clathrates,yes,no
request-13-4-1,melting of methane clathrates,destabilization of methane storage,yes,yes
request-13-4-2,destabilization of methane storage,emission of methane into the ocean and atmosphere,yes,yes
request-13-4-3,emission of methane into the ocean and atmosphere,release of methane,yes,yes
request-13-5-0,warming of intermediate-depth waters,enhanced microbial decomposition of organic matter,yes,no
request-13-5-1,enhanced microbial decomposition of organic matter,increased production of biogenic methane,yes,no
request-13-5-2,increased production of biogenic methane,saturation of methane in sediments,yes,no
request-13-5-3,saturation of methane in sediments,release of methane,yes,no
request-13-6-0,warming of intermediate-depth waters,thermal expansion of seawater,yes,no
request-13-6-1,thermal expansion of seawater,increased pressure on methane hydrates,no,no
request-13-6-2,increased pressure on methane hydrates,dissociation of methane hydrates,no,yes
request-13-6-3,dissociation of methane hydrates,release of methane,yes,no
request-14-0-0,shutdown of energy production,reduced energy supply,yes,yes
request-14-0-1,reduced energy supply,increased energy prices,yes,no
request-14-0-2,increased energy prices,higher production costs,yes,yes
request-14-0-3,higher production costs,increased consumer prices,yes,no
request-14-0-4,increased consumer prices,inflation,no,no
request-14-1-0,shutdown of energy production,decreased industrial output,yes,no
request-14-1-1,decreased industrial output,lower economic growth,yes,yes
request-14-1-2,lower economic growth,higher unemployment,yes,yes
request-14-1-3,higher unemployment,increased government debt,yes,no
request-14-1-4,increased government debt,currency devaluation,no,no
request-14-1-5,currency devaluation,inflation,yes,yes
request-14-2-0,shutdown of energy production,energy scarcity,yes,yes
request-14-2-1,energy scarcity,increased transportation costs,yes,no
request-14-2-2,increased transportation costs,higher cost of goods,yes,no
request-14-2-3,higher cost of goods,inflation,yes,yes
request-14-3-0,shutdown of energy production,reduced energy exports,yes,yes
request-14-3-1,reduced energy exports,trade deficit,yes,no
request-14-3-2,trade deficit,currency depreciation,yes,no
request-14-3-3,currency depreciation,higher import prices,yes,no
request-14-3-4,higher import prices,inflation,yes,yes
request-14-4-0,shutdown of energy production,increased production costs,yes,yes
request-14-4-1,increased production costs,reduced supply of goods,yes,yes
request-14-4-2,reduced supply of goods,demand-pull inflation,no,no
request-14-5-0,shutdown of energy production,businesses passing higher costs to consumers,yes,no
request-14-5-1,businesses passing higher costs to consumers,higher consumer prices,yes,no
request-14-5-2,higher consumer prices,inflation,no,yes
request-14-6-0,shutdown of energy production,reliance on expensive alternative energy sources,yes,yes
request-14-6-1,reliance on expensive alternative energy sources,increased energy costs,yes,yes
request-14-6-2,increased energy costs,overall price level rises,yes,yes
request-14-6-3,overall price level rises,inflation,no,yes
request-15-0-0,shutdown of energy production,reduced energy supply,yes,yes
request-15-0-1,reduced energy supply,decreased manufacturing output,yes,no
request-15-0-2,decreased manufacturing output,shortages,yes,yes
request-15-1-0,shutdown of energy production,disruption of power-dependent infrastructure,yes,yes
request-15-1-1,disruption of power-dependent infrastructure,impaired distribution systems,yes,yes
request-15-1-2,impaired distribution systems,shortages,yes,yes
request-15-2-0,shutdown of energy production,increased energy costs,yes,yes
request-15-2-1,increased energy costs,higher production costs,yes,no
request-15-2-2,higher production costs,reduced production levels,yes,yes
request-15-2-3,reduced production levels,shortages,yes,yes
request-15-3-0,shutdown of energy production,loss of power in storage facilities,no,no
request-15-3-1,loss of power in storage facilities,decreased inventory levels,yes,yes
request-15-3-2,decreased inventory levels,shortages,yes,yes
request-16-0-0,"**chain 1:**
shutdown of energy production",decrease in energy supply,yes,yes
request-16-0-1,decrease in energy supply,increase in energy prices,yes,no
request-16-0-2,increase in energy prices,higher production costs,yes,yes
request-16-0-3,higher production costs,increased consumer prices,yes,no
request-16-0-4,increased consumer prices,"inflation

**chain 2:**
shutdown of energy production",no,yes
request-16-0-5,"inflation

**chain 2:**
shutdown of energy production",reduced industrial output,yes,yes
request-16-0-6,reduced industrial output,lower supply of goods,yes,yes
request-16-0-7,lower supply of goods,demand outpaces supply,yes,no
request-16-0-8,demand outpaces supply,rising prices,yes,no
request-16-0-9,rising prices,"inflation

**chain 3:**
shutdown of energy production",no,no
request-16-0-10,"inflation

**chain 3:**
shutdown of energy production",reduced energy exports,yes,no
request-16-0-11,reduced energy exports,decrease in national revenue,yes,no
request-16-0-12,decrease in national revenue,fiscal deficits,yes,no
request-16-0-13,fiscal deficits,monetary expansion,no,no
request-16-0-14,monetary expansion,"inflation

**chain 4:**
shutdown of energy production",yes,no
request-16-0-15,"inflation

**chain 4:**
shutdown of energy production",job losses in energy sector,yes,no
request-16-0-16,job losses in energy sector,decreased consumer spending,yes,yes
request-16-0-17,decreased consumer spending,economic slowdown,yes,yes
request-16-0-18,economic slowdown,currency devaluation,yes,no
request-16-0-19,currency devaluation,"inflation

**chain 5:**
shutdown of energy production",yes,yes
request-16-0-20,"inflation

**chain 5:**
shutdown of energy production",increased transportation costs,yes,yes
request-16-0-21,increased transportation costs,higher costs for businesses,yes,yes
request-16-0-22,higher costs for businesses,pass-through to consumer prices,yes,no
request-16-0-23,pass-through to consumer prices,"inflation

**chain 6:**
shutdown of energy production",yes,yes
request-16-0-24,"inflation

**chain 6:**
shutdown of energy production",supply chain disruptions,yes,yes
request-16-0-25,supply chain disruptions,shortages of essential goods,yes,yes
request-16-0-26,shortages of essential goods,price increases,yes,no
request-16-0-27,price increases,"inflation

**chain 7:**
shutdown of energy production",no,yes
request-16-0-28,"inflation

**chain 7:**
shutdown of energy production",rise in alternative energy demand,yes,no
request-16-0-29,rise in alternative energy demand,investment shortages in other sectors,yes,yes
request-16-0-30,investment shortages in other sectors,reduced economic productivity,yes,yes
request-16-0-31,reduced economic productivity,"inflation

**chain 8:**
shutdown of energy production",yes,yes
request-16-0-32,"inflation

**chain 8:**
shutdown of energy production",increased reliance on imports,yes,no
request-16-0-33,increased reliance on imports,weaker trade balance,yes,no
request-16-0-34,weaker trade balance,pressure on domestic currency,yes,no
request-16-0-35,pressure on domestic currency,"inflation

**chain 9:**
shutdown of energy production",yes,yes
request-16-0-36,"inflation

**chain 9:**
shutdown of energy production",increased government spending to mitigate shutdown effects,yes,no
request-16-0-37,increased government spending to mitigate shutdown effects,higher public debt,yes,no
request-16-0-38,higher public debt,"inflationary pressure from debt financing

**chain 10:**
shutdown of energy production",no,yes
request-16-0-39,"inflationary pressure from debt financing

**chain 10:**
shutdown of energy production",reduced tax revenues,yes,yes
request-16-0-40,reduced tax revenues,government borrowing,yes,no
request-16-0-41,government borrowing,increased money supply,no,no
request-16-0-42,increased money supply,inflation,yes,no
request-17-0-0,shutdown of energy production,decreased electricity supply,yes,yes
request-17-0-1,decreased electricity supply,reduced manufacturing output,yes,yes
request-17-0-2,reduced manufacturing output,product shortages,yes,yes
request-17-1-0,shutdown of energy production,increased energy costs,yes,yes
request-17-1-1,increased energy costs,higher production expenses,yes,no
request-17-1-2,higher production expenses,limited goods production,yes,yes
request-17-1-3,limited goods production,shortages,yes,no
request-17-2-0,shutdown of energy production,disrupted transportation systems,yes,yes
request-17-2-1,disrupted transportation systems,delayed distribution of goods,yes,no
request-17-2-2,delayed distribution of goods,shortages,yes,yes
request-17-3-0,shutdown of energy production,impaired refrigeration systems,yes,yes
request-17-3-1,impaired refrigeration systems,food spoilage,yes,no
request-17-3-2,food spoilage,food shortages,yes,no
request-17-4-0,shutdown of energy production,reduced heating and cooling,yes,yes
request-17-4-1,reduced heating and cooling,lower operational efficiency,yes,yes
request-17-4-2,lower operational efficiency,shortages,yes,yes
request-18-0-0,russia's sanctions,reduced energy exports,yes,no
request-18-0-1,reduced energy exports,increased energy prices,yes,no
request-18-0-2,increased energy prices,inflation,yes,yes
request-18-1-0,russia's invasion of ukraine,disrupted global supply chains,yes,no
request-18-1-1,disrupted global supply chains,scarcity of goods,yes,yes
request-18-1-2,scarcity of goods,inflation,yes,yes
request-18-2-0,russia's energy policies,higher oil prices,yes,yes
request-18-2-1,higher oil prices,increased production costs,yes,yes
request-18-2-2,increased production costs,inflation,yes,yes
request-18-3-0,russia's trade restrictions,decreased imports,yes,no
request-18-3-1,decreased imports,higher import prices,yes,yes
request-18-3-2,higher import prices,inflation,yes,yes
request-18-4-0,russia's export restrictions on commodities,limited supply of raw materials,yes,no
request-18-4-1,limited supply of raw materials,increased manufacturing costs,yes,no
request-18-4-2,increased manufacturing costs,inflation,yes,yes
request-18-5-0,russia's geopolitical tensions,reduced foreign investment,yes,no
request-18-5-1,reduced foreign investment,currency depreciation,yes,no
request-18-5-2,currency depreciation,higher import costs,yes,no
request-18-5-3,higher import costs,inflation,yes,yes
request-18-6-0,russia's currency manipulation,weaker ruble,no,no
request-18-6-1,weaker ruble,more expensive imports,yes,yes
request-18-6-2,more expensive imports,inflation,yes,yes
request-19-0-0,russia,imposition of sanctions,yes,no
request-19-0-1,imposition of sanctions,reduction in exports,yes,no
request-19-0-2,reduction in exports,decreased availability of essential goods,yes,yes
request-19-0-3,decreased availability of essential goods,shortages,yes,yes
request-19-1-0,russia,disruption of energy supplies,yes,yes
request-19-1-1,disruption of energy supplies,increased energy costs,yes,no
request-19-1-2,increased energy costs,higher production costs for goods,yes,no
request-19-1-3,higher production costs for goods,shortages,yes,yes
request-19-2-0,russia,restriction on raw material exports,yes,yes
request-19-2-1,restriction on raw material exports,decline in manufacturing output,no,yes
request-19-2-2,decline in manufacturing output,limited consumer products,yes,yes
request-19-2-3,limited consumer products,shortages,yes,yes
request-19-3-0,russia,interruption of supply chains,yes,yes
request-19-3-1,interruption of supply chains,delays in goods distribution,yes,yes
request-19-3-2,delays in goods distribution,reduced market inventory,yes,yes
request-19-3-3,reduced market inventory,shortages,yes,yes
request-19-4-0,russia,economic instability,yes,no
request-19-4-1,economic instability,decreased domestic production,yes,yes
request-19-4-2,decreased domestic production,lower availability of goods,yes,yes
request-19-4-3,lower availability of goods,shortages,yes,yes
request-20-0-0,united states policies,fiscal stimulus,yes,no
request-20-0-1,fiscal stimulus,increased government spending,yes,yes
request-20-0-2,increased government spending,higher aggregate demand,yes,no
request-20-0-3,higher aggregate demand,upward pressure on prices,yes,no
request-20-0-4,upward pressure on prices,inflation,yes,yes
request-20-1-0,united states policies,tax cuts,yes,no
request-20-1-1,tax cuts,increased disposable income,yes,no
request-20-1-2,increased disposable income,higher consumer spending,yes,no
request-20-1-3,higher consumer spending,increased demand for goods and services,yes,yes
request-20-1-4,increased demand for goods and services,rising prices,yes,no
request-20-1-5,rising prices,inflation,no,yes
request-20-2-0,united states policies,monetary expansion,yes,no
request-20-2-1,monetary expansion,increased money supply,yes,no
request-20-2-2,increased money supply,lower interest rates,yes,yes
request-20-2-3,lower interest rates,enhanced borrowing and spending,yes,no
request-20-2-4,enhanced borrowing and spending,higher demand outpacing supply,yes,yes
request-20-2-5,higher demand outpacing supply,inflation,yes,no
request-20-3-0,united states policies,trade tariffs,yes,no
request-20-3-1,trade tariffs,increased import costs,yes,no
request-20-3-2,increased import costs,higher production costs for businesses,yes,yes
request-20-3-3,higher production costs for businesses,price increases for goods and services,yes,no
request-20-3-4,price increases for goods and services,inflation,no,yes
request-20-4-0,united states policies,deregulation,yes,no
request-20-4-1,deregulation,increased business investment,yes,no
request-20-4-2,increased business investment,higher demand for labor and resources,yes,yes
request-20-4-3,higher demand for labor and resources,upward pressure on wages and prices,yes,no
