custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-3-0-5,climate change slows down,progress in combating climate change is observed,no,no
request-3-1-0,international agreements are signed to combat climate change,countries commit to reducing emissions,yes,yes
request-3-1-0,international agreements are signed to combat climate change,countries commit to reducing emissions,yes,yes
request-3-1-1,countries commit to reducing emissions,renewable energy technologies advance,yes,yes
request-3-1-1,countries commit to reducing emissions,renewable energy technologies advance,yes,yes
request-3-1-2,renewable energy technologies advance,investment in green infrastructure increases,yes,yes
request-3-1-2,renewable energy technologies advance,investment in green infrastructure increases,yes,yes
request-3-1-3,investment in green infrastructure increases,energy efficiency improves,yes,yes
request-3-1-3,investment in green infrastructure increases,energy efficiency improves,yes,yes
request-3-1-4,energy efficiency improves,carbon footprint of nations decreases,yes,no
request-3-1-4,energy efficiency improves,carbon footprint of nations decreases,yes,no
request-3-1-5,carbon footprint of nations decreases,progress in combating climate change is observed,yes,no
request-3-1-5,carbon footprint of nations decreases,progress in combating climate change is observed,yes,no
request-3-2-0,public awareness of climate change increases,individuals and communities adopt sustainable practices,yes,yes
request-3-2-0,public awareness of climate change increases,individuals and communities adopt sustainable practices,yes,yes
request-3-2-1,individuals and communities adopt sustainable practices,demand for ecofriendly products rises,yes,yes
request-3-2-1,individuals and communities adopt sustainable practices,demand for ecofriendly products rises,yes,yes
request-3-2-2,demand for ecofriendly products rises,businesses respond with sustainable product offerings,yes,yes
request-3-2-2,demand for ecofriendly products rises,businesses respond with sustainable product offerings,yes,yes
request-3-2-3,businesses respond with sustainable product offerings,green technologies become more prevalent,yes,yes
request-3-2-3,businesses respond with sustainable product offerings,green technologies become more prevalent,yes,yes
request-3-2-4,green technologies become more prevalent,reduction in carbon emissions from consumer behavior,yes,yes
request-3-2-4,green technologies become more prevalent,reduction in carbon emissions from consumer behavior,yes,yes
request-3-2-5,reduction in carbon emissions from consumer behavior,progress in combating climate change is observed,yes,yes
request-3-2-5,reduction in carbon emissions from consumer behavior,progress in combating climate change is observed,yes,yes
request-3-3-0,education systems incorporate climate change into curricula,future generations become more informed about climate issues,yes,yes
request-3-3-0,education systems incorporate climate change into curricula,future generations become more informed about climate issues,yes,yes
request-3-3-1,future generations become more informed about climate issues,increased public support for climate action,yes,no
request-3-3-1,future generations become more informed about climate issues,increased public support for climate action,yes,no
request-3-3-2,increased public support for climate action,political leaders prioritize climate policies,yes,no
request-3-3-2,increased public support for climate action,political leaders prioritize climate policies,yes,no
request-3-3-3,political leaders prioritize climate policies,significant investments in climate research and innovation,yes,yes
request-3-3-3,political leaders prioritize climate policies,significant investments in climate research and innovation,yes,yes
request-3-3-4,significant investments in climate research and innovation,new technologies for carbon capture and storage developed,yes,yes
request-3-3-4,significant investments in climate research and innovation,new technologies for carbon capture and storage developed,yes,yes
request-3-3-5,new technologies for carbon capture and storage developed,reduction in atmospheric carbon levels,yes,no
request-3-3-5,new technologies for carbon capture and storage developed,reduction in atmospheric carbon levels,yes,no
request-3-3-6,reduction in atmospheric carbon levels,progress in combating climate change is observed,yes,yes
request-3-3-6,reduction in atmospheric carbon levels,progress in combating climate change is observed,yes,yes
request-4-0-0,ultra wealthy people,invest in fossil fuel industries,no,no
request-4-0-0,ultra wealthy people,invest in fossil fuel industries,no,no
request-4-0-1,invest in fossil fuel industries,increase demand for oil and gas,yes,yes
request-4-0-1,invest in fossil fuel industries,increase demand for oil and gas,yes,yes
request-4-0-2,increase demand for oil and gas,fuel consumption rises,yes,yes
request-4-0-2,increase demand for oil and gas,fuel consumption rises,yes,yes
request-4-0-3,fuel consumption rises,carbon emissions from transportation increase,yes,yes
request-4-0-3,fuel consumption rises,carbon emissions from transportation increase,yes,yes
request-4-0-4,carbon emissions from transportation increase,industrial activities expand,no,yes
request-4-0-4,carbon emissions from transportation increase,industrial activities expand,no,yes
request-4-0-5,industrial activities expand,energy production intensifies,yes,yes
request-4-0-5,industrial activities expand,energy production intensifies,yes,yes
request-4-0-6,energy production intensifies,more carbon footprint,yes,no
request-4-0-6,energy production intensifies,more carbon footprint,yes,no
request-4-1-0,ultra wealthy people,build luxurious homes,yes,no
request-4-1-0,ultra wealthy people,build luxurious homes,yes,no
request-4-1-1,build luxurious homes,high energy consumption in residences,yes,no
request-4-1-1,build luxurious homes,high energy consumption in residences,yes,no
request-4-1-2,high energy consumption in residences,increased electricity demand,yes,yes
request-4-1-2,high energy consumption in residences,increased electricity demand,yes,yes
request-4-1-3,increased electricity demand,energy production from fossil fuels rises,yes,yes
request-4-1-3,increased electricity demand,energy production from fossil fuels rises,yes,yes
request-4-1-4,energy production from fossil fuels rises,carbon emissions from power plants increase,yes,yes
request-4-1-4,energy production from fossil fuels rises,carbon emissions from power plants increase,yes,yes
request-4-1-5,carbon emissions from power plants increase,industrial activities expand,yes,yes
request-4-1-5,carbon emissions from power plants increase,industrial activities expand,yes,yes
request-4-1-6,industrial activities expand,energy production intensifies,yes,yes
request-4-1-6,industrial activities expand,energy production intensifies,yes,yes
request-4-1-7,energy production intensifies,more carbon footprint,yes,no
request-4-1-7,energy production intensifies,more carbon footprint,yes,no
request-4-2-0,ultra wealthy people,travel frequently in private jets,yes,no
request-4-2-0,ultra wealthy people,travel frequently in private jets,yes,no
request-4-2-1,travel frequently in private jets,high carbon emissions from aviation,yes,no
request-4-2-1,travel frequently in private jets,high carbon emissions from aviation,yes,no
request-4-2-2,high carbon emissions from aviation,air travel demand increases,no,yes
request-4-2-2,high carbon emissions from aviation,air travel demand increases,no,yes
request-4-2-3,air travel demand increases,energy production for aviation expands,yes,yes
request-4-2-3,air travel demand increases,energy production for aviation expands,yes,yes
request-4-2-4,energy production for aviation expands,carbon emissions from fuel production rise,yes,no
request-4-2-4,energy production for aviation expands,carbon emissions from fuel production rise,yes,no
request-4-2-5,carbon emissions from fuel production rise,industrial activities expand,no,yes
request-4-2-5,carbon emissions from fuel production rise,industrial activities expand,no,yes
request-4-2-6,industrial activities expand,energy production intensifies,yes,yes
request-4-2-6,industrial activities expand,energy production intensifies,yes,yes
request-4-2-7,energy production intensifies,more carbon footprint,yes,no
request-4-2-7,energy production intensifies,more carbon footprint,yes,no
request-4-3-0,ultra wealthy people,support luxury goods manufacturing,yes,no
request-4-3-0,ultra wealthy people,support luxury goods manufacturing,yes,no
request-4-3-1,support luxury goods manufacturing,high energy consumption in production,yes,no
request-4-3-1,support luxury goods manufacturing,high energy consumption in production,yes,no
request-4-3-2,high energy consumption in production,energy production from fossil fuels rises,no,yes
request-4-3-2,high energy consumption in production,energy production from fossil fuels rises,no,yes
request-4-3-3,energy production from fossil fuels rises,carbon emissions from manufacturing increase,yes,no
request-4-3-3,energy production from fossil fuels rises,carbon emissions from manufacturing increase,yes,no
request-4-3-4,carbon emissions from manufacturing increase,industrial activities expand,yes,yes
request-4-3-4,carbon emissions from manufacturing increase,industrial activities expand,yes,yes
request-4-3-5,industrial activities expand,energy production intensifies,yes,yes
request-4-3-5,industrial activities expand,energy production intensifies,yes,yes
request-4-3-6,energy production intensifies,more carbon footprint,yes,no
request-4-3-6,energy production intensifies,more carbon footprint,yes,no
request-4-4-0,ultra wealthy people,invest in largescale farming operations,no,no
request-4-4-0,ultra wealthy people,invest in largescale farming operations,no,no
request-4-4-1,invest in largescale farming operations,increased use of fertilizers and pesticides,yes,no
request-4-4-1,invest in largescale farming operations,increased use of fertilizers and pesticides,yes,no
request-4-4-2,increased use of fertilizers and pesticides,energy consumption for agricultural machinery rises,no,yes
request-4-4-2,increased use of fertilizers and pesticides,energy consumption for agricultural machinery rises,no,yes
request-4-4-3,energy consumption for agricultural machinery rises,energy production from fossil fuels rises,no,no
request-4-4-3,energy consumption for agricultural machinery rises,energy production from fossil fuels rises,no,no
request-4-4-4,energy production from fossil fuels rises,carbon emissions from energy production increase,yes,no
request-4-4-4,energy production from fossil fuels rises,carbon emissions from energy production increase,yes,no
request-4-4-5,carbon emissions from energy production increase,industrial activities expand,no,yes
request-4-4-5,carbon emissions from energy production increase,industrial activities expand,no,yes
request-4-4-6,industrial activities expand,energy production intensifies,yes,yes
request-4-4-6,industrial activities expand,energy production intensifies,yes,yes
request-4-4-7,energy production intensifies,more carbon footprint,yes,no
request-4-4-7,energy production intensifies,more carbon footprint,yes,no
request-5-0-0,pigs craddling into pools,pools break loose,no,no
request-5-0-0,pigs craddling into pools,pools break loose,no,no
request-5-0-1,pools break loose,loose pools cause flooding,no,no
request-5-0-1,pools break loose,loose pools cause flooding,no,no
request-5-0-2,loose pools cause flooding,flooding,no,no
request-5-0-2,loose pools cause flooding,flooding,no,no
request-5-0-3,flooding,soil erosion results in habitat destruction,yes,yes
request-5-0-3,flooding,soil erosion results in habitat destruction,yes,yes
request-5-0-4,soil erosion results in habitat destruction,habitat destruction,yes,yes
request-5-0-4,soil erosion results in habitat destruction,habitat destruction,yes,yes
request-5-0-5,habitat destruction,loss of biodiversity causes massive environmental damage,yes,yes
request-5-0-5,habitat destruction,loss of biodiversity causes massive environmental damage,yes,yes
request-5-1-0,pigs craddling into pools,pools break loose,no,no
request-5-1-0,pigs craddling into pools,pools break loose,no,no
request-5-1-1,pools break loose,loose pools damage nearby structures,yes,no
request-5-1-1,pools break loose,loose pools damage nearby structures,yes,no
request-5-1-2,loose pools damage nearby structures,damaged structures disrupt local ecosystems,yes,yes
request-5-1-2,loose pools damage nearby structures,damaged structures disrupt local ecosystems,yes,yes
request-5-1-3,damaged structures disrupt local ecosystems,ecosystem disruption affects water quality,yes,yes
request-5-1-3,damaged structures disrupt local ecosystems,ecosystem disruption affects water quality,yes,yes
request-5-1-4,ecosystem disruption affects water quality,poor water quality harms aquatic life,yes,yes
request-5-1-4,ecosystem disruption affects water quality,poor water quality harms aquatic life,yes,yes
request-5-1-5,poor water quality harms aquatic life,harmful effects on aquatic life lead to massive environmental damage,yes,yes
request-5-1-5,poor water quality harms aquatic life,harmful effects on aquatic life lead to massive environmental damage,yes,yes
request-5-2-0,pigs craddling into pools,pools break loose,no,no
request-5-2-0,pigs craddling into pools,pools break loose,no,no
request-5-2-1,pools break loose,loose pools spread contaminants,yes,no
request-5-2-1,pools break loose,loose pools spread contaminants,yes,no
request-5-2-2,loose pools spread contaminants,contaminants pollute water sources,yes,yes
request-5-2-2,loose pools spread contaminants,contaminants pollute water sources,yes,yes
request-5-2-3,contaminants pollute water sources,polluted water sources affect drinking water supply,yes,yes
request-5-2-3,contaminants pollute water sources,polluted water sources affect drinking water supply,yes,yes
request-5-2-4,polluted water sources affect drinking water supply,contaminated drinking water causes health issues,yes,yes
request-5-2-4,polluted water sources affect drinking water supply,contaminated drinking water causes health issues,yes,yes
request-5-2-5,contaminated drinking water causes health issues,health issues lead to massive environmental damage,no,no
request-5-2-5,contaminated drinking water causes health issues,health issues lead to massive environmental damage,no,no
request-5-3-0,pigs craddling into pools,pools break loose,no,no
request-5-3-0,pigs craddling into pools,pools break loose,no,no
request-5-3-1,pools break loose,loose pools attract predators,no,no
request-5-3-1,pools break loose,loose pools attract predators,no,no
request-5-3-2,loose pools attract predators,predators disrupt local wildlife,yes,no
request-5-3-2,loose pools attract predators,predators disrupt local wildlife,yes,no
request-5-3-3,predators disrupt local wildlife,disruption of wildlife affects food chains,yes,yes
request-5-3-3,predators disrupt local wildlife,disruption of wildlife affects food chains,yes,yes
request-5-3-4,disruption of wildlife affects food chains,disturbed food chains lead to ecosystem imbalance,yes,yes
request-5-3-4,disruption of wildlife affects food chains,disturbed food chains lead to ecosystem imbalance,yes,yes
request-5-3-5,disturbed food chains lead to ecosystem imbalance,ecosystem imbalance causes massive environmental damage,yes,yes
request-5-3-5,disturbed food chains lead to ecosystem imbalance,ecosystem imbalance causes massive environmental damage,yes,yes
request-6-0-0,having fewer children,reduced population growth,yes,yes
request-6-0-0,having fewer children,reduced population growth,yes,yes
request-6-0-1,reduced population growth,decreased demand for housing,yes,no
request-6-0-1,reduced population growth,decreased demand for housing,yes,no
request-6-0-2,decreased demand for housing,lowered energy consumption in construction,no,no
request-6-0-2,decreased demand for housing,lowered energy consumption in construction,no,no
request-6-0-3,lowered energy consumption in construction,reduced fossil fuel extraction,yes,no
request-6-0-3,lowered energy consumption in construction,reduced fossil fuel extraction,yes,no
request-6-0-4,reduced fossil fuel extraction,lowered greenhouse gas emissions from energy production,yes,yes
request-6-0-4,reduced fossil fuel extraction,lowered greenhouse gas emissions from energy production,yes,yes
request-6-0-5,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-0-5,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-1-0,having fewer children,decreased demand for childcare services,yes,no
request-6-1-0,having fewer children,decreased demand for childcare services,yes,no
request-6-1-1,decreased demand for childcare services,reduced energy consumption in childcare facilities,no,no
request-6-1-1,decreased demand for childcare services,reduced energy consumption in childcare facilities,no,no
request-6-1-2,reduced energy consumption in childcare facilities,lowered greenhouse gas emissions from energy production,yes,no
request-6-1-2,reduced energy consumption in childcare facilities,lowered greenhouse gas emissions from energy production,yes,no
request-6-1-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-1-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-2-0,having fewer children,decreased demand for education,no,no
request-6-2-0,having fewer children,decreased demand for education,no,no
request-6-2-1,decreased demand for education,reduced energy consumption in schools,no,no
request-6-2-1,decreased demand for education,reduced energy consumption in schools,no,no
request-6-2-2,reduced energy consumption in schools,lowered greenhouse gas emissions from energy production,yes,no
request-6-2-2,reduced energy consumption in schools,lowered greenhouse gas emissions from energy production,yes,no
request-6-2-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-2-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-3-0,having fewer children,decreased demand for healthcare services,no,no
request-6-3-0,having fewer children,decreased demand for healthcare services,no,no
request-6-3-1,decreased demand for healthcare services,reduced energy consumption in healthcare facilities,no,no
request-6-3-1,decreased demand for healthcare services,reduced energy consumption in healthcare facilities,no,no
request-6-3-2,reduced energy consumption in healthcare facilities,lowered greenhouse gas emissions from energy production,yes,no
request-6-3-2,reduced energy consumption in healthcare facilities,lowered greenhouse gas emissions from energy production,yes,no
request-6-3-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-3-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-4-0,having fewer children,decreased demand for consumer goods,no,no
request-6-4-0,having fewer children,decreased demand for consumer goods,no,no
request-6-4-1,decreased demand for consumer goods,reduced energy consumption in manufacturing,yes,no
request-6-4-1,decreased demand for consumer goods,reduced energy consumption in manufacturing,yes,no
request-6-4-2,reduced energy consumption in manufacturing,lowered greenhouse gas emissions from energy production,yes,no
request-6-4-2,reduced energy consumption in manufacturing,lowered greenhouse gas emissions from energy production,yes,no
request-6-4-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-6-4-3,lowered greenhouse gas emissions from energy production,decreased carbon footprint,yes,yes
request-7-0-0,climate change,rising sea levels,yes,no
request-7-0-0,climate change,rising sea levels,yes,no
request-7-0-1,rising sea levels,increased flooding in coastal areas,yes,no
request-7-0-1,rising sea levels,increased flooding in coastal areas,yes,no
request-7-0-2,increased flooding in coastal areas,hurricane harvey,no,yes
request-7-0-2,increased flooding in coastal areas,hurricane harvey,no,yes
request-7-0-3,hurricane harvey,stronger hurricane formation,no,no
request-7-0-3,hurricane harvey,stronger hurricane formation,no,no
request-7-0-4,stronger hurricane formation,intensified rainfall in houston,yes,no
request-7-0-4,stronger hurricane formation,intensified rainfall in houston,yes,no
request-7-0-5,intensified rainfall in houston,inundation of houston homes,yes,no
request-7-0-5,intensified rainfall in houston,inundation of houston homes,yes,no
request-7-0-6,inundation of houston homes,doubling of flooded houston homes,no,no
request-7-0-6,inundation of houston homes,doubling of flooded houston homes,no,no
request-8-0-0,methane production increases,greenhouse gas levels rise,yes,yes
request-8-0-1,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-0-2,global temperatures increase,climate patterns shift,yes,yes
request-8-0-3,climate patterns shift,air quality deteriorates,yes,yes
request-8-0-4,air quality deteriorates,pollution levels rise,yes,yes
request-8-1-0,natural gas extraction,leakage of methane,yes,yes
request-8-1-1,leakage of methane,greenhouse gas levels rise,yes,yes
request-8-1-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-1-3,global temperatures increase,climate patterns shift,yes,yes
request-8-1-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-1-5,air quality deteriorates,pollution levels rise,yes,yes
request-8-2-0,wetland destruction,methane release,yes,no
request-8-2-1,methane release,greenhouse gas levels rise,yes,yes
request-8-2-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-2-3,global temperatures increase,climate patterns shift,yes,yes
request-8-2-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-2-5,air quality deteriorates,pollution levels rise,yes,yes
request-8-3-0,rice paddies,methane production,yes,yes
request-8-3-1,methane production,greenhouse gas levels rise,yes,yes
request-8-3-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-3-3,global temperatures increase,climate patterns shift,yes,yes
request-8-3-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-3-5,air quality deteriorates,pollution levels rise,yes,yes
request-8-4-0,landfills,methane production,yes,no
request-8-4-1,methane production,greenhouse gas levels rise,yes,yes
request-8-4-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-4-3,global temperatures increase,climate patterns shift,yes,yes
request-8-4-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-4-5,air quality deteriorates,pollution levels rise,yes,yes
request-8-5-0,animal digestion,methane production,yes,no
request-8-5-1,methane production,greenhouse gas levels rise,yes,yes
request-8-5-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-5-3,global temperatures increase,climate patterns shift,yes,yes
request-8-5-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-5-5,air quality deteriorates,pollution levels rise,yes,yes
request-8-6-0,fossil fuel combustion,greenhouse gas emissions,yes,no
request-8-6-1,greenhouse gas emissions,global temperatures increase,yes,no
request-8-6-2,global temperatures increase,climate patterns shift,yes,yes
request-8-6-3,climate patterns shift,air quality deteriorates,yes,yes
request-8-6-4,air quality deteriorates,pollution levels rise,yes,yes
request-8-7-0,industrial processes,greenhouse gas emissions,yes,no
request-8-7-1,greenhouse gas emissions,global temperatures increase,yes,no
request-8-7-2,global temperatures increase,climate patterns shift,yes,yes
request-8-7-3,climate patterns shift,air quality deteriorates,yes,yes
request-8-7-4,air quality deteriorates,pollution levels rise,yes,yes
request-8-8-0,deforestation,carbon release,yes,no
request-8-8-1,carbon release,greenhouse gas levels rise,yes,yes
request-8-8-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-8-3,global temperatures increase,climate patterns shift,yes,yes
request-8-8-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-8-5,air quality deteriorates,pollution levels rise,yes,yes
request-8-9-0,waste management,methane release,yes,no
request-8-9-1,methane release,greenhouse gas levels rise,yes,yes
request-8-9-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-8-9-3,global temperatures increase,climate patterns shift,yes,yes
request-8-9-4,climate patterns shift,air quality deteriorates,yes,yes
request-8-9-5,air quality deteriorates,pollution levels rise,yes,yes
request-9-0-0,melting of antarctic ice,release of methane pockets,no,no
request-9-0-1,release of methane pockets,unabsorbed methane pockets,no,no
request-9-0-2,unabsorbed methane pockets,release of methane into the atmosphere,yes,no
request-9-1-0,melting of antarctic ice,formation of methane pockets,no,no
request-9-1-1,formation of methane pockets,unabsorbed methane pockets,no,yes
request-9-1-2,unabsorbed methane pockets,release of methane into the atmosphere,yes,no
request-9-2-0,melting of antarctic ice,formation of methane pockets,no,no
request-9-2-1,formation of methane pockets,formation of methane pockets due to microbial activity,yes,yes
request-9-2-2,formation of methane pockets due to microbial activity,unabsorbed methane pockets,yes,yes
request-9-2-3,unabsorbed methane pockets,release of methane into the atmosphere,yes,no
request-11-0-0,prolonged drought,decreased water levels,yes,yes
request-11-0-1,decreased water levels,submerged riverbeds,yes,no
request-11-0-2,submerged riverbeds,altered river courses,yes,yes
request-11-0-3,altered river courses,changed drainage patterns,yes,yes
request-11-0-4,changed drainage patterns,updated geographical maps,yes,no
request-11-1-0,prolonged drought,reduced agricultural productivity,yes,no
request-11-1-1,reduced agricultural productivity,land abandonment,yes,yes
request-11-1-2,land abandonment,degraded soil quality,yes,yes
request-11-1-3,degraded soil quality,shift in land use,yes,yes
request-11-1-4,shift in land use,updated geographical maps,yes,yes
request-11-2-0,prolonged drought,decreased water supply,yes,no
request-11-2-1,decreased water supply,impacted urban planning,yes,no
request-11-2-2,impacted urban planning,revised city boundaries,yes,yes
request-11-2-3,revised city boundaries,updated geographical maps,yes,yes
request-11-3-0,prolonged drought,decreased water availability,yes,yes
request-11-3-1,decreased water availability,impacted water management policies,yes,yes
request-11-3-2,impacted water management policies,revised water allocation plans,yes,yes
request-11-3-3,revised water allocation plans,updated geographical maps,yes,yes
request-11-4-0,prolonged drought,decreased snowpack levels,yes,yes
request-11-4-1,decreased snowpack levels,lowered river flows,yes,yes
request-11-4-2,lowered river flows,changed sediment transport,yes,yes
request-11-4-3,changed sediment transport,altered landscape features,yes,yes
request-11-4-4,altered landscape features,updated geographical maps,yes,no
request-12-0-0,changes in geographical maps,altered borders and boundaries,yes,yes
request-12-0-1,altered borders and boundaries,territorial disputes,yes,yes
request-12-0-2,territorial disputes,conflicts over land ownership,yes,yes
request-12-0-3,conflicts over land ownership,political instability,yes,yes
request-12-0-4,political instability,displacement of populations,yes,yes
request-12-0-5,displacement of populations,forced migration,yes,yes
request-12-0-6,forced migration,migration issues,yes,yes
request-12-1-0,changes in geographical maps,newly defined regions,yes,yes
request-12-1-1,newly defined regions,shift in administrative areas,yes,yes
request-12-1-2,shift in administrative areas,changes in resource distribution,yes,yes
request-12-1-3,changes in resource distribution,economic disparities,yes,yes
request-12-1-4,economic disparities,unemployment and poverty,yes,yes
request-12-1-5,unemployment and poverty,search for better living conditions,yes,no
request-12-1-6,search for better living conditions,migration issues,yes,yes
request-12-2-0,changes in geographical maps,redrawn national boundaries,yes,yes
request-12-2-1,redrawn national boundaries,loss of ancestral lands,yes,no
request-12-2-2,loss of ancestral lands,disruption of communities,yes,yes
request-12-2-3,disruption of communities,loss of cultural heritage,yes,yes
request-12-2-4,loss of cultural heritage,forced relocations,no,yes
request-12-2-5,forced relocations,social tensions,yes,yes
request-12-2-6,social tensions,migration issues,yes,yes
request-12-3-0,changes in geographical maps,revised territorial claims,yes,yes
request-12-3-1,revised territorial claims,border closures,yes,no
request-12-3-2,border closures,restricted access to resources,yes,no
request-12-3-3,restricted access to resources,trade disruptions,yes,yes
request-12-3-4,trade disruptions,economic hardships,yes,yes
request-12-3-5,economic hardships,search for employment opportunities,yes,no
request-12-3-6,search for employment opportunities,migration issues,yes,yes
request-13-0-0,methane production increases,greenhouse gas levels rise,yes,yes
request-13-0-1,greenhouse gas levels rise,global temperatures increase,yes,no
request-13-0-2,global temperatures increase,climate patterns shift,yes,yes
request-13-0-3,climate patterns shift,air quality deteriorates,yes,yes
request-13-0-4,air quality deteriorates,pollution levels rise,yes,yes
request-13-1-0,natural gas extraction,leakage of methane,yes,yes
request-13-1-1,leakage of methane,greenhouse gas levels rise,yes,yes
request-13-1-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-13-1-3,global temperatures increase,climate patterns shift,yes,yes
request-13-1-4,climate patterns shift,air quality deteriorates,yes,yes
request-13-1-5,air quality deteriorates,pollution levels rise,yes,yes
request-13-2-0,wetland destruction,methane release,yes,no
request-13-2-1,methane release,greenhouse gas levels rise,yes,yes
request-13-2-2,greenhouse gas levels rise,global temperatures increase,yes,no
request-13-2-3,global temperatures increase,climate patterns shift,yes,yes
request-13-2-4,climate patterns shift,air quality deteriorates,yes,yes
request-13-2-5,air quality deteriorates,pollution levels rise,yes,yes
request-13-3-0,rice paddies,methane production,yes,yes
request-13-3-1,methane production,greenhouse gas levels rise,yes,yes
