cause,effect,custom_id
buying from companies that mess the climate,providing capital for harmful operations,request-2-4-0
providing capital for harmful operations,advancement of destructive technologies,request-2-4-1
advancement of destructive technologies,exacerbation of climate issues,request-2-4-2
exacerbation of climate issues,keeping of climatedamaging companies,request-2-4-3
buying from companies that mess the climate,normalizing environmentally harmful consumption,request-2-5-0
normalizing environmentally harmful consumption,societal acceptance of climatedamaging practices,request-2-5-1
societal acceptance of climatedamaging practices,weakened environmental regulations,request-2-5-2
weakened environmental regulations,keeping of climatedamaging companies,request-2-5-3
buying from companies that mess the climate,reducing economic pressure to innovate sustainably,request-2-6-0
reducing economic pressure to innovate sustainably,continuation of outdated technologies,request-2-6-1
continuation of outdated technologies,ongoing environmental degradation,request-2-6-2
ongoing environmental degradation,keeping of climatedamaging companies,request-2-6-3
buying from companies that mess the climate,enhancing profitability of harmful industries,request-2-7-0
enhancing profitability of harmful industries,attraction of investors to climatedamaging companies,request-2-7-1
attraction of investors to climatedamaging companies,increased funding for harmful activities,request-2-7-2
increased funding for harmful activities,keeping of climatedamaging companies,request-2-7-3
buying from companies that mess the climate,undermining efforts of ecofriendly competitors,request-2-8-0
undermining efforts of ecofriendly competitors,limiting market share of sustainable alternatives,request-2-8-1
limiting market share of sustainable alternatives,decreased competition for climatedamaging companies,request-2-8-2
decreased competition for climatedamaging companies,keeping of climatedamaging companies,request-2-8-3
buying from companies that mess the climate,perpetuating consumer dependence on harmful products,request-2-9-0
perpetuating consumer dependence on harmful products,sustained production of climatedamaging goods,request-2-9-1
sustained production of climatedamaging goods,reinforcement of harmful supply chains,request-2-9-2
reinforcement of harmful supply chains,keeping of climatedamaging companies,request-2-9-3
systemic change,policy reform,request-3-0-0
policy reform,emission reduction,request-3-0-1
emission reduction,progress in climate change,request-3-0-2
systemic change,technological innovation,request-3-1-0
technological innovation,renewable energy adoption,request-3-1-1
renewable energy adoption,emission reduction,request-3-1-2
emission reduction,progress in climate change,request-3-1-3
systemic change,environmental awareness,request-3-2-0
environmental awareness,behavioral change,request-3-2-1
behavioral change,reduced energy consumption,request-3-2-2
reduced energy consumption,progress in climate change,request-3-2-3
systemic change,economic restructuring,request-3-3-0
economic restructuring,sustainable infrastructure development,request-3-3-1
sustainable infrastructure development,reduced fossil fuel dependency,request-3-3-2
reduced fossil fuel dependency,progress in climate change,request-3-3-3
systemic change,international cooperation,request-3-4-0
international cooperation,global emission standards,request-3-4-1
global emission standards,greenhouse gas reduction,request-3-4-2
greenhouse gas reduction,progress in climate change,request-3-4-3
systemic change,corporate responsibility,request-3-5-0
corporate responsibility,sustainable business practices,request-3-5-1
sustainable business practices,lower carbon footprint,request-3-5-2
lower carbon footprint,progress in climate change,request-3-5-3
systemic change,investment in public transportation,request-3-6-0
investment in public transportation,reduced vehicle emissions,request-3-6-1
reduced vehicle emissions,progress in climate change,request-3-6-2
systemic change,educational programs,request-3-7-0
educational programs,increased public engagement,request-3-7-1
increased public engagement,support for environmental policies,request-3-7-2
support for environmental policies,progress in climate change,request-3-7-3
systemic change,agricultural reform,request-3-8-0
agricultural reform,sustainable farming practices,request-3-8-1
sustainable farming practices,decreased methane emissions,request-3-8-2
decreased methane emissions,progress in climate change,request-3-8-3
systemic change,legal actions,request-3-9-0
legal actions,enforcement of environmental regulations,request-3-9-1
enforcement of environmental regulations,reduced industrial pollution,request-3-9-2
reduced industrial pollution,progress in climate change,request-3-9-3
ultra wealthy people,ownership of private jets,request-4-0-0
ownership of private jets,emissions from private jets,request-4-0-1
emissions from private jets,more carbon footprint,request-4-0-2
ultra wealthy people,ownership of yachts,request-4-1-0
ownership of yachts,emissions from yachts,request-4-1-1
emissions from yachts,more carbon footprint,request-4-1-2
ultra wealthy people,ownership of multiple large homes,request-4-2-0
ownership of multiple large homes,increased residential energy use,request-4-2-1
increased residential energy use,more carbon footprint,request-4-2-2
ultra wealthy people,frequent luxury travel,request-4-3-0
frequent luxury travel,increased aviation emissions,request-4-3-1
increased aviation emissions,more carbon footprint,request-4-3-2
ultra wealthy people,high consumption patterns,request-4-4-0
high consumption patterns,increased goods production,request-4-4-1
increased goods production,production emissions,request-4-4-2
production emissions,more carbon footprint,request-4-4-3
ultra wealthy people,investments in carbonintensive industries,request-4-5-0
investments in carbonintensive industries,industrial emissions,request-4-5-1
industrial emissions,more carbon footprint,request-4-5-2
ultra wealthy people,promotion of luxury lifestyles,request-4-6-0
promotion of luxury lifestyles,influence on societal consumption,request-4-6-1
influence on societal consumption,more carbon footprint,request-4-6-2
ultra wealthy people,hosting of resourceintensive events,request-4-7-0
hosting of resourceintensive events,emissions from events,request-4-7-1
emissions from events,more carbon footprint,request-4-7-2
pork waste lagoons breaking loose,release of waste into waterways,request-5-0-0
release of waste into waterways,contamination of water with nutrients and pathogens,request-5-0-1
contamination of water with nutrients and pathogens,eutrophication of aquatic ecosystems,request-5-0-2
eutrophication of aquatic ecosystems,algal blooms formation,request-5-0-3
algal blooms formation,oxygen depletion in water bodies,request-5-0-4
oxygen depletion in water bodies,death of aquatic life,request-5-0-5
death of aquatic life,massive environmental damage,request-5-0-6
pork waste lagoons breaking loose,flooding of surrounding land with waste,request-5-1-0
flooding of surrounding land with waste,soil contamination with pollutants,request-5-1-1
soil contamination with pollutants,infiltration of contaminants into groundwater,request-5-1-2
infiltration of contaminants into groundwater,pollution of drinking water sources,request-5-1-3
pollution of drinking water sources,health hazards to humans and animals,request-5-1-4
health hazards to humans and animals,disruption of local ecosystems,request-5-1-5
disruption of local ecosystems,massive environmental damage,request-5-1-6
pork waste lagoons breaking loose,emission of harmful gases like ammonia and methane,request-5-2-0
emission of harmful gases like ammonia and methane,air pollution in surrounding areas,request-5-2-1
air pollution in surrounding areas,acid rain formation from atmospheric reactions,request-5-2-2
acid rain formation from atmospheric reactions,damage to vegetation and soil acidity increase,request-5-2-3
damage to vegetation and soil acidity increase,loss of biodiversity in affected areas,request-5-2-4
loss of biodiversity in affected areas,massive environmental damage,request-5-2-5
pork waste lagoons breaking loose,spread of antibioticresistant bacteria,request-5-3-0
spread of antibioticresistant bacteria,infection of wildlife and humans,request-5-3-1
infection of wildlife and humans,imbalance in microbial communities,request-5-3-2
imbalance in microbial communities,alteration of ecosystem functions,request-5-3-3
alteration of ecosystem functions,massive environmental damage,request-5-3-4
pork waste lagoons breaking loose,release of hormones and pharmaceuticals into the environment,request-5-4-0
release of hormones and pharmaceuticals into the environment,endocrine disruption in wildlife,request-5-4-1
endocrine disruption in wildlife,reproductive issues in aquatic organisms,request-5-4-2
reproductive issues in aquatic organisms,population declines in species,request-5-4-3
population declines in species,massive environmental damage,request-5-4-4
pork waste lagoons breaking loose,nutrient overload in soils,request-5-5-0
nutrient overload in soils,promotion of invasive plant species growth,request-5-5-1
promotion of invasive plant species growth,competition with native vegetation,request-5-5-2
competition with native vegetation,habitat alteration,request-5-5-3
habitat alteration,loss of native species,request-5-5-4
loss of native species,massive environmental damage,request-5-5-5
pork waste lagoons breaking loose,sedimentation in water bodies,request-5-6-0
sedimentation in water bodies,habitat destruction for bottomdwelling organisms,request-5-6-1
habitat destruction for bottomdwelling organisms,disruption of food chains,request-5-6-2
disruption of food chains,ecosystem destabilization,request-5-6-3
ecosystem destabilization,massive environmental damage,request-5-6-4
pork waste lagoons breaking loose,attraction of pests and disease vectors,request-5-7-0
attraction of pests and disease vectors,spread of diseases to livestock and wildlife,request-5-7-1
spread of diseases to livestock and wildlife,health crises in animal populations,request-5-7-2
health crises in animal populations,economic losses in agriculture,request-5-7-3
economic losses in agriculture,massive environmental damage,request-5-7-4
having fewer children,reduced population growth,request-6-0-0
reduced population growth,lower resource consumption,request-6-0-1
lower resource consumption,decreased greenhouse gas emissions,request-6-0-2
decreased greenhouse gas emissions,carbon footprint,request-6-0-3
having fewer children,reduced household consumption,request-6-1-0
reduced household consumption,lower energy use,request-6-1-1
lower energy use,decreased carbon emissions,request-6-1-2
decreased carbon emissions,carbon footprint,request-6-1-3
having fewer children,decreased waste generation,request-6-2-0
decreased waste generation,reduced methane emissions,request-6-2-1
reduced methane emissions,lower greenhouse gas emissions,request-6-2-2
lower greenhouse gas emissions,carbon footprint,request-6-2-3
having fewer children,fewer vehicles needed,request-6-3-0
fewer vehicles needed,reduced fossil fuel consumption,request-6-3-1
reduced fossil fuel consumption,decreased co₂ emissions,request-6-3-2
decreased co₂ emissions,carbon footprint,request-6-3-3
having fewer children,less deforestation for housing,request-6-4-0
less deforestation for housing,maintained carbon sequestration,request-6-4-1
maintained carbon sequestration,reduced atmospheric co₂,request-6-4-2
reduced atmospheric co₂,carbon footprint,request-6-4-3
having fewer children,decreased demand for agriculture,request-6-5-0
decreased demand for agriculture,reduced land use change,request-6-5-1
reduced land use change,lower emissions from land conversion,request-6-5-2
lower emissions from land conversion,carbon footprint,request-6-5-3
having fewer children,reduced production of goods,request-6-6-0
reduced production of goods,lower industrial emissions,request-6-6-1
lower industrial emissions,decreased greenhouse gas output,request-6-6-2
decreased greenhouse gas output,carbon footprint,request-6-6-3
having fewer children,less need for public services expansion,request-6-7-0
less need for public services expansion,reduced energy consumption in infrastructure,request-6-7-1
reduced energy consumption in infrastructure,lower carbon emissions,request-6-7-2
lower carbon emissions,carbon footprint,request-6-7-3
having fewer children,diminished urban sprawl,request-6-8-0
diminished urban sprawl,preserved natural habitats,request-6-8-1
preserved natural habitats,maintained carbon sinks,request-6-8-2
maintained carbon sinks,carbon footprint,request-6-8-3
having fewer children,lower water usage,request-6-9-0
lower water usage,reduced energy for water treatment,request-6-9-1
reduced energy for water treatment,decreased emissions from energy production,request-6-9-2
decreased emissions from energy production,carbon footprint,request-6-9-3
climate change,increased sea surface temperatures,request-7-0-0
increased sea surface temperatures,strengthening of hurricanes,request-7-0-1
strengthening of hurricanes,increased rainfall during hurricane harvey,request-7-0-2
increased rainfall during hurricane harvey,doubling of flooded houston homes in the hurricane harvey,request-7-0-3
climate change,rising sea levels,request-7-1-0
rising sea levels,higher storm surges,request-7-1-1
higher storm surges,severe coastal flooding,request-7-1-2
severe coastal flooding,doubling of flooded houston homes in the hurricane harvey,request-7-1-3
climate change,increased atmospheric moisture,request-7-2-0
increased atmospheric moisture,heavier precipitation events,request-7-2-1
heavier precipitation events,prolonged rainfall during hurricane harvey,request-7-2-2
prolonged rainfall during hurricane harvey,doubling of flooded houston homes in the hurricane harvey,request-7-2-3
climate change,slowermoving hurricanes,request-7-3-0
slowermoving hurricanes,extended duration of hurricane harvey,request-7-3-1
extended duration of hurricane harvey,increased rainfall accumulation,request-7-3-2
increased rainfall accumulation,doubling of flooded houston homes in the hurricane harvey,request-7-3-3
climate change,enhanced greenhouse effect,request-7-4-0
enhanced greenhouse effect,warmer gulf of mexico waters,request-7-4-1
warmer gulf of mexico waters,intensification of hurricane harvey,request-7-4-2
intensification of hurricane harvey,doubling of flooded houston homes in the hurricane harvey,request-7-4-3
climate change,increased frequency of extreme weather events,request-7-5-0
increased frequency of extreme weather events,occurrence of hurricane harvey,request-7-5-1
occurrence of hurricane harvey,severe flooding in houston,request-7-5-2
severe flooding in houston,doubling of flooded houston homes in the hurricane harvey,request-7-5-3
methane,greenhouse gas emissions,request-8-0-0
greenhouse gas emissions,enhanced greenhouse effect,request-8-0-1
enhanced greenhouse effect,global warming,request-8-0-2
global warming,climate change,request-8-0-3
climate change,environmental degradation,request-8-0-4
environmental degradation,pollution,request-8-0-5
methane,atmospheric methane increase,request-8-1-0
atmospheric methane increase,formation of groundlevel ozone,request-8-1-1
formation of groundlevel ozone,air quality deterioration,request-8-1-2
air quality deterioration,air pollution,request-8-1-3
air pollution,pollution,request-8-1-4
methane,natural gas extraction,request-8-2-0
natural gas extraction,habitat disruption,request-8-2-1
habitat disruption,ecosystem imbalance,request-8-2-2
ecosystem imbalance,environmental contamination,request-8-2-3
environmental contamination,pollution,request-8-2-4
methane,methane leaks,request-8-3-0
methane leaks,explosion hazards,request-8-3-1
explosion hazards,release of pollutants,request-8-3-2
release of pollutants,air pollution,request-8-3-3
air pollution,pollution,request-8-3-4
methane,combustion of methane,request-8-4-0
combustion of methane,carbon dioxide emissions,request-8-4-1
carbon dioxide emissions,greenhouse gas accumulation,request-8-4-2
greenhouse gas accumulation,climate change,request-8-4-3
climate change,pollution,request-8-4-4
methane,agricultural practices,request-8-5-0
agricultural practices,livestock farming emissions,request-8-5-1
livestock farming emissions,increased atmospheric pollutants,request-8-5-2
increased atmospheric pollutants,air pollution,request-8-5-3
air pollution,pollution,request-8-5-4
methane,waste decomposition,request-8-6-0
waste decomposition,biogas release,request-8-6-1
biogas release,uncontrolled methane emissions,request-8-6-2
uncontrolled methane emissions,atmospheric pollution,request-8-6-3
atmospheric pollution,pollution,request-8-6-4
methane,melting permafrost,request-8-7-0
melting permafrost,release of trapped methane,request-8-7-1
release of trapped methane,enhanced greenhouse effect,request-8-7-2
enhanced greenhouse effect,climate change,request-8-7-3
climate change,pollution,request-8-7-4
methane,oceanic methane hydrates,request-8-8-0
oceanic methane hydrates,methane release into oceans,request-8-8-1
methane release into oceans,ocean acidification,request-8-8-2
ocean acidification,marine ecosystem disruption,request-8-8-3
marine ecosystem disruption,pollution,request-8-8-4
methane,fossil fuel use,request-8-9-0
fossil fuel use,airborne particulate matter,request-8-9-1
airborne particulate matter,air quality degradation,request-8-9-2
air quality degradation,health hazards,request-8-9-3
health hazards,pollution,request-8-9-4
melting of antarctic ice and methane pockets unabsorbed by microorganisms,exposure of methane hydrates,request-9-0-0
exposure of methane hydrates,dissociation of methane hydrates,request-9-0-1
dissociation of methane hydrates,release of methane into the atmosphere,request-9-0-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,reduced pressure on methane deposits,request-9-1-0
reduced pressure on methane deposits,destabilization of methane clathrates,request-9-1-1
destabilization of methane clathrates,release of methane into the atmosphere,request-9-1-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,increased ocean temperatures,request-9-2-0
increased ocean temperatures,methane hydrate decomposition,request-9-2-1
methane hydrate decomposition,release of methane into the atmosphere,request-9-2-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,decreased microbial activity,request-9-3-0
decreased microbial activity,accumulation of methane gas,request-9-3-1
accumulation of methane gas,release of methane into the atmosphere,request-9-3-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,increased permeability of ice layers,request-9-4-0
increased permeability of ice layers,methane migration to surface,request-9-4-1
methane migration to surface,release of methane into the atmosphere,request-9-4-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,disintegration of ice shelves,request-9-5-0
disintegration of ice shelves,exposure of subglacial methane reserves,request-9-5-1
exposure of subglacial methane reserves,release of methane into the atmosphere,request-9-5-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,collapse of permafrost layers,request-9-6-0
collapse of permafrost layers,methane release from permafrost,request-9-6-1
methane release from permafrost,release of methane into the atmosphere,request-9-6-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,methane bubble formation,request-9-7-0
methane bubble formation,methane bubbling to the surface,request-9-7-1
methane bubbling to the surface,release of methane into the atmosphere,request-9-7-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,algal bloom due to fresh water influx,request-9-8-0
algal bloom due to fresh water influx,oxygen depletion,request-9-8-1
oxygen depletion,anaerobic conditions leading to methane production,request-9-8-2
anaerobic conditions leading to methane production,release of methane into the atmosphere,request-9-8-3
lunar wobble,increased tidal amplitude,request-10-0-0
increased tidal amplitude,higher high tides,request-10-0-1
higher high tides,coastal flooding in the 2030s,request-10-0-2
coastal flooding in the 2030s,changes in the coastline,request-10-0-3
lunar wobble,altered tidal cycles,request-10-1-0
altered tidal cycles,increased coastal erosion,request-10-1-1
increased coastal erosion,changes in the coastline,request-10-1-2
lunar wobble,combined effect with sealevel rise,request-10-2-0
combined effect with sealevel rise,enhanced flooding risk,request-10-2-1
enhanced flooding risk,coastal flooding in the 2030s,request-10-2-2
coastal flooding in the 2030s,changes in the coastline,request-10-2-3
lunar wobble,extreme tidal events,request-10-3-0
extreme tidal events,damage to coastal infrastructure,request-10-3-1
damage to coastal infrastructure,changes in the coastline,request-10-3-2
lunar wobble,increased inundation events,request-10-4-0
increased inundation events,saltwater intrusion,request-10-4-1
saltwater intrusion,degradation of coastal ecosystems,request-10-4-2
degradation of coastal ecosystems,changes in the coastline,request-10-4-3
drought,the decrease in water levels,request-11-0-0
the decrease in water levels,the reduction in river sizes,request-11-0-1
the reduction in river sizes,the changes in river courses,request-11-0-2
the changes in river courses,changes in geography maps,request-11-0-3
drought,the desertification of land,request-11-1-0
the desertification of land,the changes in landforms,request-11-1-1
the changes in landforms,changes in geography maps,request-11-1-2
drought,the failure of crops,request-11-2-0
the failure of crops,the migration of humans,request-11-2-1
the migration of humans,the expansion of urban areas,request-11-2-2
the expansion of urban areas,changes in geography maps,request-11-2-3
drought,the occurrence of wildfires,request-11-3-0
the occurrence of wildfires,the deforestation of regions,request-11-3-1
the deforestation of regions,the changes in landscape,request-11-3-2
the changes in landscape,changes in geography maps,request-11-3-3
drought,the drying up of lakes,request-11-4-0
the drying up of lakes,the disappearance of lakes,request-11-4-1
the disappearance of lakes,changes in geography maps,request-11-4-2
drought,the soil erosion,request-11-5-0
the soil erosion,the changes in terrain,request-11-5-1
the changes in terrain,changes in geography maps,request-11-5-2
drought,the depletion of groundwater,request-11-6-0
the depletion of groundwater,the land subsidence,request-11-6-1
the land subsidence,the changes in topography,request-11-6-2
the changes in topography,changes in geography maps,request-11-6-3
drought,the shoreline retreat,request-11-7-0
the shoreline retreat,the coastal erosion,request-11-7-1
the coastal erosion,changes in geography maps,request-11-7-2
changes in geographical maps,redrawing of political boundaries,request-12-0-0
redrawing of political boundaries,loss of territory,request-12-0-1
loss of territory,economic instability,request-12-0-2
economic instability,job scarcity,request-12-0-3
job scarcity,population displacement,request-12-0-4
population displacement,migration issues,request-12-0-5
changes in geographical maps,alteration of natural resource distribution,request-12-1-0
alteration of natural resource distribution,environmental degradation,request-12-1-1
environmental degradation,decreased agricultural productivity,request-12-1-2
decreased agricultural productivity,food shortages,request-12-1-3
food shortages,population pressure,request-12-1-4
population pressure,migration issues,request-12-1-5
changes in geographical maps,creation of new nations,request-12-2-0
creation of new nations,implementation of new laws,request-12-2-1
implementation of new laws,restriction of freedoms,request-12-2-2
restriction of freedoms,social unrest,request-12-2-3
social unrest,increase in refugees,request-12-2-4
increase in refugees,migration issues,request-12-2-5
changes in geographical maps,emergence of conflicts,request-12-3-0
emergence of conflicts,destruction of infrastructure,request-12-3-1
destruction of infrastructure,lack of essential services,request-12-3-2
lack of essential services,humanitarian crises,request-12-3-3
humanitarian crises,migration issues,request-12-3-4
changes in geographical maps,rising sea levels,request-12-4-0
rising sea levels,flooding of coastal areas,request-12-4-1
flooding of coastal areas,displacement of coastal populations,request-12-4-2
displacement of coastal populations,overcrowding in inland regions,request-12-4-3
overcrowding in inland regions,competition for resources,request-12-4-4
competition for resources,migration issues,request-12-4-5
changes in geographical maps,expansion of desertification,request-12-5-0
expansion of desertification,loss of arable land,request-12-5-1
loss of arable land,agricultural decline,request-12-5-2
agricultural decline,economic hardship,request-12-5-3
economic hardship,rural exodus,request-12-5-4
rural exodus,migration issues,request-12-5-5
changes in geographical maps,alteration of trade routes,request-12-6-0
alteration of trade routes,economic shifts,request-12-6-1
economic shifts,job losses,request-12-6-2
job losses,poverty increase,request-12-6-3
poverty increase,people seeking opportunities elsewhere,request-12-6-4
people seeking opportunities elsewhere,migration issues,request-12-6-5
changes in geographical maps,discovery of resources,request-12-7-0
discovery of resources,resource exploitation,request-12-7-1
resource exploitation,environmental damage,request-12-7-2
environmental damage,health problems,request-12-7-3
health problems,uninhabitable areas,request-12-7-4
uninhabitable areas,migration issues,request-12-7-5
changes in geographical maps,melting of glaciers,request-12-8-0
melting of glaciers,water scarcity,request-12-8-1
water scarcity,agricultural stress,request-12-8-2
agricultural stress,food insecurity,request-12-8-3
food insecurity,population displacement,request-12-8-4
population displacement,migration issues,request-12-8-5
changes in geographical maps,urban expansion,request-12-9-0
urban expansion,habitat loss,request-12-9-1
habitat loss,biodiversity decline,request-12-9-2
biodiversity decline,ecosystem imbalance,request-12-9-3
ecosystem imbalance,livelihood disruptions,request-12-9-4
livelihood disruptions,migration issues,request-12-9-5
methane emissions,increase in atmospheric methane,request-13-0-0
increase in atmospheric methane,tropospheric ozone formation,request-13-0-1
tropospheric ozone formation,air pollution,request-13-0-2
methane leaks,enhanced greenhouse effect,request-13-1-0
enhanced greenhouse effect,global warming,request-13-1-1
global warming,climate change,request-13-1-2
climate change,environmental pollution,request-13-1-3
methane combustion,carbon dioxide emissions,request-13-2-0
carbon dioxide emissions,greenhouse gas accumulation,request-13-2-1
greenhouse gas accumulation,climate change,request-13-2-2
climate change,air pollution,request-13-2-3
methane flaring,soot particle release,request-13-3-0
soot particle release,atmospheric particulate matter increase,request-13-3-1
atmospheric particulate matter increase,air pollution,request-13-3-2
methane from livestock,methane accumulation in atmosphere,request-13-4-0
methane accumulation in atmosphere,climate alteration,request-13-4-1
climate alteration,ecosystem disruption,request-13-4-2
ecosystem disruption,pollution of natural habitats,request-13-4-3
methane hydrate release,methane surge in atmosphere,request-13-5-0
methane surge in atmosphere,accelerated global warming,request-13-5-1
accelerated global warming,sea level rise,request-13-5-2
sea level rise,marine pollution,request-13-5-3
methaneinduced temperature rise,permafrost thawing,request-13-6-0
permafrost thawing,release of trapped pollutants,request-13-6-1
release of trapped pollutants,soil and water pollution,request-13-6-2
methane emissions,formation of hydroxyl radicals depletion,request-13-7-0
formation of hydroxyl radicals depletion,extended lifespan of other pollutants,request-13-7-1
extended lifespan of other pollutants,increased air pollution,request-13-7-2
methane release into arctic ocean sediments and waters,methane emission into the atmosphere,request-14-0-0
methane emission into the atmosphere,enhanced greenhouse effect,request-14-0-1
enhanced greenhouse effect,global warming,request-14-0-2
global warming,the thawing of subsea permafrost and decomposition of methane hydrates,request-14-0-3
methane release into arctic ocean sediments and waters,oxidation of methane by microbes,request-14-1-0
oxidation of methane by microbes,heat production in sediments and waters,request-14-1-1
heat production in sediments and waters,local warming of subsea permafrost,request-14-1-2
local warming of subsea permafrost,the thawing of subsea permafrost and decomposition of methane hydrates,request-14-1-3
methane release into arctic ocean sediments and waters,formation of methane bubbles,request-14-2-0
formation of methane bubbles,physical disturbances in sediment structure,request-14-2-1
physical disturbances in sediment structure,destabilization of subsea permafrost layers,request-14-2-2
destabilization of subsea permafrost layers,the thawing of subsea permafrost and decomposition of methane hydrates,request-14-2-3
methane emission increase,atmospheric methane concentration rise,request-15-0-0
atmospheric methane concentration rise,enhanced greenhouse effect,request-15-0-1
enhanced greenhouse effect,global temperature increase,request-15-0-2
global temperature increase,permafrost thawing,request-15-0-3
permafrost thawing,the release of ancient carbon from sediment into the atmosphere,request-15-0-4
methane emission increase,atmospheric methane concentration rise,request-15-1-0
atmospheric methane concentration rise,enhanced greenhouse effect,request-15-1-1
enhanced greenhouse effect,ocean temperature rise,request-15-1-2
ocean temperature rise,destabilization of oceanic sediments,request-15-1-3
destabilization of oceanic sediments,the release of ancient carbon from sediment into the atmosphere,request-15-1-4
methane emission increase,atmospheric methane concentration rise,request-15-2-0
atmospheric methane concentration rise,climate change acceleration,request-15-2-1
climate change acceleration,increased soil microbial activity,request-15-2-2
increased soil microbial activity,enhanced decomposition of organic matter in sediments,request-15-2-3
enhanced decomposition of organic matter in sediments,the release of ancient carbon from sediment into the atmosphere,request-15-2-4
methane emission increase,atmospheric methane concentration rise,request-15-3-0
atmospheric methane concentration rise,global warming,request-15-3-1
global warming,melting of methane clathrates in permafrost and seabeds,request-15-3-2
melting of methane clathrates in permafrost and seabeds,sediment disturbance,request-15-3-3
sediment disturbance,the release of ancient carbon from sediment into the atmosphere,request-15-3-4
methane emission increase,atmospheric methane concentration rise,request-15-4-0
atmospheric methane concentration rise,stratospheric water vapor increase,request-15-4-1
stratospheric water vapor increase,amplified warming,request-15-4-2
amplified warming,ice sheet melting,request-15-4-3
ice sheet melting,sea level rise,request-15-4-4
sea level rise,coastal erosion,request-15-4-5
coastal erosion,the release of ancient carbon from sediment into the atmosphere,request-15-4-6
ancient sources dominating deep waters,methane accumulation in deep waters,request-16-0-0
methane accumulation in deep waters,methane diffusion to surface waters,request-16-0-1
methane diffusion to surface waters,increased methane concentration in surface waters,request-16-0-2
increased methane concentration in surface waters,the 10 ± 3% contribution of surface water methane,request-16-0-3
ancient sources dominating deep waters,methanerich deep water upwelling,request-16-1-0
methanerich deep water upwelling,methane release into surface waters,request-16-1-1
methane release into surface waters,elevated methane levels in surface waters,request-16-1-2
elevated methane levels in surface waters,the 10 ± 3% contribution of surface water methane,request-16-1-3
ancient sources dominating deep waters,methane transport via ocean currents,request-16-2-0
methane transport via ocean currents,methane plumes reaching surface waters,request-16-2-1
