cause,effect,custom_id
greater energy consumption,more carbon footprint,request-4-4-3
ultra wealthy people,support for luxury transportation services,request-4-5-0
support for luxury transportation services,increased use of highemission vehicles,request-4-5-1
increased use of highemission vehicles,higher transportation emissions,request-4-5-2
higher transportation emissions,more carbon footprint,request-4-5-3
ultra wealthy people,consumption of exotic foods,request-4-6-0
consumption of exotic foods,intensive agricultural practices,request-4-6-1
intensive agricultural practices,increased agricultural emissions,request-4-6-2
increased agricultural emissions,more carbon footprint,request-4-6-3
porks craddling into pools that often break loose,release of pollutants into the environment,request-5-0-0
release of pollutants into the environment,contamination of water sources,request-5-0-1
contamination of water sources,harm to aquatic life,request-5-0-2
harm to aquatic life,disruption of ecosystems,request-5-0-3
disruption of ecosystems,massive environmental damage,request-5-0-4
porks craddling into pools that often break loose,spread of debris and pollutants,request-5-1-0
spread of debris and pollutants,accumulation of harmful substances in the environment,request-5-1-1
accumulation of harmful substances in the environment,toxin buildup in soil and water,request-5-1-2
toxin buildup in soil and water,negative impact on plant and animal health,request-5-1-3
negative impact on plant and animal health,massive environmental damage,request-5-1-4
porks craddling into pools that often break loose,structural failures leading to spills,request-5-2-0
structural failures leading to spills,release of hazardous materials,request-5-2-1
release of hazardous materials,contamination of natural resources,request-5-2-2
contamination of natural resources,longterm ecosystem degradation,request-5-2-3
longterm ecosystem degradation,massive environmental damage,request-5-2-4
having fewer children,lower population growth,request-6-0-0
lower population growth,reduced resource consumption,request-6-0-1
reduced resource consumption,lower carbon footprint,request-6-0-2
having fewer children,decreased energy demand,request-6-1-0
decreased energy demand,reduced fossil fuel usage,request-6-1-1
reduced fossil fuel usage,lower carbon footprint,request-6-1-2
having fewer children,smaller household sizes,request-6-2-0
smaller household sizes,less energy use in homes,request-6-2-1
less energy use in homes,lower carbon footprint,request-6-2-2
having fewer children,lower food demand,request-6-3-0
lower food demand,reduced agricultural emissions,request-6-3-1
reduced agricultural emissions,lower carbon footprint,request-6-3-2
having fewer children,decreased transportation needs,request-6-4-0
decreased transportation needs,reduced vehicle emissions,request-6-4-1
reduced vehicle emissions,lower carbon footprint,request-6-4-2
having fewer children,increased per capita resource availability,request-6-5-0
increased per capita resource availability,more sustainable resource use,request-6-5-1
more sustainable resource use,lower carbon footprint,request-6-5-2
climate change,increased sea surface temperatures,request-7-0-0
increased sea surface temperatures,more intense hurricanes,request-7-0-1
more intense hurricanes,hurricane harvey severity,request-7-0-2
hurricane harvey severity,increased flooding in houston,request-7-0-3
increased flooding in houston,doubling of flooded houston homes,request-7-0-4
climate change,sea level rise,request-7-1-0
sea level rise,higher storm surges during hurricanes,request-7-1-1
higher storm surges during hurricanes,greater flood impact in houston,request-7-1-2
greater flood impact in houston,doubling of flooded houston homes,request-7-1-3
climate change,altered precipitation patterns,request-7-2-0
altered precipitation patterns,increased rainfall during hurricane harvey,request-7-2-1
increased rainfall during hurricane harvey,more extensive flooding in houston,request-7-2-2
more extensive flooding in houston,doubling of flooded houston homes,request-7-2-3
methane emissions,increased atmospheric methane concentration,request-8-0-0
increased atmospheric methane concentration,enhanced greenhouse effect,request-8-0-1
enhanced greenhouse effect,global warming,request-8-0-2
global warming,environmental pollution,request-8-0-3
methane leakage,air quality degradation,request-8-1-0
air quality degradation,respiratory health pollution,request-8-1-1
methane release from landfills,methane oxidation in the atmosphere,request-8-2-0
methane oxidation in the atmosphere,ozone formation,request-8-2-1
ozone formation,smog pollution,request-8-2-2
methane from agricultural activities,livestock waste accumulation,request-8-3-0
livestock waste accumulation,methane generation,request-8-3-1
methane generation,soil and water pollution,request-8-3-2
melting of antarctic ice and methane pockets unabsorbed by microorganisms,release of methane from thawing ice,request-9-0-0
release of methane from thawing ice,release of methane into the atmosphere,request-9-0-1
melting of antarctic ice and methane pockets unabsorbed by microorganisms,destabilization of methane hydrates,request-9-1-0
destabilization of methane hydrates,release of methane into the atmosphere,request-9-1-1
melting of antarctic ice and methane pockets unabsorbed by microorganisms,exposure of methane to atmospheric conditions,request-9-2-0
exposure of methane to atmospheric conditions,release of methane into the atmosphere,request-9-2-1
lunar wobble,altered tidal forces,request-10-0-0
altered tidal forces,increased sea levels,request-10-0-1
increased sea levels,coastal flooding in the 2030s,request-10-0-2
coastal flooding in the 2030s,changes in the coastline,request-10-0-3
lunar wobble,variations in earth's rotation,request-10-1-0
variations in earth's rotation,climate changes,request-10-1-1
climate changes,sealevel rise,request-10-1-2
sealevel rise,coastal flooding in the 2030s,request-10-1-3
coastal flooding in the 2030s,changes in the coastline,request-10-1-4
lunar wobble,gravitational fluctuations,request-10-2-0
gravitational fluctuations,increased storm intensity,request-10-2-1
increased storm intensity,coastal flooding in the 2030s,request-10-2-2
coastal flooding in the 2030s,changes in the coastline,request-10-2-3
drought,reduced precipitation,request-11-0-0
reduced precipitation,lowered river levels,request-11-0-1
lowered river levels,landscape modification,request-11-0-2
landscape modification,updated geography maps,request-11-0-3
drought,increased evaporation rates,request-11-1-0
increased evaporation rates,soil moisture depletion,request-11-1-1
soil moisture depletion,vegetation loss,request-11-1-2
vegetation loss,altered topography,request-11-1-3
altered topography,reflected in geography maps,request-11-1-4
drought,extended dry periods,request-11-2-0
extended dry periods,formation of new desert areas,request-11-2-1
formation of new desert areas,changes in land use,request-11-2-2
changes in land use,recorded in geography maps,request-11-2-3
drought,water reservoir depletion,request-11-3-0
water reservoir depletion,river course alteration,request-11-3-1
river course alteration,modified drainage systems,request-11-3-2
modified drainage systems,depicted in geography maps,request-11-3-3
drought,agricultural stress,request-11-4-0
agricultural stress,abandoned farmland,request-11-4-1
abandoned farmland,natural vegetation takeover,request-11-4-2
natural vegetation takeover,redesigned landscape features,request-11-4-3
redesigned landscape features,shown in geography maps,request-11-4-4
changes in geographical maps,redefinition of national boundaries,request-12-0-0
redefinition of national boundaries,ethnic tensions,request-12-0-1
ethnic tensions,migration issues,request-12-0-2
changes in geographical maps,alteration of natural resources distribution,request-12-1-0
alteration of natural resources distribution,economic instability,request-12-1-1
economic instability,migration issues,request-12-1-2
changes in geographical maps,modification of transportation routes,request-12-2-0
modification of transportation routes,shifts in economic opportunities,request-12-2-1
shifts in economic opportunities,migration issues,request-12-2-2
changes in geographical maps,changes in land use patterns,request-12-3-0
changes in land use patterns,displacement of populations,request-12-3-1
displacement of populations,migration issues,request-12-3-2
changes in geographical maps,shifts in climate zones,request-12-4-0
shifts in climate zones,environmental stress,request-12-4-1
environmental stress,migration issues,request-12-4-2
changes in geographical maps,reconfiguration of economic regions,request-12-5-0
reconfiguration of economic regions,job scarcity in certain areas,request-12-5-1
job scarcity in certain areas,migration issues,request-12-5-2
methane emission,atmospheric accumulation,request-13-0-0
atmospheric accumulation,greenhouse gas effect,request-13-0-1
greenhouse gas effect,global warming,request-13-0-2
global warming,pollution,request-13-0-3
methane leakage,oxidation in the atmosphere,request-13-1-0
oxidation in the atmosphere,formation of groundlevel ozone,request-13-1-1
formation of groundlevel ozone,air quality degradation,request-13-1-2
air quality degradation,pollution,request-13-1-3
methane release from agriculture,increase in atmospheric methane,request-13-2-0
increase in atmospheric methane,enhanced greenhouse warming,request-13-2-1
enhanced greenhouse warming,climaterelated disruptions,request-13-2-2
climaterelated disruptions,pollution,request-13-2-3
methane extraction,fossil fuel combustion,request-13-3-0
fossil fuel combustion,emission of pollutants,request-13-3-1
emission of pollutants,air contamination,request-13-3-2
air contamination,pollution,request-13-3-3
methane release into arctic ocean sediments and waters,increased greenhouse gas concentrations,request-14-0-0
increased greenhouse gas concentrations,accelerated global warming,request-14-0-1
accelerated global warming,ocean temperature rise,request-14-0-2
ocean temperature rise,thawing of subsea permafrost and decomposition of methane hydrates,request-14-0-3
methane release into arctic ocean sediments and waters,altered sediment chemistry,request-14-1-0
altered sediment chemistry,destabilization of permafrost structure,request-14-1-1
destabilization of permafrost structure,thawing of subsea permafrost and decomposition of methane hydrates,request-14-1-2
methane release into arctic ocean sediments and waters,enhanced microbial activity,request-14-2-0
enhanced microbial activity,increased heat generation within sediments,request-14-2-1
increased heat generation within sediments,thawing of subsea permafrost and decomposition of methane hydrates,request-14-2-2
methane release into arctic ocean sediments and waters,reduction in sediment stability,request-14-3-0
reduction in sediment stability,physical disruption of permafrost layers,request-14-3-1
physical disruption of permafrost layers,thawing of subsea permafrost and decomposition of methane hydrates,request-14-3-2
methane production by methanogenic microbes,methane released into the atmosphere,request-15-0-0
methane released into the atmosphere,atmospheric methane intensifies the greenhouse effect,request-15-0-1
atmospheric methane intensifies the greenhouse effect,global temperatures rise,request-15-0-2
global temperatures rise,permafrost thaws,request-15-0-3
permafrost thaws,ancient carbon is released from sediment into the atmosphere,request-15-0-4
decomposition of organic matter in wetlands,methane emitted from wetlands,request-15-1-0
methane emitted from wetlands,methane accumulates in the atmosphere,request-15-1-1
methane accumulates in the atmosphere,enhanced greenhouse warming,request-15-1-2
enhanced greenhouse warming,increased surface temperatures,request-15-1-3
increased surface temperatures,thermal expansion and sediment disruption,request-15-1-4
thermal expansion and sediment disruption,ancient carbon is released from sediment into the atmosphere,request-15-1-5
methane hydrate destabilization in ocean sediments,methane released into ocean water,request-15-2-0
methane released into ocean water,methane escapes from ocean to atmosphere,request-15-2-1
methane escapes from ocean to atmosphere,atmospheric methane levels rise,request-15-2-2
atmospheric methane levels rise,strengthened greenhouse effect,request-15-2-3
strengthened greenhouse effect,ocean temperatures increase,request-15-2-4
ocean temperatures increase,ancient carbon is released from sediment into the atmosphere,request-15-2-5
anthropogenic methane emissions from fossil fuel extraction,methane enters the atmosphere,request-15-3-0
methane enters the atmosphere,elevated methane enhances greenhouse warming,request-15-3-1
elevated methane enhances greenhouse warming,climate change accelerates geological weathering,request-15-3-2
climate change accelerates geological weathering,increased erosion and sediment disturbance,request-15-3-3
increased erosion and sediment disturbance,ancient carbon is released from sediment into the atmosphere,request-15-3-4
methane leakage from natural seeps,methane concentration in the atmosphere increases,request-15-4-0
methane concentration in the atmosphere increases,greenhouse gas effect is amplified,request-15-4-1
greenhouse gas effect is amplified,global warming intensifies,request-15-4-2
global warming intensifies,sedimentary layers are disturbed by temperature changes,request-15-4-3
sedimentary layers are disturbed by temperature changes,ancient carbon is released from sediment into the atmosphere,request-15-4-4
ancient sources dominating deep waters,accumulation of methane in deep water reservoirs,request-16-0-0
accumulation of methane in deep water reservoirs,limited mixing between deep and surface waters,request-16-0-1
limited mixing between deep and surface waters,low methane flux to surface,request-16-0-2
low methane flux to surface,the 10 ± 3% contribution of surface water methane,request-16-0-3
ancient sources dominating deep waters,high release rates of methane from deep sources,request-16-1-0
high release rates of methane from deep sources,increased methane availability in the water column,request-16-1-1
increased methane availability in the water column,methane transport mechanisms transferring deep methane to surface,request-16-1-2
methane transport mechanisms transferring deep methane to surface,methane oxidization in surface waters limiting its concentration,request-16-1-3
methane oxidization in surface waters limiting its concentration,the 10 ± 3% contribution of surface water methane,request-16-1-4
ancient sources dominating deep waters,cold temperatures in deep waters preserving methane,request-16-2-0
cold temperatures in deep waters preserving methane,minimal methane release to surface,request-16-2-1
minimal methane release to surface,reduced surface water methane levels,request-16-2-2
reduced surface water methane levels,the 10 ± 3% contribution of surface water methane,request-16-2-3
ancient sources dominating deep waters,methane sequestration in deepsea sediments,request-16-3-0
methane sequestration in deepsea sediments,low disturbance of sediment layers,request-16-3-1
low disturbance of sediment layers,restricted methane migration to surface,request-16-3-2
restricted methane migration to surface,the 10 ± 3% contribution of surface water methane,request-16-3-3
ancient sources dominating deep waters,hydrothermal vent activity releasing methane,request-16-4-0
hydrothermal vent activity releasing methane,methane dilution in vast deep water volumes,request-16-4-1
methane dilution in vast deep water volumes,limited upward transport of diluted methane,request-16-4-2
limited upward transport of diluted methane,the 10 ± 3% contribution of surface water methane,request-16-4-3
sourced methane,methane release,request-17-0-0
methane release,atmospheric methane increase,request-17-0-1
atmospheric methane increase,greenhouse effect intensification,request-17-0-2
greenhouse effect intensification,climate warming,request-17-0-3
climate warming,permafrost thawing,request-17-0-4
permafrost thawing,the emission of ancient carbon into the atmosphere,request-17-0-5
oceanic oxidation,reduced oceanic carbon uptake,request-17-1-0
reduced oceanic carbon uptake,elevated atmospheric co₂ levels,request-17-1-1
elevated atmospheric co₂ levels,climate warming,request-17-1-2
climate warming,carbon reservoir destabilization,request-17-1-3
carbon reservoir destabilization,the emission of ancient carbon into the atmosphere,request-17-1-4
dispersion processes as climate change progresses,enhanced distribution of greenhouse gases,request-17-2-0
enhanced distribution of greenhouse gases,atmospheric warming,request-17-2-1
atmospheric warming,destabilization of carbon storage,request-17-2-2
destabilization of carbon storage,the emission of ancient carbon into the atmosphere,request-17-2-3
co2 mitigation,reduction in atmospheric co₂ levels,request-18-0-0
reduction in atmospheric co₂ levels,stabilization of global temperatures,request-18-0-1
stabilization of global temperatures,alteration of ocean temperature gradients,request-18-0-2
alteration of ocean temperature gradients,disruption of amoc,request-18-0-3
disruption of amoc,collapse of the atlantic meridional overturning circulation,request-18-0-4
co2 mitigation,decrease in greenhouse gas emissions,request-18-1-0
decrease in greenhouse gas emissions,changes in global precipitation patterns,request-18-1-1
changes in global precipitation patterns,increased freshwater influx into the north atlantic,request-18-1-2
increased freshwater influx into the north atlantic,reduction in ocean salinity,request-18-1-3
reduction in ocean salinity,weakening of amoc,request-18-1-4
weakening of amoc,collapse of the atlantic meridional overturning circulation,request-18-1-5
co2 mitigation,adoption of renewable energy sources,request-18-2-0
adoption of renewable energy sources,reduction in atmospheric aerosols,request-18-2-1
reduction in atmospheric aerosols,increased solar radiation absorption by oceans,request-18-2-2
increased solar radiation absorption by oceans,altered ocean heat distribution,request-18-2-3
altered ocean heat distribution,destabilization of amoc,request-18-2-4
destabilization of amoc,collapse of the atlantic meridional overturning circulation,request-18-2-5
stronger amoc in rcp85 framework,increased northward heat transport,request-19-0-0
increased northward heat transport,enhanced heat distribution in the north atlantic,request-19-0-1
enhanced heat distribution in the north atlantic,elevated sea surface and air temperatures in the north atlantic relative to rcp85ctrl,request-19-0-2
stronger amoc in rcp85 framework,altered ocean circulation patterns,request-19-1-0
altered ocean circulation patterns,reduced heat uptake by the north atlantic,request-19-1-1
reduced heat uptake by the north atlantic,elevated sea surface and air temperatures in the north atlantic relative to rcp85ctrl,request-19-1-2
stronger amoc in rcp85 framework,increased mixing of warm surface waters with deeper layers,request-19-2-0
increased mixing of warm surface waters with deeper layers,amplified local warming in the north atlantic,request-19-2-1
amplified local warming in the north atlantic,elevated sea surface and air temperatures in the north atlantic relative to rcp85ctrl,request-19-2-2
the hottest pathway resulting in 45+ degrees of warming by the end of the century,increased demand for climate adaptation technologies,request-20-0-0
increased demand for climate adaptation technologies,growth in green technology sectors,request-20-0-1
growth in green technology sectors,job creation and investment,request-20-0-2
job creation and investment,the absolute highest economic growth,request-20-0-3
the hottest pathway resulting in 45+ degrees of warming by the end of the century,accelerated infrastructure development for climate resilience,request-20-1-0
accelerated infrastructure development for climate resilience,expansion of construction and related industries,request-20-1-1
expansion of construction and related industries,increased gdp from infrastructure projects,request-20-1-2
increased gdp from infrastructure projects,the absolute highest economic growth,request-20-1-3
the hottest pathway resulting in 45+ degrees of warming by the end of the century,international policies and regulations to mitigate climate impacts,request-20-2-0
international policies and regulations to mitigate climate impacts,increased government spending on green initiatives,request-20-2-1
increased government spending on green initiatives,stimulated economic activities in sustainable sectors,request-20-2-2
stimulated economic activities in sustainable sectors,the absolute highest economic growth,request-20-2-3
the hottest pathway resulting in 45+ degrees of warming by the end of the century,forced migration and urbanization,request-20-3-0
forced migration and urbanization,increased urban development and consumer markets,request-20-3-1
increased urban development and consumer markets,boost in service and manufacturing industries,request-20-3-2
boost in service and manufacturing industries,the absolute highest economic growth,request-20-3-3
the hottest pathway resulting in 45+ degrees of warming by the end of the century,resource scarcity and competition,request-20-4-0
resource scarcity and competition,innovation in resourceefficient technologies,request-20-4-1
innovation in resourceefficient technologies,market expansion for sustainable products,request-20-4-2
market expansion for sustainable products,the absolute highest economic growth,request-20-4-3
people’s anxiety,increased heart rate,request-21-0-0
increased heart rate,increased respiration,request-21-0-1
increased respiration,increased oxygen intake and co₂ release,request-21-0-2
people’s anxiety,activation of the sympathetic nervous system,request-21-1-0
activation of the sympathetic nervous system,hyperventilation,request-21-1-1
hyperventilation,increased oxygen intake and co₂ release,request-21-1-2
people’s anxiety,release of stress hormones,request-21-2-0
release of stress hormones,increased metabolic rate,request-21-2-1
increased metabolic rate,increased oxygen intake and co₂ release,request-21-2-2
people’s anxiety,muscle tension,request-21-3-0
muscle tension,increased physical activity,request-21-3-1
increased physical activity,increased oxygen intake and co₂ release,request-21-3-2
genuine population decline beyond expected levels,aging population,request-22-0-0
aging population,fewer women of childbearing age,request-22-0-1
fewer women of childbearing age,decline in birth rates this century,request-22-0-2
genuine population decline beyond expected levels,economic downturn,request-22-1-0
economic downturn,increased unemployment,request-22-1-1
increased unemployment,delay in family planning,request-22-1-2
delay in family planning,decline in birth rates this century,request-22-1-3
genuine population decline beyond expected levels,social changes,request-22-2-0
social changes,shift in cultural values,request-22-2-1
shift in cultural values,lower fertility preferences,request-22-2-2
lower fertility preferences,decline in birth rates this century,request-22-2-3
genuine population decline beyond expected levels,increased educational attainment,request-22-3-0
increased educational attainment,delayed marriage,request-22-3-1
delayed marriage,reduced number of children per family,request-22-3-2
reduced number of children per family,decline in birth rates this century,request-22-3-3
genuine population decline beyond expected levels,housing market instability,request-22-4-0
housing market instability,reduced household formation,request-22-4-1
reduced household formation,fewer births,request-22-4-2
fewer births,decline in birth rates this century,request-22-4-3
china,rapid industrialization,request-23-0-0
rapid industrialization,increased manufacturing output,request-23-0-1
increased manufacturing output,higher energy consumption,request-23-0-2
higher energy consumption,most emissions,request-23-0-3
china,urban expansion,request-23-1-0
urban expansion,growth in transportation systems,request-23-1-1
growth in transportation systems,elevated fuel use,request-23-1-2
elevated fuel use,most emissions,request-23-1-3
china,economic growth,request-23-2-0
economic growth,construction boom,request-23-2-1
construction boom,increased use of cement and steel,request-23-2-2
increased use of cement and steel,most emissions,request-23-2-3
china,reliance on coalfired power plants,request-23-3-0
reliance on coalfired power plants,high carbon emissions,request-23-3-1
high carbon emissions,most emissions,request-23-3-2
china,population growth,request-23-4-0
population growth,increased housing demand,request-23-4-1
increased housing demand,higher energy usage,request-23-4-2
higher energy usage,most emissions,request-23-4-3
india,population growth,request-24-0-0
population growth,increased energy demand,request-24-0-1
increased energy demand,reliance on coal,request-24-0-2
reliance on coal,carbon dioxide emissions,request-24-0-3
carbon dioxide emissions,most emissions,request-24-0-4
india,economic development,request-24-1-0
economic development,industrial expansion,request-24-1-1
industrial expansion,fossil fuel combustion,request-24-1-2
fossil fuel combustion,greenhouse gas emissions,request-24-1-3
greenhouse gas emissions,most emissions,request-24-1-4
india,urbanization,request-24-2-0
urbanization,transportation sector growth,request-24-2-1
transportation sector growth,vehicle emissions,request-24-2-2
vehicle emissions,air pollutants,request-24-2-3
air pollutants,most emissions,request-24-2-4
india,manufacturing growth,request-24-3-0
manufacturing growth,energyintensive industries,request-24-3-1
energyintensive industries,increased energy consumption,request-24-3-2
increased energy consumption,co₂ emissions,request-24-3-3
co₂ emissions,most emissions,request-24-3-4
india,agricultural expansion,request-24-4-0
agricultural expansion,use of fertilizers,request-24-4-1
use of fertilizers,nitrous oxide emissions,request-24-4-2
nitrous oxide emissions,greenhouse gas emissions,request-24-4-3
greenhouse gas emissions,most emissions,request-24-4-4
india,deforestation,request-24-5-0
deforestation,reduced carbon sinks,request-24-5-1
reduced carbon sinks,increased atmospheric co₂,request-24-5-2
increased atmospheric co₂,most emissions,request-24-5-3
corporations prioritize profit,increased production activities,request-25-0-0
increased production activities,higher energy consumption,request-25-0-1
higher energy consumption,greater fossil fuel combustion,request-25-0-2
greater fossil fuel combustion,vast majority of climate emissions,request-25-0-3
corporations invest in fossil fuel infrastructure,expansion of oil and gas extraction,request-25-1-0
expansion of oil and gas extraction,combustion of extracted fuels,request-25-1-1
combustion of extracted fuels,release of greenhouse gases,request-25-1-2
release of greenhouse gases,vast majority of climate emissions,request-25-1-3
corporations drive transportation demand,growth in vehicle manufacturing,request-25-2-0
growth in vehicle manufacturing,increased use of vehicles,request-25-2-1
increased use of vehicles,emissions from transportation,request-25-2-2
emissions from transportation,vast majority of climate emissions,request-25-2-3
corporations engage in deforestation for expansion,reduced carbon sinks,request-25-3-0
reduced carbon sinks,higher atmospheric co₂ levels,request-25-3-1
higher atmospheric co₂ levels,vast majority of climate emissions,request-25-3-2
corporations implement industrial processes,use of highemission technologies,request-25-4-0
use of highemission technologies,industrial greenhouse gas emissions,request-25-4-1
industrial greenhouse gas emissions,vast majority of climate emissions,request-25-4-2
corporations prioritize profit,increased production,request-26-0-0
increased production,higher greenhouse gas emissions,request-26-0-1
corporations invest in fossil fuel infrastructure,expanded fossil fuel use,request-26-1-0
expanded fossil fuel use,over 90% of climate change emissions,request-26-1-1
corporations influence policies,lax environmental regulations,request-26-2-0
lax environmental regulations,increased emissions,request-26-2-1
corporations drive economic growth,increased energy demand,request-26-3-0
increased energy demand,higher climate change emissions,request-26-3-1
corporations engage in deforestation,reduced carbon sinks,request-26-4-0
reduced carbon sinks,over 90% of climate change emissions,request-26-4-1
corporations outsource manufacturing,transportation emissions,request-26-5-0
transportation emissions,higher overall greenhouse gas emissions,request-26-5-1
corporations utilize nonrenewable resources,resource extraction emissions,request-26-6-0
resource extraction emissions,over 90% of climate change emissions,request-26-6-1
corporations produce singleuse products,waste management emissions,request-26-7-0
waste management emissions,increased climate change emissions,request-26-7-1
corporations expand global supply chains,increased logistics emissions,request-26-8-0
increased logistics emissions,higher greenhouse gas emissions,request-26-8-1
corporations adopt energyintensive technologies,higher energy consumption,request-26-9-0
higher energy consumption,over 90% of climate change emissions,request-26-9-1
"the tossing of a single cigarette on dry, hot ground",ignition of dry vegetation,request-27-0-0
ignition of dry vegetation,rapid spread of flames due to wind,request-27-0-1
rapid spread of flames due to wind,a massive fire,request-27-0-2
"the tossing of a single cigarette on dry, hot ground",ember ignites nearby litter,request-27-1-0
ember ignites nearby litter,fire spreads to surrounding plants,request-27-1-1
fire spreads to surrounding plants,dry conditions sustain fire growth,request-27-1-2
dry conditions sustain fire growth,a massive fire,request-27-1-3
"the tossing of a single cigarette on dry, hot ground",initial spark creates ignition point,request-27-2-0
initial spark creates ignition point,fire reaches dry grass,request-27-2-1
fire reaches dry grass,fire spreads to nearby trees,request-27-2-2
fire spreads to nearby trees,a massive fire,request-27-2-3
"the tossing of a single cigarette on dry, hot ground",smoking debris remains unattended,request-27-3-0
smoking debris remains unattended,accumulation of flammable materials,request-27-3-1
accumulation of flammable materials,ignition of accumulated materials,request-27-3-2
ignition of accumulated materials,a massive fire,request-27-3-3
the us,industrial activities,request-28-0-0
industrial activities,fossil fuel combustion,request-28-0-1
fossil fuel combustion,co₂ emissions,request-28-0-2
co₂ emissions,atmospheric co₂ concentration,request-28-0-3
atmospheric co₂ concentration,current co₂ levels,request-28-0-4
the us,transportation sector expansion,request-28-1-0
transportation sector expansion,vehicle emissions,request-28-1-1
vehicle emissions,co₂ emissions,request-28-1-2
co₂ emissions,atmospheric co₂ concentration,request-28-1-3
atmospheric co₂ concentration,current co₂ levels,request-28-1-4
the us,energy production from coal,request-28-2-0
