cause,effect,custom_id
increase concentration of these greenhouse gases in the atmosphere,trap more heat in the earth's atmosphere,request-1-4-4
trap more heat in the earth's atmosphere,raise global temperatures,request-1-4-5
raise global temperatures,affect climate patterns,request-1-4-6
affect climate patterns,impact the climate,request-1-4-7
companies and corporations,produce and sell products that require transportation,request-1-5-0
produce and sell products that require transportation,increase demand for transportation,request-1-5-1
increase demand for transportation,lead to more fossil fuel extraction and burning,request-1-5-2
lead to more fossil fuel extraction and burning,emit more greenhouse gases,request-1-5-3
emit more greenhouse gases,increase atmospheric concentration of greenhouse gases,request-1-5-4
increase atmospheric concentration of greenhouse gases,trap more heat in the earth's atmosphere,request-1-5-5
trap more heat in the earth's atmosphere,raise global temperatures,request-1-5-6
raise global temperatures,affect climate patterns,request-1-5-7
affect climate patterns,impact the climate,request-1-5-8
buying from companies that mess the climate,supporting climatedamaging companies financially,request-2-0-0
supporting climatedamaging companies financially,enabling climatedamaging companies to continue harmful practices,request-2-0-1
enabling climatedamaging companies to continue harmful practices,preventing climatedamaging companies from facing consequences,request-2-0-2
preventing climatedamaging companies from facing consequences,keeping of climatedamaging companies,request-2-0-3
buying from companies that mess the climate,increasing demand for climatedamaging products,request-2-1-0
increasing demand for climatedamaging products,encouraging climatedamaging companies to produce more,request-2-1-1
encouraging climatedamaging companies to produce more,increasing greenhouse gas emissions,request-2-1-2
increasing greenhouse gas emissions,exacerbating climate change,request-2-1-3
exacerbating climate change,keeping of climatedamaging companies,request-2-1-4
buying from companies that mess the climate,promoting climatedamaging companies' market share,request-2-2-0
promoting climatedamaging companies' market share,discouraging investment in cleaner alternatives,request-2-2-1
discouraging investment in cleaner alternatives,slowing down the transition to a sustainable economy,request-2-2-2
slowing down the transition to a sustainable economy,keeping of climatedamaging companies,request-2-2-3
buying from companies that mess the climate,legitimizing climatedamaging companies' actions,request-2-3-0
legitimizing climatedamaging companies' actions,reducing public pressure for climate action,request-2-3-1
reducing public pressure for climate action,weakening political will to regulate climatedamaging industries,request-2-3-2
weakening political will to regulate climatedamaging industries,keeping of climatedamaging companies,request-2-3-3
buying from companies that mess the climate,contributing to climatedamaging companies' profits,request-2-4-0
contributing to climatedamaging companies' profits,funding climatedamaging companies' lobbying efforts,request-2-4-1
funding climatedamaging companies' lobbying efforts,influencing climate policy in favor of climatedamaging companies,request-2-4-2
influencing climate policy in favor of climatedamaging companies,keeping of climatedamaging companies,request-2-4-3
systemic change,increased public awareness,request-3-0-0
increased public awareness,change in consumer behavior,request-3-0-1
change in consumer behavior,decreased demand for fossil fuels,request-3-0-2
decreased demand for fossil fuels,reduction in greenhouse gas emissions,request-3-0-3
reduction in greenhouse gas emissions,progress in climate change,request-3-0-4
systemic change,implementation of new policies and regulations,request-3-1-0
implementation of new policies and regulations,shift towards renewable energy sources,request-3-1-1
shift towards renewable energy sources,reduction in greenhouse gas emissions,request-3-1-2
reduction in greenhouse gas emissions,progress in climate change,request-3-1-3
systemic change,investment in sustainable technologies,request-3-2-0
investment in sustainable technologies,development of new technologies for carbon capture and storage,request-3-2-1
development of new technologies for carbon capture and storage,reduction in greenhouse gas emissions,request-3-2-2
reduction in greenhouse gas emissions,progress in climate change,request-3-2-3
systemic change,increased funding for climate research,request-3-3-0
increased funding for climate research,improved understanding of climate change impacts,request-3-3-1
improved understanding of climate change impacts,development of effective climate change mitigation strategies,request-3-3-2
development of effective climate change mitigation strategies,progress in climate change,request-3-3-3
systemic change,improved collaboration between governments and international organizations,request-3-4-0
improved collaboration between governments and international organizations,development of global agreements on climate change,request-3-4-1
development of global agreements on climate change,implementation of global climate change mitigation strategies,request-3-4-2
implementation of global climate change mitigation strategies,progress in climate change,request-3-4-3
systemic change,increased focus on education and outreach,request-3-5-0
increased focus on education and outreach,improved public understanding of climate change,request-3-5-1
improved public understanding of climate change,increased support for climate change policies,request-3-5-2
increased support for climate change policies,implementation of effective climate change policies,request-3-5-3
implementation of effective climate change policies,progress in climate change,request-3-5-4
systemic change,improved corporate social responsibility,request-3-6-0
improved corporate social responsibility,increased investment in sustainable business practices,request-3-6-1
increased investment in sustainable business practices,reduction in greenhouse gas emissions from businesses,request-3-6-2
reduction in greenhouse gas emissions from businesses,progress in climate change,request-3-6-3
systemic change,increased investment in public transportation,request-3-7-0
increased investment in public transportation,improved access to public transportation,request-3-7-1
improved access to public transportation,reduced reliance on personal vehicles,request-3-7-2
reduced reliance on personal vehicles,reduction in greenhouse gas emissions from transportation,request-3-7-3
reduction in greenhouse gas emissions from transportation,progress in climate change,request-3-7-4
systemic change,increased investment in urban planning and development,request-3-8-0
increased investment in urban planning and development,improved urban design and infrastructure,request-3-8-1
improved urban design and infrastructure,reduced energy consumption in buildings and transportation,request-3-8-2
reduced energy consumption in buildings and transportation,reduction in greenhouse gas emissions from cities,request-3-8-3
reduction in greenhouse gas emissions from cities,progress in climate change,request-3-8-4
systemic change,increased focus on sustainable agriculture,request-3-9-0
increased focus on sustainable agriculture,development of new agricultural practices and technologies,request-3-9-1
development of new agricultural practices and technologies,reduction in greenhouse gas emissions from agriculture,request-3-9-2
reduction in greenhouse gas emissions from agriculture,progress in climate change,request-3-9-3
ultra wealthy people,own multiple homes and vehicles,request-4-0-0
own multiple homes and vehicles,increased use of energy and resources,request-4-0-1
increased use of energy and resources,"higher carbon emissions from heating, cooling, and transportation",request-4-0-2
"higher carbon emissions from heating, cooling, and transportation",more carbon footprint,request-4-0-3
ultra wealthy people,frequent air travel for business and leisure,request-4-1-0
frequent air travel for business and leisure,high carbon emissions from aviation,request-4-1-1
high carbon emissions from aviation,more carbon footprint,request-4-1-2
ultra wealthy people,invest in and consume luxury goods,request-4-2-0
invest in and consume luxury goods,high carbon emissions from production and transportation of luxury items,request-4-2-1
high carbon emissions from production and transportation of luxury items,more carbon footprint,request-4-2-2
ultra wealthy people,own and operate businesses,request-4-3-0
own and operate businesses,industrial processes and energy use contribute to carbon emissions,request-4-3-1
industrial processes and energy use contribute to carbon emissions,more carbon footprint,request-4-3-2
ultra wealthy people,influence political decisions and policies,request-4-4-0
influence political decisions and policies,policies favoring economic growth over environmental protection,request-4-4-1
policies favoring economic growth over environmental protection,increased carbon emissions from industrial and economic activities,request-4-4-2
increased carbon emissions from industrial and economic activities,more carbon footprint,request-4-4-3
ultra wealthy people,invest in and consume highend technology,request-4-5-0
invest in and consume highend technology,high carbon emissions from production and disposal of electronics,request-4-5-1
high carbon emissions from production and disposal of electronics,more carbon footprint,request-4-5-2
ultra wealthy people,engage in resourceintensive hobbies and activities,request-4-6-0
engage in resourceintensive hobbies and activities,"high carbon emissions from activities like yachting, skiing, and golfing",request-4-6-1
"high carbon emissions from activities like yachting, skiing, and golfing",more carbon footprint,request-4-6-2
ultra wealthy people,influence cultural norms and values,request-4-7-0
influence cultural norms and values,encouragement of materialistic and consumptiondriven lifestyles,request-4-7-1
encouragement of materialistic and consumptiondriven lifestyles,increased carbon emissions from production and consumption of goods,request-4-7-2
increased carbon emissions from production and consumption of goods,more carbon footprint,request-4-7-3
porks craddling into pools that often break loose,porks contaminate the water with their waste and bacteria,request-5-0-0
porks contaminate the water with their waste and bacteria,contaminated water spreads to nearby water sources,request-5-0-1
contaminated water spreads to nearby water sources,contamination of water sources,request-5-0-2
contamination of water sources,death of aquatic life disrupts the ecosystem,request-5-0-3
death of aquatic life disrupts the ecosystem,disruption of the ecosystem,request-5-0-4
disruption of the ecosystem,loss of biodiversity results in massive environmental damage,request-5-0-5
porks craddling into pools that often break loose,porks contaminate the water with their waste and bacteria,request-5-1-0
porks contaminate the water with their waste and bacteria,contaminated water spreads to nearby water sources,request-5-1-1
contaminated water spreads to nearby water sources,contamination of water sources,request-5-1-2
contamination of water sources,spread of disease affects nearby communities and wildlife,request-5-1-3
spread of disease affects nearby communities and wildlife,affected communities and wildlife suffer from health problems,request-5-1-4
affected communities and wildlife suffer from health problems,health problems result in massive environmental damage,request-5-1-5
porks craddling into pools that often break loose,porks contaminate the water with their waste and bacteria,request-5-2-0
porks contaminate the water with their waste and bacteria,contaminated water spreads to nearby water sources,request-5-2-1
contaminated water spreads to nearby water sources,contamination of water sources,request-5-2-2
contamination of water sources,spread of disease affects nearby communities and wildlife,request-5-2-3
spread of disease affects nearby communities and wildlife,affected communities and wildlife suffer from health problems,request-5-2-4
affected communities and wildlife suffer from health problems,health problems result in economic losses for local industries,request-5-2-5
health problems result in economic losses for local industries,economic losses result in massive environmental damage,request-5-2-6
porks craddling into pools that often break loose,porks contaminate the water with their waste and bacteria,request-5-3-0
porks contaminate the water with their waste and bacteria,contaminated water spreads to nearby water sources,request-5-3-1
contaminated water spreads to nearby water sources,contamination of water sources,request-5-3-2
contamination of water sources,spread of disease affects nearby communities and wildlife,request-5-3-3
spread of disease affects nearby communities and wildlife,affected communities and wildlife suffer from health problems,request-5-3-4
affected communities and wildlife suffer from health problems,health problems result in loss of tourism revenue,request-5-3-5
health problems result in loss of tourism revenue,loss of tourism revenue results in massive environmental damage,request-5-3-6
porks craddling into pools that often break loose,porks contaminate the water with their waste and bacteria,request-5-4-0
porks contaminate the water with their waste and bacteria,contaminated water spreads to nearby water sources,request-5-4-1
contaminated water spreads to nearby water sources,contamination of water sources,request-5-4-2
contamination of water sources,death of aquatic life disrupts the ecosystem,request-5-4-3
death of aquatic life disrupts the ecosystem,disruption of the ecosystem,request-5-4-4
disruption of the ecosystem,loss of biodiversity results in loss of ecosystem services,request-5-4-5
loss of biodiversity results in loss of ecosystem services,loss of ecosystem services results in massive environmental damage,request-5-4-6
having fewer children,which results in less demand for resources,request-6-0-0
which results in less demand for resources,leading to reduced production and consumption,request-6-0-1
leading to reduced production and consumption,thereby lowering carbon emissions,request-6-0-2
thereby lowering carbon emissions,and ultimately reducing the overall carbon footprint,request-6-0-3
having fewer children,results in fewer offspring who consume resources,request-6-1-0
results in fewer offspring who consume resources,leading to decreased demand for products and services,request-6-1-1
leading to decreased demand for products and services,resulting in reduced industrial activity,request-6-1-2
resulting in reduced industrial activity,which lowers carbon emissions,request-6-1-3
which lowers carbon emissions,and ultimately decreases the overall carbon footprint,request-6-1-4
having fewer children,means fewer people to use transportation,request-6-2-0
means fewer people to use transportation,leading to reduced demand for fuel,request-6-2-1
leading to reduced demand for fuel,resulting in lower carbon emissions from transportation,request-6-2-2
resulting in lower carbon emissions from transportation,and ultimately contributing to a smaller carbon footprint,request-6-2-3
having fewer children,results in fewer people to use electricity,request-6-3-0
results in fewer people to use electricity,leading to decreased demand for energy,request-6-3-1
leading to decreased demand for energy,resulting in reduced carbon emissions from power plants,request-6-3-2
resulting in reduced carbon emissions from power plants,and ultimately contributing to a smaller carbon footprint,request-6-3-3
having fewer children,means fewer people to use land for agriculture,request-6-4-0
means fewer people to use land for agriculture,leading to less deforestation and land degradation,request-6-4-1
leading to less deforestation and land degradation,resulting in more carbon sequestration in forests and soils,request-6-4-2
resulting in more carbon sequestration in forests and soils,and ultimately contributing to a smaller carbon footprint,request-6-4-3
climate change,increased global temperatures,request-7-0-0
increased global temperatures,warmer ocean temperatures,request-7-0-1
warmer ocean temperatures,more moisture in the atmosphere,request-7-0-2
more moisture in the atmosphere,intensified hurricanes,request-7-0-3
intensified hurricanes,hurricane harvey's increased strength,request-7-0-4
hurricane harvey's increased strength,greater rainfall during hurricane harvey,request-7-0-5
greater rainfall during hurricane harvey,flooding in houston,request-7-0-6
flooding in houston,doubling of flooded houston homes,request-7-0-7
climate change,melting polar ice caps,request-7-1-0
melting polar ice caps,rising sea levels,request-7-1-1
rising sea levels,increased vulnerability of coastal areas to flooding,request-7-1-2
increased vulnerability of coastal areas to flooding,hurricane harvey's storm surge,request-7-1-3
hurricane harvey's storm surge,flooding in houston,request-7-1-4
flooding in houston,doubling of flooded houston homes,request-7-1-5
climate change,changes in atmospheric circulation patterns,request-7-2-0
changes in atmospheric circulation patterns,stalled weather systems,request-7-2-1
stalled weather systems,hurricane harvey's slow movement over houston,request-7-2-2
hurricane harvey's slow movement over houston,greater rainfall over houston,request-7-2-3
greater rainfall over houston,flooding in houston,request-7-2-4
flooding in houston,doubling of flooded houston homes,request-7-2-5
climate change,changes in precipitation patterns,request-7-3-0
changes in precipitation patterns,increased frequency of heavy rainfall events,request-7-3-1
increased frequency of heavy rainfall events,hurricane harvey's intense rainfall,request-7-3-2
hurricane harvey's intense rainfall,flooding in houston,request-7-3-3
flooding in houston,doubling of flooded houston homes,request-7-3-4
climate change,increased ocean temperatures,request-7-4-0
increased ocean temperatures,greater evaporation rates,request-7-4-1
greater evaporation rates,more atmospheric moisture,request-7-4-2
more atmospheric moisture,intensified hurricanes,request-7-4-3
intensified hurricanes,hurricane harvey's increased strength,request-7-4-4
hurricane harvey's increased strength,greater rainfall during hurricane harvey,request-7-4-5
greater rainfall during hurricane harvey,flooding in houston,request-7-4-6
flooding in houston,doubling of flooded houston homes,request-7-4-7
methane emissions,increased atmospheric methane concentration,request-8-0-0
increased atmospheric methane concentration,accelerated global warming,request-8-0-1
accelerated global warming,disruption of ecosystems,request-8-0-2
disruption of ecosystems,pollution,request-8-0-3
methane emissions,increased atmospheric methane concentration,request-8-1-0
increased atmospheric methane concentration,accelerated global warming,request-8-1-1
accelerated global warming,increased production of groundlevel ozone,request-8-1-2
increased production of groundlevel ozone,air pollution,request-8-1-3
methane emissions,increased atmospheric methane concentration,request-8-2-0
increased atmospheric methane concentration,accelerated global warming,request-8-2-1
accelerated global warming,melting of permafrost,request-8-2-2
melting of permafrost,release of trapped pollutants,request-8-2-3
release of trapped pollutants,soil and water pollution,request-8-2-4
methane emissions,increased atmospheric methane concentration,request-8-3-0
increased atmospheric methane concentration,accelerated global warming,request-8-3-1
accelerated global warming,changes in precipitation patterns,request-8-3-2
changes in precipitation patterns,runoff and erosion,request-8-3-3
runoff and erosion,water pollution,request-8-3-4
methane emissions,increased atmospheric methane concentration,request-8-4-0
increased atmospheric methane concentration,accelerated global warming,request-8-4-1
accelerated global warming,changes in weather patterns,request-8-4-2
changes in weather patterns,spread of pollutants in the environment,request-8-4-3
spread of pollutants in the environment,pollution,request-8-4-4
melting of antarctic ice,exposure of methane pockets unabsorbed by microorganisms,request-9-0-0
exposure of methane pockets unabsorbed by microorganisms,destabilization of methane pockets due to exposure,request-9-0-1
destabilization of methane pockets due to exposure,release of methane from destabilized pockets,request-9-0-2
release of methane from destabilized pockets,methane travels through water column,request-9-0-3
methane travels through water column,methane reaches the surface of the ocean,request-9-0-4
methane reaches the surface of the ocean,methane is released into the atmosphere,request-9-0-5
melting of antarctic ice,exposure of methane pockets unabsorbed by microorganisms,request-9-1-0
exposure of methane pockets unabsorbed by microorganisms,destabilization of methane pockets due to exposure,request-9-1-1
destabilization of methane pockets due to exposure,release of methane from destabilized pockets,request-9-1-2
release of methane from destabilized pockets,methane travels through water column,request-9-1-3
methane travels through water column,methane is dissolved in seawater,request-9-1-4
methane is dissolved in seawater,methanerich seawater reaches the surface,request-9-1-5
methanerich seawater reaches the surface,methane is released into the atmosphere,request-9-1-6
melting of antarctic ice,exposure of methane pockets unabsorbed by microorganisms,request-9-2-0
exposure of methane pockets unabsorbed by microorganisms,destabilization of methane pockets due to exposure,request-9-2-1
destabilization of methane pockets due to exposure,release of methane from destabilized pockets,request-9-2-2
release of methane from destabilized pockets,methane travels through water column,request-9-2-3
methane travels through water column,methane is dissolved in seawater,request-9-2-4
methane is dissolved in seawater,methanerich seawater is transported by ocean currents,request-9-2-5
methanerich seawater is transported by ocean currents,methane is released into the atmosphere,request-9-2-6
melting of antarctic ice,exposure of methane pockets unabsorbed by microorganisms,request-9-3-0
exposure of methane pockets unabsorbed by microorganisms,destabilization of methane pockets due to exposure,request-9-3-1
destabilization of methane pockets due to exposure,release of methane from destabilized pockets,request-9-3-2
release of methane from destabilized pockets,methane travels through water column,request-9-3-3
methane travels through water column,methane is dissolved in seawater,request-9-3-4
methane is dissolved in seawater,methanerich seawater is transported by ocean currents,request-9-3-5
methanerich seawater is transported by ocean currents,methanerich seawater reaches the surface,request-9-3-6
methanerich seawater reaches the surface,methane is released into the atmosphere,request-9-3-7
melting of antarctic ice,exposure of methane pockets unabsorbed by microorganisms,request-9-4-0
exposure of methane pockets unabsorbed by microorganisms,destabilization of methane pockets due to exposure,request-9-4-1
destabilization of methane pockets due to exposure,release of methane from destabilized pockets,request-9-4-2
release of methane from destabilized pockets,methane travels through water column,request-9-4-3
methane travels through water column,methane is dissolved in seawater,request-9-4-4
methane is dissolved in seawater,methanerich seawater is transported by ocean currents,request-9-4-5
methanerich seawater is transported by ocean currents,methanerich seawater reaches the surface,request-9-4-6
methanerich seawater reaches the surface,methane is released into the atmosphere due to wave action,request-9-4-7
lunar wobble,increased gravitational pull on earth,request-10-0-0
increased gravitational pull on earth,changes in earth's rotation and axial tilt,request-10-0-1
changes in earth's rotation and axial tilt,altered ocean currents and tidal patterns,request-10-0-2
altered ocean currents and tidal patterns,higher sea levels,request-10-0-3
higher sea levels,coastal flooding in the 2030s and changes in the coastline,request-10-0-4
lunar wobble,alterations in the moon's orbit around earth,request-10-1-0
alterations in the moon's orbit around earth,changes in earth's orbit around the sun,request-10-1-1
changes in earth's orbit around the sun,shifts in earth's climate patterns,request-10-1-2
shifts in earth's climate patterns,melting of polar ice caps,request-10-1-3
melting of polar ice caps,rising sea levels,request-10-1-4
rising sea levels,coastal flooding in the 2030s and changes in the coastline,request-10-1-5
lunar wobble,variations in the moon's gravitational force on earth,request-10-2-0
variations in the moon's gravitational force on earth,geological disturbances and increased seismic activity,request-10-2-1
geological disturbances and increased seismic activity,volcanic eruptions and underwater seismic events,request-10-2-2
volcanic eruptions and underwater seismic events,changes in ocean floor topography,request-10-2-3
changes in ocean floor topography,altered ocean currents and tidal patterns,request-10-2-4
altered ocean currents and tidal patterns,higher sea levels,request-10-2-5
higher sea levels,coastal flooding in the 2030s and changes in the coastline,request-10-2-6
lunar wobble,changes in the moon's orbit and gravitational forces,request-10-3-0
changes in the moon's orbit and gravitational forces,disruptions in earth's magnetic field,request-10-3-1
disruptions in earth's magnetic field,increased exposure to solar radiation and cosmic rays,request-10-3-2
increased exposure to solar radiation and cosmic rays,changes in atmospheric conditions and weather patterns,request-10-3-3
changes in atmospheric conditions and weather patterns,melting of polar ice caps and glaciers,request-10-3-4
melting of polar ice caps and glaciers,rising sea levels,request-10-3-5
rising sea levels,coastal flooding in the 2030s and changes in the coastline,request-10-3-6
lunar wobble,alterations in the moon's orbit and gravitational forces,request-10-4-0
alterations in the moon's orbit and gravitational forces,changes in earth's axial tilt and rotation,request-10-4-1
changes in earth's axial tilt and rotation,shifts in climate patterns and ocean currents,request-10-4-2
shifts in climate patterns and ocean currents,increased frequency and intensity of storms and extreme weather events,request-10-4-3
increased frequency and intensity of storms and extreme weather events,storm surges and coastal erosion,request-10-4-4
storm surges and coastal erosion,coastal flooding in the 2030s and changes in the coastline,request-10-4-5
drought,decreased rainfall,request-11-0-0
decreased rainfall,reduced water supply,request-11-0-1
reduced water supply,lowered water levels in rivers and lakes,request-11-0-2
lowered water levels in rivers and lakes,increased soil erosion,request-11-0-3
increased soil erosion,altered river courses and lake sizes,request-11-0-4
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-0-5
changes in coastlines and shorelines,changes in geography maps,request-11-0-6
drought,decreased rainfall,request-11-1-0
decreased rainfall,reduced water supply,request-11-1-1
reduced water supply,lowered water levels in rivers and lakes,request-11-1-2
lowered water levels in rivers and lakes,reduced vegetation growth,request-11-1-3
reduced vegetation growth,increased soil erosion,request-11-1-4
increased soil erosion,altered river courses and lake sizes,request-11-1-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-1-6
changes in coastlines and shorelines,changes in geography maps,request-11-1-7
drought,decreased rainfall,request-11-2-0
decreased rainfall,reduced water supply,request-11-2-1
reduced water supply,lowered water levels in rivers and lakes,request-11-2-2
lowered water levels in rivers and lakes,increased evaporation,request-11-2-3
increased evaporation,increased mineral concentration in water,request-11-2-4
increased mineral concentration in water,changes in water chemistry,request-11-2-5
changes in water chemistry,altered river courses and lake sizes,request-11-2-6
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-2-7
changes in coastlines and shorelines,changes in geography maps,request-11-2-8
drought,decreased rainfall,request-11-3-0
decreased rainfall,reduced water supply,request-11-3-1
reduced water supply,lowered water levels in rivers and lakes,request-11-3-2
lowered water levels in rivers and lakes,reduced water flow,request-11-3-3
reduced water flow,increased sediment deposition,request-11-3-4
increased sediment deposition,altered river courses and lake sizes,request-11-3-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-3-6
changes in coastlines and shorelines,changes in geography maps,request-11-3-7
drought,decreased rainfall,request-11-4-0
decreased rainfall,reduced water supply,request-11-4-1
reduced water supply,lowered water levels in rivers and lakes,request-11-4-2
lowered water levels in rivers and lakes,increased water temperature,request-11-4-3
increased water temperature,changes in aquatic ecosystems,request-11-4-4
changes in aquatic ecosystems,altered river courses and lake sizes,request-11-4-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-4-6
changes in coastlines and shorelines,changes in geography maps,request-11-4-7
drought,decreased rainfall,request-11-5-0
decreased rainfall,reduced water supply,request-11-5-1
reduced water supply,lowered water levels in rivers and lakes,request-11-5-2
lowered water levels in rivers and lakes,reduced water availability for agriculture,request-11-5-3
reduced water availability for agriculture,reduced crop yields,request-11-5-4
reduced crop yields,changes in land use patterns,request-11-5-5
changes in land use patterns,altered river courses and lake sizes,request-11-5-6
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-5-7
changes in coastlines and shorelines,changes in geography maps,request-11-5-8
drought,decreased rainfall,request-11-6-0
decreased rainfall,reduced water supply,request-11-6-1
reduced water supply,lowered water levels in rivers and lakes,request-11-6-2
lowered water levels in rivers and lakes,reduced water availability for industry,request-11-6-3
reduced water availability for industry,changes in industrial activities,request-11-6-4
changes in industrial activities,altered river courses and lake sizes,request-11-6-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-6-6
changes in coastlines and shorelines,changes in geography maps,request-11-6-7
drought,decreased rainfall,request-11-7-0
decreased rainfall,reduced water supply,request-11-7-1
reduced water supply,lowered water levels in rivers and lakes,request-11-7-2
lowered water levels in rivers and lakes,reduced water availability for recreation,request-11-7-3
reduced water availability for recreation,changes in recreational activities,request-11-7-4
changes in recreational activities,altered river courses and lake sizes,request-11-7-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-7-6
changes in coastlines and shorelines,changes in geography maps,request-11-7-7
drought,decreased rainfall,request-11-8-0
decreased rainfall,reduced water supply,request-11-8-1
reduced water supply,lowered water levels in rivers and lakes,request-11-8-2
lowered water levels in rivers and lakes,increased water pollution,request-11-8-3
increased water pollution,changes in water quality,request-11-8-4
changes in water quality,altered river courses and lake sizes,request-11-8-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-8-6
changes in coastlines and shorelines,changes in geography maps,request-11-8-7
drought,decreased rainfall,request-11-9-0
decreased rainfall,reduced water supply,request-11-9-1
reduced water supply,lowered water levels in rivers and lakes,request-11-9-2
lowered water levels in rivers and lakes,increased wildfires,request-11-9-3
increased wildfires,changes in vegetation cover,request-11-9-4
changes in vegetation cover,altered river courses and lake sizes,request-11-9-5
altered river courses and lake sizes,changes in coastlines and shorelines,request-11-9-6
changes in coastlines and shorelines,changes in geography maps,request-11-9-7
changes in geographical maps,changes in natural resources availability,request-12-0-0
changes in natural resources availability,economic instability in affected regions,request-12-0-1
economic instability in affected regions,unemployment and poverty,request-12-0-2
unemployment and poverty,migration issues,request-12-0-3
changes in geographical maps,changes in climate patterns,request-12-1-0
changes in climate patterns,natural disasters and extreme weather events,request-12-1-1
natural disasters and extreme weather events,destruction of homes and infrastructure,request-12-1-2
destruction of homes and infrastructure,migration issues,request-12-1-3
changes in geographical maps,changes in coastlines and land borders,request-12-2-0
changes in coastlines and land borders,disputes over territory and resources,request-12-2-1
disputes over territory and resources,political instability and conflicts,request-12-2-2
political instability and conflicts,migration issues,request-12-2-3
changes in geographical maps,changes in transportation routes,request-12-3-0
changes in transportation routes,increased isolation and reduced access to goods and services,request-12-3-1
increased isolation and reduced access to goods and services,economic decline and lack of opportunities,request-12-3-2
economic decline and lack of opportunities,migration issues,request-12-3-3
changes in geographical maps,changes in habitat and ecosystems,request-12-4-0
changes in habitat and ecosystems,loss of biodiversity and wildlife,request-12-4-1
loss of biodiversity and wildlife,reduced tourism and economic opportunities,request-12-4-2
reduced tourism and economic opportunities,migration issues,request-12-4-3
methane emissions,increased atmospheric methane concentration,request-13-0-0
increased atmospheric methane concentration,accelerated global warming,request-13-0-1
accelerated global warming,rising sea levels,request-13-0-2
rising sea levels,coastal flooding and erosion,request-13-0-3
coastal flooding and erosion,release of pollutants into water bodies,request-13-0-4
release of pollutants into water bodies,water pollution,request-13-0-5
water pollution,pollution,request-13-0-6
methane emissions,increased atmospheric methane concentration,request-13-1-0
increased atmospheric methane concentration,accelerated global warming,request-13-1-1
accelerated global warming,more frequent and severe wildfires,request-13-1-2
more frequent and severe wildfires,release of pollutants into the air,request-13-1-3
release of pollutants into the air,air pollution,request-13-1-4
air pollution,pollution,request-13-1-5
methane emissions,increased atmospheric methane concentration,request-13-2-0
increased atmospheric methane concentration,accelerated global warming,request-13-2-1
accelerated global warming,changes in precipitation patterns,request-13-2-2
changes in precipitation patterns,increased runoff and erosion,request-13-2-3
increased runoff and erosion,release of pollutants into water bodies,request-13-2-4
release of pollutants into water bodies,water pollution,request-13-2-5
water pollution,pollution,request-13-2-6
methane emissions,increased atmospheric methane concentration,request-13-3-0
increased atmospheric methane concentration,accelerated global warming,request-13-3-1
accelerated global warming,changes in weather patterns,request-13-3-2
