cause,effect,custom_id
construction of buildings and infrastructure,loss of natural habitats,request-3-4-1
loss of natural habitats,displacement of wildlife,request-3-4-2
displacement of wildlife,loss of biodiversity,request-3-4-3
business expansion,industrial pollution,request-4-0-0
industrial pollution,deforestation,request-4-0-1
deforestation,soil erosion,request-4-0-2
soil erosion,water contamination,request-4-0-3
water contamination,loss of biodiversity,request-4-0-4
loss of biodiversity,degradation of nature,request-4-0-5
business activities,emission of greenhouse gases,request-4-1-0
emission of greenhouse gases,global warming,request-4-1-1
global warming,climate change,request-4-1-2
climate change,extreme weather events,request-4-1-3
extreme weather events,natural habitat destruction,request-4-1-4
natural habitat destruction,degradation of nature,request-4-1-5
business consumption,extraction of natural resources,request-4-2-0
extraction of natural resources,habitat disruption,request-4-2-1
habitat disruption,pollution of ecosystems,request-4-2-2
pollution of ecosystems,loss of species,request-4-2-3
loss of species,degradation of nature,request-4-2-4
business waste production,landfill expansion,request-4-3-0
landfill expansion,soil contamination,request-4-3-1
soil contamination,waterway pollution,request-4-3-2
waterway pollution,ecosystem imbalance,request-4-3-3
ecosystem imbalance,degradation of nature,request-4-3-4
business transportation,air pollution,request-4-4-0
air pollution,acid rain,request-4-4-1
acid rain,soil acidification,request-4-4-2
soil acidification,plant damage,request-4-4-3
plant damage,degradation of nature,request-4-4-4
business chemical use,chemical runoff,request-4-5-0
chemical runoff,waterway contamination,request-4-5-1
waterway contamination,aquatic life harm,request-4-5-2
aquatic life harm,ecosystem disruption,request-4-5-3
ecosystem disruption,degradation of nature,request-4-5-4
gas emissions,heat from gas emissions absorbed by oceans,request-5-0-0
heat from gas emissions absorbed by oceans,increased ocean temperature,request-5-0-1
increased ocean temperature,reduced water density,request-5-0-2
reduced water density,slowing of ocean vertical mixing,request-5-0-3
gas emissions,heat from gas emissions absorbed by oceans,request-6-0-0
heat from gas emissions absorbed by oceans,ocean warming,request-6-0-1
ocean warming,stratification of ocean layers,request-6-0-2
stratification of ocean layers,reduced mixing of surface and deep waters,request-6-0-3
reduced mixing of surface and deep waters,decreased oxygen supply to deeper waters,request-6-0-4
decreased oxygen supply to deeper waters,ocean deoxygenation,request-6-0-5
gas emissions,heat from gas emissions absorbed by oceans,request-6-1-0
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-6-1-1
increased ocean temperatures,enhanced biological activity,request-6-1-2
enhanced biological activity,higher oxygen consumption by marine organisms,request-6-1-3
higher oxygen consumption by marine organisms,reduced oxygen levels in ocean waters,request-6-1-4
reduced oxygen levels in ocean waters,ocean deoxygenation,request-6-1-5
gas emissions,heat from gas emissions absorbed by oceans,request-6-2-0
heat from gas emissions absorbed by oceans,altered ocean currents,request-6-2-1
altered ocean currents,disrupted nutrient distribution,request-6-2-2
disrupted nutrient distribution,impaired oxygen production in marine ecosystems,request-6-2-3
impaired oxygen production in marine ecosystems,decreased oxygen availability,request-6-2-4
decreased oxygen availability,ocean deoxygenation,request-6-2-5
gas emissions,heat from gas emissions absorbed by oceans,request-6-3-0
heat from gas emissions absorbed by oceans,ocean acidification,request-6-3-1
ocean acidification,impacted marine life respiration,request-6-3-2
impacted marine life respiration,reduced oxygen levels in ocean waters,request-6-3-3
reduced oxygen levels in ocean waters,ocean deoxygenation,request-6-3-4
fossil fuel combustion,carbon dioxide release,request-7-0-0
carbon dioxide release,carbon dioxide accumulation in atmosphere,request-7-0-1
carbon dioxide accumulation in atmosphere,increased atmospheric co2 levels,request-7-0-2
increased atmospheric co2 levels,enhanced greenhouse effect,request-7-0-3
enhanced greenhouse effect,global temperature rise,request-7-0-4
global temperature rise,ocean warming,request-7-0-5
ocean warming,decrease in ocean ph,request-7-0-6
decrease in ocean ph,ocean acidification,request-7-0-7
melting of glaciers,rising sea levels,request-8-0-0
rising sea levels,increased freshwater influx into the ocean,request-8-0-1
increased freshwater influx into the ocean,alteration of salinity gradients,request-8-0-2
alteration of salinity gradients,disruption of ocean currents at intermediate depths,request-8-0-3
melting of glaciers,increased freshwater influx into oceans,request-9-0-0
increased freshwater influx into oceans,disruption of ocean salinity,request-9-0-1
disruption of ocean salinity,alteration of ocean currents,request-9-0-2
alteration of ocean currents,disruption of ocean temperature at intermediate depths,request-9-0-3
global warming due to increased greenhouse gases,rising average temperatures on earth,request-10-0-0
rising average temperatures on earth,increased melting of polar ice caps,request-10-0-1
increased melting of polar ice caps,accelerated melting of glaciers,request-10-0-2
deforestation leading to reduced carbon absorption,higher levels of carbon dioxide in the atmosphere,request-10-1-0
higher levels of carbon dioxide in the atmosphere,global warming due to increased greenhouse gases,request-10-1-1
global warming due to increased greenhouse gases,rising average temperatures on earth,request-10-1-2
rising average temperatures on earth,increased melting of polar ice caps,request-10-1-3
increased melting of polar ice caps,accelerated melting of glaciers,request-10-1-4
burning of fossil fuels for energy production,increased emissions of greenhouse gases,request-10-2-0
increased emissions of greenhouse gases,global warming due to increased greenhouse gases,request-10-2-1
global warming due to increased greenhouse gases,rising average temperatures on earth,request-10-2-2
rising average temperatures on earth,increased melting of polar ice caps,request-10-2-3
increased melting of polar ice caps,accelerated melting of glaciers,request-10-2-4
industrial activities releasing pollutants,greenhouse gas emissions from factories,request-10-3-0
greenhouse gas emissions from factories,global warming due to increased greenhouse gases,request-10-3-1
global warming due to increased greenhouse gases,rising average temperatures on earth,request-10-3-2
rising average temperatures on earth,increased melting of polar ice caps,request-10-3-3
increased melting of polar ice caps,accelerated melting of glaciers,request-10-3-4
transportation sector emissions,increased carbon dioxide emissions from vehicles,request-10-4-0
increased carbon dioxide emissions from vehicles,global warming due to increased greenhouse gases,request-10-4-1
global warming due to increased greenhouse gases,rising average temperatures on earth,request-10-4-2
rising average temperatures on earth,increased melting of polar ice caps,request-10-4-3
increased melting of polar ice caps,accelerated melting of glaciers,request-10-4-4
urbanization and land use changes,loss of natural habitats and vegetation,request-10-5-0
loss of natural habitats and vegetation,higher levels of carbon dioxide in the atmosphere,request-10-5-1
higher levels of carbon dioxide in the atmosphere,global warming due to increased greenhouse gases,request-10-5-2
global warming due to increased greenhouse gases,rising average temperatures on earth,request-10-5-3
rising average temperatures on earth,increased melting of polar ice caps,request-10-5-4
increased melting of polar ice caps,accelerated melting of glaciers,request-10-5-5
meltdown of arctic ice,increased freshwater input into the north atlantic,request-11-0-0
increased freshwater input into the north atlantic,weakening of the atlantic meridional overturning circulation,request-11-0-1
weakening of the atlantic meridional overturning circulation,reduced heat transport to intermediatedepth waters,request-11-0-2
reduced heat transport to intermediatedepth waters,warming of intermediatedepth waters,request-11-0-3
warming of intermediatedepth waters,increase in ocean temperature,request-12-0-0
increase in ocean temperature,expansion of water volume,request-12-0-1
expansion of water volume,release of dissolved gases,request-12-0-2
release of dissolved gases,rise in sea level,request-12-0-3
rise in sea level,increased pressure on shallow subsurface sediments,request-12-0-4
increased pressure on shallow subsurface sediments,melting of shallow subsurface methane hydrates,request-12-0-5
melting of shallow subsurface methane hydrates,release of methane gas,request-12-0-6
release of methane gas,stabilization of shallow subsurface methane hydrates,request-12-0-7
stabilization of shallow subsurface methane hydrates,destabilization of shallow subsurface methane hydrates,request-12-0-8
warming of intermediatedepth waters,increase in ocean temperature,request-13-0-0
increase in ocean temperature,percolation of methane hydrates,request-13-0-1
percolation of methane hydrates,release of methane,request-13-0-2
warming of intermediatedepth waters,melting of permafrost,request-13-1-0
melting of permafrost,release of methane from thawing permafrost,request-13-1-1
release of methane from thawing permafrost,release of methane,request-13-1-2
warming of intermediatedepth waters,increased microbial activity in ocean sediments,request-13-2-0
increased microbial activity in ocean sediments,production of methane by microbes,request-13-2-1
production of methane by microbes,release of methane,request-13-2-2
warming of intermediatedepth waters,disruption of marine ecosystems,request-13-3-0
disruption of marine ecosystems,release of methane from disrupted ecosystems,request-13-3-1
release of methane from disrupted ecosystems,release of methane,request-13-3-2
shutdown of energy production,increase in energy costs,request-14-0-0
increase in energy costs,decrease in industrial output,request-14-0-1
decrease in industrial output,decrease in supply of goods,request-14-0-2
decrease in supply of goods,increase in prices of goods,request-14-0-3
increase in prices of goods,inflation,request-14-0-4
shutdown of energy production,increased energy costs,request-15-0-0
increased energy costs,businesses increase prices,request-15-0-1
businesses increase prices,consumer spending decreases,request-15-0-2
consumer spending decreases,demand for goods and services decreases,request-15-0-3
demand for goods and services decreases,factories reduce production,request-15-0-4
factories reduce production,unemployment rises,request-15-0-5
unemployment rises,income levels decrease,request-15-0-6
income levels decrease,shortages,request-15-0-7
shutdown of energy production,transportation disruptions,request-15-1-0
transportation disruptions,supply chain delays,request-15-1-1
supply chain delays,goods become scarce,request-15-1-2
goods become scarce,consumer demand exceeds supply,request-15-1-3
consumer demand exceeds supply,shortages,request-15-1-4
shutdown of energy production,industrial operations halt,request-15-2-0
industrial operations halt,manufacturing of essential goods stops,request-15-2-1
manufacturing of essential goods stops,essential goods become scarce,request-15-2-2
essential goods become scarce,shortages,request-15-2-3
shutdown of energy production,power outages affect storage facilities,request-15-3-0
power outages affect storage facilities,stored goods spoil or become unusable,request-15-3-1
stored goods spoil or become unusable,availability of goods decreases,request-15-3-2
availability of goods decreases,shortages,request-15-3-3
shutdown of energy production,increase in energy costs,request-16-0-0
increase in energy costs,decrease in industrial output,request-16-0-1
decrease in industrial output,decrease in supply of goods,request-16-0-2
decrease in supply of goods,increase in prices of goods,request-16-0-3
increase in prices of goods,inflation,request-16-0-4
shutdown of energy production,increased energy costs,request-17-0-0
increased energy costs,businesses increase prices,request-17-0-1
businesses increase prices,consumer spending decreases,request-17-0-2
consumer spending decreases,demand for goods and services decreases,request-17-0-3
demand for goods and services decreases,factories reduce production,request-17-0-4
factories reduce production,unemployment rises,request-17-0-5
unemployment rises,income levels decrease,request-17-0-6
income levels decrease,shortages,request-17-0-7
shutdown of energy production,transportation disruptions,request-17-1-0
transportation disruptions,supply chain delays,request-17-1-1
supply chain delays,goods become scarce,request-17-1-2
goods become scarce,consumer demand exceeds supply,request-17-1-3
consumer demand exceeds supply,shortages,request-17-1-4
shutdown of energy production,industrial operations halt,request-17-2-0
industrial operations halt,manufacturing of essential goods stops,request-17-2-1
manufacturing of essential goods stops,essential goods become scarce,request-17-2-2
essential goods become scarce,shortages,request-17-2-3
shutdown of energy production,power outages affect storage facilities,request-17-3-0
power outages affect storage facilities,stored goods spoil or become unusable,request-17-3-1
stored goods spoil or become unusable,availability of goods decreases,request-17-3-2
availability of goods decreases,shortages,request-17-3-3
russia implements economic sanctions on a neighboring country,neighboring country experiences a shortage of essential goods,request-18-0-0
neighboring country experiences a shortage of essential goods,neighboring country faces increased production costs,request-18-0-1
neighboring country faces increased production costs,neighboring country raises prices on goods and services,request-18-0-2
neighboring country raises prices on goods and services,neighboring country's currency devalues due to decreased demand,request-18-0-3
neighboring country's currency devalues due to decreased demand,neighboring country's imports become more expensive,request-18-0-4
neighboring country's imports become more expensive,neighboring country experiences higher inflation rates,request-18-0-5
neighboring country experiences higher inflation rates,neighboring country struggles to stabilize its economy,request-18-0-6
neighboring country struggles to stabilize its economy,neighboring country's economic instability spreads to other countries,request-18-0-7
neighboring country's economic instability spreads to other countries,neighboring countries face increased trade tensions,request-18-0-8
neighboring countries face increased trade tensions,global trade tensions lead to decreased international trade,request-18-0-9
global trade tensions lead to decreased international trade,decreased international trade affects global supply chains,request-18-0-10
decreased international trade affects global supply chains,disrupted global supply chains lead to increased costs for businesses worldwide,request-18-0-11
disrupted global supply chains lead to increased costs for businesses worldwide,businesses worldwide pass on increased costs to consumers,request-18-0-12
businesses worldwide pass on increased costs to consumers,consumers worldwide experience higher prices,request-18-0-13
consumers worldwide experience higher prices,consumers worldwide face inflation,request-18-0-14
consumers worldwide face inflation,inflation worldwide affects russia's economy,request-18-0-15
inflation worldwide affects russia's economy,russia experiences inflation due to global economic factors,request-18-0-16
russia experiences inflation due to global economic factors,russia faces inflation,request-18-0-17
russia increases oil production,global oil prices drop,request-18-1-0
global oil prices drop,russia's oil revenue decreases,request-18-1-1
russia's oil revenue decreases,russia faces budget deficits,request-18-1-2
russia faces budget deficits,russia's government cuts public spending,request-18-1-3
russia's government cuts public spending,unemployment rates rise in russia,request-18-1-4
unemployment rates rise in russia,higher unemployment,request-18-1-5
higher unemployment,decreased consumer spending affects russian businesses,request-18-1-6
decreased consumer spending affects russian businesses,russian businesses face reduced profits,request-18-1-7
russian businesses face reduced profits,russian businesses cut wages or lay off workers,request-18-1-8
russian businesses cut wages or lay off workers,reduced wages and unemployment contribute to decreased consumer purchasing power,request-18-1-9
reduced wages and unemployment contribute to decreased consumer purchasing power,decreased purchasing power,request-18-1-10
decreased purchasing power,reduced demand affects russian businesses' ability to maintain prices,request-18-1-11
reduced demand affects russian businesses' ability to maintain prices,russian businesses reduce prices to stimulate demand,request-18-1-12
russian businesses reduce prices to stimulate demand,reduced prices lead to deflationary pressures in russia,request-18-1-13
reduced prices lead to deflationary pressures in russia,deflationary pressures affect russia's economy,request-18-1-14
deflationary pressures affect russia's economy,russia faces deflation,request-18-1-15
russia faces geopolitical tensions with western countries,russia's government imposes trade restrictions,request-18-2-0
russia's government imposes trade restrictions,russia's trade partners face increased tariffs and trade barriers,request-18-2-1
russia's trade partners face increased tariffs and trade barriers,russia's trade partners experience reduced exports to russia,request-18-2-2
russia's trade partners experience reduced exports to russia,russia's trade partners face decreased revenue from exports,request-18-2-3
russia's trade partners face decreased revenue from exports,russia's trade partners struggle to stabilize their economies,request-18-2-4
russia's trade partners struggle to stabilize their economies,russia's trade partners face economic instability,request-18-2-5
russia's trade partners face economic instability,russia's trade partners face inflation,request-18-2-6
russia's trade partners face inflation,russia faces inflation due to strained trade relationships,request-18-2-7
russia faces inflation due to strained trade relationships,russia's inflation affects its economy,request-18-2-8
russia's inflation affects its economy,russia faces inflation,request-18-2-9
russia invests heavily in military spending,russia's government reallocates funds from social programs,request-18-3-0
russia's government reallocates funds from social programs,russia's social programs face budget cuts,request-18-3-1
russia's social programs face budget cuts,russia's citizens face reduced access to healthcare and education,request-18-3-2
russia's citizens face reduced access to healthcare and education,reduced access to healthcare and education affects productivity,request-18-3-3
reduced access to healthcare and education affects productivity,reduced productivity affects russia's economy,request-18-3-4
reduced productivity affects russia's economy,russia's economy faces slower growth,request-18-3-5
russia's economy faces slower growth,russia's inflation rate increases,request-18-3-6
russia's inflation rate increases,russia faces inflation,request-18-3-7
russia experiences a cyber attack on its financial institutions,russia's financial institutions face operational disruptions,request-18-4-0
russia's financial institutions face operational disruptions,russia's banking sector faces instability,request-18-4-1
russia's banking sector faces instability,russia's banking sector faces decreased confidence,request-18-4-2
russia's banking sector faces decreased confidence,russia's citizens face difficulty accessing funds,request-18-4-3
russia's citizens face difficulty accessing funds,russia's businesses face challenges in accessing credit,request-18-4-4
russia's businesses face challenges in accessing credit,russia's businesses face reduced investment,request-18-4-5
russia's businesses face reduced investment,russia's economy faces slower growth,request-18-4-6
russia's economy faces slower growth,russia's inflation rate increases,request-18-4-7
russia's inflation rate increases,russia faces inflation,request-18-4-8
russia faces international isolation due to political actions,russia's international trade partners face decreased economic cooperation,request-18-5-0
russia's international trade partners face decreased economic cooperation,russia's international trade partners face reduced trade opportunities,request-18-5-1
russia's international trade partners face reduced trade opportunities,russia's international trade partners face economic instability,request-18-5-2
russia's international trade partners face economic instability,russia's international trade partners face inflation,request-18-5-3
russia's international trade partners face inflation,russia faces inflation due to strained international relations,request-18-5-4
russia faces inflation due to strained international relations,russia's inflation affects its economy,request-18-5-5
russia's inflation affects its economy,russia faces inflation,request-18-5-6
russia sanctions,oil prices rise,request-19-0-0
oil prices rise,global supply decreases,request-19-0-1
global supply decreases,transportation costs increase,request-19-0-2
transportation costs increase,manufacturing costs increase,request-19-0-3
manufacturing costs increase,product availability decreases,request-19-0-4
product availability decreases,shortages occur,request-19-0-5
russia sanctions,currency devalues,request-19-1-0
currency devalues,import costs rise,request-19-1-1
import costs rise,businesses increase prices,request-19-1-2
businesses increase prices,consumer spending decreases,request-19-1-3
consumer spending decreases,production slows,request-19-1-4
production slows,shortages occur,request-19-1-5
russia sanctions,trade restrictions,request-19-2-0
trade restrictions,supply chain disruptions,request-19-2-1
supply chain disruptions,raw materials become scarce,request-19-2-2
raw materials become scarce,product shortages,request-19-2-3
product shortages,shortages occur,request-19-2-4
russia sanctions,energy exports decrease,request-19-3-0
energy exports decrease,energy shortages in other countries,request-19-3-1
energy shortages in other countries,industries rely on energy,request-19-3-2
industries rely on energy,production slows,request-19-3-3
production slows,shortages occur,request-19-3-4
government spending increases,consumer demand rises,request-20-0-0
consumer demand rises,prices go up,request-20-0-1
prices go up,inflation increases,request-20-0-2
trade deficits widen,demand for foreign currency increases,request-20-1-0
demand for foreign currency increases,exchange rates fluctuate,request-20-1-1
exchange rates fluctuate,import prices rise,request-20-1-2
import prices rise,inflation increases,request-20-1-3
interest rates lowered,borrowing increases,request-20-2-0
borrowing increases,consumer spending rises,request-20-2-1
consumer spending rises,demand for goods increases,request-20-2-2
demand for goods increases,prices go up,request-20-2-3
prices go up,inflation increases,request-20-2-4
tax cuts implemented,disposable income increases,request-20-3-0
disposable income increases,consumer spending rises,request-20-3-1
consumer spending rises,demand for goods increases,request-20-3-2
demand for goods increases,prices go up,request-20-3-3
prices go up,inflation increases,request-20-3-4
regulatory easing,business investment increases,request-20-4-0
business investment increases,production capacity expands,request-20-4-1
production capacity expands,supply chain issues arise,request-20-4-2
supply chain issues arise,prices go up,request-20-4-3
prices go up,inflation increases,request-20-4-4
government regulations,increased production costs for businesses,request-21-0-0
increased production costs for businesses,companies reduce their output,request-21-0-1
companies reduce their output,limited availability of goods,request-21-0-2
limited availability of goods,shortages in the market,request-21-0-3
trade restrictions,importation of goods becomes more difficult,request-21-1-0
importation of goods becomes more difficult,domestic suppliers face competition from abroad,request-21-1-1
domestic suppliers face competition from abroad,domestic suppliers reduce production,request-21-1-2
domestic suppliers reduce production,shortages in the market,request-21-1-3
tax increases,businesses have less capital to invest,request-21-2-0
businesses have less capital to invest,businesses cut back on production,request-21-2-1
businesses cut back on production,limited availability of goods,request-21-2-2
limited availability of goods,shortages in the market,request-21-2-3
labor laws,increased labor costs for businesses,request-21-3-0
increased labor costs for businesses,businesses reduce workforce or hours,request-21-3-1
businesses reduce workforce or hours,decreased production capacity,request-21-3-2
decreased production capacity,limited availability of goods,request-21-3-3
limited availability of goods,shortages in the market,request-21-3-4
environmental regulations,compliance costs increase for businesses,request-21-4-0
compliance costs increase for businesses,businesses reduce production to cut costs,request-21-4-1
businesses reduce production to cut costs,limited availability of goods,request-21-4-2
limited availability of goods,shortages in the market,request-21-4-3
democratic party of the united states,legislates,request-22-0-0
legislates,tax policies,request-22-0-1
tax policies,increase,request-22-0-2
increase,government spending,request-22-0-3
government spending,boosts,request-22-0-4
boosts,economic activity,request-22-0-5
economic activity,creates,request-22-0-6
creates,demand for goods and services,request-22-0-7
demand for goods and services,inflationary pressures,request-22-0-8
inflationary pressures,inflation,request-22-0-9
democratic party of the united states,implements,request-22-1-0
implements,social programs,request-22-1-1
social programs,increases,request-22-1-2
increases,unemployment benefits,request-22-1-3
unemployment benefits,reduces,request-22-1-4
reduces,work incentives,request-22-1-5
work incentives,higher unemployment,request-22-1-6
higher unemployment,labor market,request-22-1-7
labor market,wage pressures,request-22-1-8
wage pressures,inflation,request-22-1-9
democratic party of the united states,controls,request-22-2-0
controls,federal budget,request-22-2-1
federal budget,spends,request-22-2-2
spends,more,request-22-2-3
more,on,request-22-2-4
on,entitlement programs,request-22-2-5
entitlement programs,higher,request-22-2-6
higher,government debt,request-22-2-7
government debt,borrowing,request-22-2-8
borrowing,interest rates,request-22-2-9
interest rates,inflation,request-22-2-10
democratic party of the united states,pursues,request-22-3-0
pursues,aggressive,request-22-3-1
aggressive,environmental regulations,request-22-3-2
environmental regulations,increases,request-22-3-3
increases,costs for,request-22-3-4
costs for,businesses,request-22-3-5
businesses,higher,request-22-3-6
higher,production costs,request-22-3-7
production costs,product prices,request-22-3-8
product prices,inflation,request-22-3-9
democratic party of the united states,enacts,request-22-4-0
enacts,minimum wage laws,request-22-4-1
minimum wage laws,raises,request-22-4-2
raises,minimum wage,request-22-4-3
minimum wage,increases,request-22-4-4
increases,labor costs,request-22-4-5
labor costs,businesses,request-22-4-6
businesses,higher,request-22-4-7
higher,product prices,request-22-4-8
product prices,inflation,request-22-4-9
democratic party of the united states,increases,request-22-5-0
increases,regulations,request-22-5-1
regulations,on,request-22-5-2
on,financial institutions,request-22-5-3
financial institutions,higher,request-22-5-4
higher,operational costs,request-22-5-5
operational costs,banks,request-22-5-6
banks,higher,request-22-5-7
higher,interest rates,request-22-5-8
interest rates,inflation,request-22-5-9
democratic party of the united states,supports,request-22-6-0
supports,labor unions,request-22-6-1
labor unions,raises,request-22-6-2
raises,wages,request-22-6-3
wages,increases,request-22-6-4
increases,consumer spending,request-22-6-5
consumer spending,higher,request-22-6-6
higher,demand,request-22-6-7
demand,inflationary pressures,request-22-6-8
inflationary pressures,inflation,request-22-6-9
people from balochistan migrate to other regions due to economic hardships,migration,request-23-0-0
migration,urbanization results in higher energy consumption and industrial activities,request-23-0-1
urbanization results in higher energy consumption and industrial activities,higher energy consumption and industrial activities contribute to greenhouse gas emissions,request-23-0-2
higher energy consumption and industrial activities contribute to greenhouse gas emissions,greenhouse gas emissions cause global warming,request-23-0-3
greenhouse gas emissions cause global warming,global warming,request-23-0-4
people from balochistan engage in unsustainable farming practices,unsustainable farming practices lead to soil degradation and deforestation,request-23-1-0
unsustainable farming practices lead to soil degradation and deforestation,soil degradation and deforestation reduce the land's capacity to absorb carbon dioxide,request-23-1-1
soil degradation and deforestation reduce the land's capacity to absorb carbon dioxide,reduced carbon absorption increases atmospheric co2 levels,request-23-1-2
reduced carbon absorption increases atmospheric co2 levels,increased atmospheric co2 levels contribute to global warming,request-23-1-3
increased atmospheric co2 levels contribute to global warming,global warming,request-23-1-4
people from balochistan rely heavily on fossil fuels for energy,heavy reliance on fossil fuels,request-23-2-0
heavy reliance on fossil fuels,significant carbon emissions contribute to the greenhouse effect,request-23-2-1
significant carbon emissions contribute to the greenhouse effect,the greenhouse effect causes an increase in global temperatures,request-23-2-2
the greenhouse effect causes an increase in global temperatures,an increase in global temperatures,request-23-2-3
people from balochistan contribute to pollution through industrial activities,industrial activities release pollutants into the atmosphere,request-23-3-0
industrial activities release pollutants into the atmosphere,pollutants in the atmosphere contribute to the greenhouse effect,request-23-3-1
pollutants in the atmosphere contribute to the greenhouse effect,the greenhouse effect results in global warming,request-23-3-2
the greenhouse effect results in global warming,global warming,request-23-3-3
high carbon emissions from rich countries,increased greenhouse gases in the atmosphere,request-24-0-0
increased greenhouse gases in the atmosphere,global warming,request-24-0-1
global warming,extreme weather events,request-24-0-2
extreme weather events,climate change,request-24-0-3
industrial activities in rich countries,deforestation for agricultural expansion,request-24-1-0
deforestation for agricultural expansion,loss of carbon sinks,request-24-1-1
loss of carbon sinks,higher carbon dioxide levels,request-24-1-2
higher carbon dioxide levels,climate change,request-24-1-3
energy consumption in rich countries,burning of fossil fuels,request-24-2-0
burning of fossil fuels,high carbon emissions,request-24-2-1
high carbon emissions,greenhouse gas accumulation,request-24-2-2
greenhouse gas accumulation,climate change,request-24-2-3
highincome lifestyle in rich countries,excessive consumption of resources,request-24-3-0
excessive consumption of resources,waste generation,request-24-3-1
waste generation,pollution,request-24-3-2
pollution,climate change,request-24-3-3
transportation in rich countries,high fuel consumption,request-24-4-0
high fuel consumption,emissions from vehicles,request-24-4-1
emissions from vehicles,air pollution,request-24-4-2
air pollution,greenhouse gas accumulation,request-24-4-3
greenhouse gas accumulation,climate change,request-24-4-4
investment in fossil fuels by rich countries,extraction and burning of fossil fuels,request-24-5-0
extraction and burning of fossil fuels,carbon emissions,request-24-5-1
carbon emissions,global warming,request-24-5-2
global warming,climate change,request-24-5-3
rising global temperatures,melting polar ice caps,request-25-0-0
melting polar ice caps,rising sea levels,request-25-0-1
rising sea levels,flooding of coastal areas,request-25-0-2
flooding of coastal areas,displacement of coastal communities,request-25-0-3
displacement of coastal communities,economic strain on affected regions,request-25-0-4
economic strain on affected regions,increased poverty in coastal areas,request-25-0-5
increased poverty in coastal areas,impacts on poor regions,request-25-0-6
increased greenhouse gas emissions,stratospheric ozone depletion,request-25-1-0
stratospheric ozone depletion,higher uv radiation reaching earth,request-25-1-1
higher uv radiation reaching earth,health issues such as skin cancer and cataracts,request-25-1-2
health issues such as skin cancer and cataracts,increased healthcare costs,request-25-1-3
increased healthcare costs,strain on healthcare systems in poor regions,request-25-1-4
strain on healthcare systems in poor regions,reduced economic productivity due to health issues,request-25-1-5
reduced economic productivity due to health issues,impacts on poor regions,request-25-1-6
deforestation,loss of biodiversity,request-25-2-0
loss of biodiversity,disruption of local ecosystems,request-25-2-1
disruption of local ecosystems,reduction in agricultural productivity,request-25-2-2
reduction in agricultural productivity,food scarcity,request-25-2-3
