cause,effect,custom_id
global warming,polar ice melt,request-4-6-3
polar ice melt,degradation of nature,request-4-6-4
business,land development,request-4-7-0
land development,wildlife displacement,request-4-7-1
wildlife displacement,predatorprey imbalance,request-4-7-2
predatorprey imbalance,invasive species proliferation,request-4-7-3
invasive species proliferation,degradation of nature,request-4-7-4
heat from gas emissions absorbed by oceans,increased ocean surface temperatures,request-5-0-0
increased ocean surface temperatures,enhanced thermal stratification of surface waters,request-5-0-1
enhanced thermal stratification of surface waters,reduced vertical density gradients,request-5-0-2
reduced vertical density gradients,weakened convective overturning,request-5-0-3
weakened convective overturning,slowing of ocean vertical mixing,request-5-0-4
heat from gas emissions absorbed by oceans,accelerated polar ice melt,request-5-1-0
accelerated polar ice melt,freshwater influx into surface oceans,request-5-1-1
freshwater influx into surface oceans,decreased surface water salinity,request-5-1-2
decreased surface water salinity,reduced surface layer density,request-5-1-3
reduced surface layer density,strengthened vertical stratification,request-5-1-4
strengthened vertical stratification,inhibited downward mixing,request-5-1-5
inhibited downward mixing,slowing of ocean vertical mixing,request-5-1-6
heat from gas emissions absorbed by oceans,warming of subtropical surface waters,request-5-2-0
warming of subtropical surface waters,expansion of buoyant surface layers,request-5-2-1
expansion of buoyant surface layers,increased stratification in midlatitude oceans,request-5-2-2
increased stratification in midlatitude oceans,suppressed winddriven upwelling,request-5-2-3
suppressed winddriven upwelling,slowing of ocean vertical mixing,request-5-2-4
heat from gas emissions absorbed by oceans,sea surface temperature rise,request-5-3-0
sea surface temperature rise,intensified tropical cyclone activity,request-5-3-1
intensified tropical cyclone activity,enhanced nearsurface turbulence,request-5-3-2
enhanced nearsurface turbulence,paradoxical stabilization of deeper layers,request-5-3-3
paradoxical stabilization of deeper layers,reduced vertical exchange,request-5-3-4
reduced vertical exchange,slowing of ocean vertical mixing,request-5-3-5
heat from gas emissions absorbed by oceans,increased ocean temperature,request-6-0-0
increased ocean temperature,reduced oxygen solubility in seawater,request-6-0-1
reduced oxygen solubility in seawater,lower dissolved oxygen concentrations,request-6-0-2
lower dissolved oxygen concentrations,ocean deoxygenation,request-6-0-3
heat from gas emissions absorbed by oceans,increased ocean temperature,request-6-1-0
increased ocean temperature,enhanced thermal stratification of surface waters,request-6-1-1
enhanced thermal stratification of surface waters,reduced vertical mixing of oxygenrich surface waters with deeper layers,request-6-1-2
reduced vertical mixing of oxygenrich surface waters with deeper layers,accumulation of oxygendepleted deep waters,request-6-1-3
accumulation of oxygendepleted deep waters,ocean deoxygenation,request-6-1-4
heat from gas emissions absorbed by oceans,increased ocean temperature,request-6-2-0
increased ocean temperature,elevated metabolic rates of marine organisms,request-6-2-1
elevated metabolic rates of marine organisms,higher oxygen consumption through respiration,request-6-2-2
higher oxygen consumption through respiration,depletion of dissolved oxygen,request-6-2-3
depletion of dissolved oxygen,ocean deoxygenation,request-6-2-4
heat from gas emissions absorbed by oceans,increased ocean temperature,request-6-3-0
increased ocean temperature,altered ocean circulation patterns,request-6-3-1
altered ocean circulation patterns,reduced oxygen supply to certain marine zones,request-6-3-2
reduced oxygen supply to certain marine zones,localized oxygen minima,request-6-3-3
localized oxygen minima,ocean deoxygenation,request-6-3-4
heat from gas emissions absorbed by oceans,increased ocean temperature,request-6-4-0
increased ocean temperature,accelerated microbial decomposition of organic matter,request-6-4-1
accelerated microbial decomposition of organic matter,enhanced oxygen demand in subsurface layers,request-6-4-2
enhanced oxygen demand in subsurface layers,expansion of oxygendeficient zones,request-6-4-3
expansion of oxygendeficient zones,ocean deoxygenation,request-6-4-4
fossil fuel co2 emissions,atmospheric co2 accumulation,request-7-0-0
atmospheric co2 accumulation,oceanic co2 absorption,request-7-0-1
oceanic co2 absorption,carbonic acid formation,request-7-0-2
carbonic acid formation,seawater ph reduction,request-7-0-3
seawater ph reduction,ocean acidification,request-7-0-4
fossil fuel co2 emissions,enhanced greenhouse effect,request-7-1-0
enhanced greenhouse effect,global temperature rise,request-7-1-1
global temperature rise,reduced ocean co2 solubility,request-7-1-2
reduced ocean co2 solubility,accelerated surface co2 retention,request-7-1-3
accelerated surface co2 retention,increased carbonic acid production,request-7-1-4
increased carbonic acid production,ocean acidification,request-7-1-5
fossil fuel co2 emissions,atmospheric co2 elevation,request-7-2-0
atmospheric co2 elevation,climatedriven precipitation changes,request-7-2-1
climatedriven precipitation changes,terrestrial nutrient runoff,request-7-2-2
terrestrial nutrient runoff,coastal eutrophication,request-7-2-3
coastal eutrophication,organic matter decomposition,request-7-2-4
organic matter decomposition,localized co2 release,request-7-2-5
localized co2 release,coastal ocean acidification,request-7-2-6
fossil fuel co2 emissions,atmospheric co2 increase,request-7-3-0
atmospheric co2 increase,ocean warming,request-7-3-1
ocean warming,thermally stratified surface layers,request-7-3-2
thermally stratified surface layers,reduced vertical carbon transport,request-7-3-3
reduced vertical carbon transport,surface carbonate chemistry disruption,request-7-3-4
surface carbonate chemistry disruption,ocean acidification,request-7-3-5
melting of glaciers,increased freshwater input into oceans,request-8-0-0
increased freshwater input into oceans,decreased salinity in surface seawater,request-8-0-1
decreased salinity in surface seawater,reduced density of surface water,request-8-0-2
reduced density of surface water,slowed deepwater formation,request-8-0-3
slowed deepwater formation,weakening of thermohaline circulation,request-8-0-4
weakening of thermohaline circulation,disruption of ocean currents at intermediate depths,request-8-0-5
melting of glaciers,increased freshwater input into oceans,request-8-1-0
increased freshwater input into oceans,formation of a stratified surface layer,request-8-1-1
formation of a stratified surface layer,inhibited vertical mixing of water masses,request-8-1-2
inhibited vertical mixing of water masses,altered temperature and salinity gradients at intermediate depths,request-8-1-3
altered temperature and salinity gradients at intermediate depths,shifts in intermediatedepth current patterns,request-8-1-4
melting of glaciers,enhanced runoff into polar regions,request-8-2-0
enhanced runoff into polar regions,dilution of north atlantic deep water formation areas,request-8-2-1
dilution of north atlantic deep water formation areas,reduced sinking of dense water masses,request-8-2-2
reduced sinking of dense water masses,imbalance in global meridional overturning circulation,request-8-2-3
imbalance in global meridional overturning circulation,disruption of intermediatedepth ocean currents,request-8-2-4
melting of glaciers,freshening of coastal seawater,request-8-3-0
freshening of coastal seawater,modified densitydriven coastal currents,request-8-3-1
modified densitydriven coastal currents,propagation of density anomalies to offshore regions,request-8-3-2
propagation of density anomalies to offshore regions,interference with intermediatedepth current stability,request-8-3-3
melting of glaciers,increased freshwater input into oceans,request-9-0-0
increased freshwater input into oceans,reduced surface water density,request-9-0-1
reduced surface water density,weakening of thermohaline circulation,request-9-0-2
weakening of thermohaline circulation,decreased vertical mixing of ocean waters,request-9-0-3
decreased vertical mixing of ocean waters,disruption of ocean temperature at intermediate depths,request-9-0-4
melting of glaciers,freshening of surface seawater,request-9-1-0
freshening of surface seawater,enhanced stratification of ocean layers,request-9-1-1
enhanced stratification of ocean layers,impaired vertical heat exchange,request-9-1-2
impaired vertical heat exchange,altered thermal conditions at intermediate depths,request-9-1-3
altered thermal conditions at intermediate depths,disruption of ocean temperature at intermediate depths,request-9-1-4
melting of glaciers,dilution of polar surface salinity,request-9-2-0
dilution of polar surface salinity,inhibition of deepwater formation,request-9-2-1
inhibition of deepwater formation,slowed meridional overturning circulation,request-9-2-2
slowed meridional overturning circulation,redistribution of heat in the water column,request-9-2-3
redistribution of heat in the water column,disruption of ocean temperature at intermediate depths,request-9-2-4
melting of glaciers,altered coastal runoff patterns,request-9-3-0
altered coastal runoff patterns,modified density gradients in shelf regions,request-9-3-1
modified density gradients in shelf regions,shifts in intermediatedepth current systems,request-9-3-2
shifts in intermediatedepth current systems,accumulation of warmer/colder water pockets,request-9-3-3
accumulation of warmer/colder water pockets,disruption of ocean temperature at intermediate depths,request-9-3-4
climate change,rising global temperatures,request-10-0-0
rising global temperatures,glacier ice melting,request-10-0-1
climate change,increased atmospheric co2 levels,request-10-1-0
increased atmospheric co2 levels,enhanced greenhouse effect,request-10-1-1
enhanced greenhouse effect,global warming,request-10-1-2
global warming,melting of glaciers,request-10-1-3
climate change,ocean warming,request-10-2-0
ocean warming,basal melting of glaciers,request-10-2-1
basal melting of glaciers,glacier retreat,request-10-2-2
climate change,altered precipitation patterns,request-10-3-0
altered precipitation patterns,reduced snow accumulation,request-10-3-1
reduced snow accumulation,glacier mass loss,request-10-3-2
glacier mass loss,melting of glaciers,request-10-3-3
climate change,increased wildfire activity,request-10-4-0
increased wildfire activity,black carbon deposition,request-10-4-1
black carbon deposition,lowered albedo,request-10-4-2
lowered albedo,accelerated ice melt,request-10-4-3
climate change,permafrost thaw,request-10-5-0
permafrost thaw,methane release,request-10-5-1
methane release,amplified warming,request-10-5-2
amplified warming,glacier melting,request-10-5-3
climate change,jet stream shifts,request-10-6-0
jet stream shifts,prolonged heatwaves,request-10-6-1
prolonged heatwaves,surface melting of glaciers,request-10-6-2
climate change,warmer ocean currents,request-10-7-0
warmer ocean currents,ice shelf collapse,request-10-7-1
ice shelf collapse,glacier instability,request-10-7-2
glacier instability,melting of glaciers,request-10-7-3
meltwaterinduced weakening of ocean circulation,reduced northward heat transport,request-11-0-0
reduced northward heat transport,accumulation of warm surface waters,request-11-0-1
accumulation of warm surface waters,enhanced downwelling of subtropical warm water,request-11-0-2
enhanced downwelling of subtropical warm water,warming of intermediatedepth waters,request-11-0-3
meltwaterinduced weakening of ocean circulation,decreased vertical mixing,request-11-1-0
decreased vertical mixing,reduced upward coldwater flux,request-11-1-1
reduced upward coldwater flux,diminished cooling of intermediate layers,request-11-1-2
diminished cooling of intermediate layers,warming of intermediatedepth waters,request-11-1-3
meltwaterinduced weakening of ocean circulation,slowed thermohaline circulation,request-11-2-0
slowed thermohaline circulation,reduced deepwater formation,request-11-2-1
reduced deepwater formation,shallower penetration of surface heat,request-11-2-2
shallower penetration of surface heat,warming of intermediatedepth waters,request-11-2-3
meltwaterinduced weakening of ocean circulation,increased ocean stratification,request-11-3-0
increased ocean stratification,trapped surface heat,request-11-3-1
trapped surface heat,gradual downward heat diffusion,request-11-3-2
gradual downward heat diffusion,warming of intermediatedepth waters,request-11-3-3
meltwaterinduced weakening of ocean circulation,altered winddriven currents,request-11-4-0
altered winddriven currents,redistribution of warm water masses,request-11-4-1
redistribution of warm water masses,subduction of warm water into intermediate depths,request-11-4-2
subduction of warm water into intermediate depths,warming of intermediatedepth waters,request-11-4-3
warming of intermediatedepth waters,increased heat flux towards the seafloor,request-12-0-0
increased heat flux towards the seafloor,rising temperatures in shallow subsurface sediments,request-12-0-1
rising temperatures in shallow subsurface sediments,reduction of the methane hydrate stability zone,request-12-0-2
reduction of the methane hydrate stability zone,destabilization of shallow subsurface methane hydrates,request-12-0-3
warming of intermediatedepth waters,thermal expansion of water layers,request-12-1-0
thermal expansion of water layers,altered local ocean circulation patterns,request-12-1-1
altered local ocean circulation patterns,advection of warmer water to shallower depths,request-12-1-2
advection of warmer water to shallower depths,enhanced heat transfer to hydratebearing sediments,request-12-1-3
enhanced heat transfer to hydratebearing sediments,destabilization of shallow subsurface methane hydrates,request-12-1-4
warming of intermediatedepth waters,accelerated dissociation of deeper methane hydrates,request-12-2-0
accelerated dissociation of deeper methane hydrates,upward migration of released methane gas,request-12-2-1
upward migration of released methane gas,pressure changes in shallow subsurface sediments,request-12-2-2
pressure changes in shallow subsurface sediments,destabilization of shallow subsurface methane hydrates,request-12-2-3
warming of intermediatedepth waters,enhanced geothermal gradient in sediments,request-12-3-0
enhanced geothermal gradient in sediments,shift in the base of the hydrate stability zone,request-12-3-1
shift in the base of the hydrate stability zone,progressive upward thinning of stable hydrate layers,request-12-3-2
progressive upward thinning of stable hydrate layers,destabilization of shallow subsurface methane hydrates  ,request-12-3-3
warming of intermediatedepth waters,increased heat flux into submarine sediments,request-13-0-0
increased heat flux into submarine sediments,reduction of methane hydrate stability conditions,request-13-0-1
reduction of methane hydrate stability conditions,dissociation of methane hydrates into free gas,request-13-0-2
dissociation of methane hydrates into free gas,accumulation of pressurized methane in sediment pores,request-13-0-3
accumulation of pressurized methane in sediment pores,fracturing of overlying sediment layers,request-13-0-4
fracturing of overlying sediment layers,vertical migration of methane through fractures,request-13-0-5
vertical migration of methane through fractures,emission of methane into the water column,request-13-0-6
emission of methane into the water column,bubblemediated methane transfer to the atmosphere,request-13-0-7
warming of intermediatedepth waters,thermallydriven reduction in ocean density stratification,request-13-1-0
thermallydriven reduction in ocean density stratification,enhanced vertical mixing of water masses,request-13-1-1
enhanced vertical mixing of water masses,transport of heat to seafloor methane reservoirs,request-13-1-2
transport of heat to seafloor methane reservoirs,destabilization of shallow subseafloor hydrates,request-13-1-3
destabilization of shallow subseafloor hydrates,increased methane solubility in surrounding porewater,request-13-1-4
increased methane solubility in surrounding porewater,exsolution of dissolved methane as gas bubbles,request-13-1-5
exsolution of dissolved methane as gas bubbles,advection of methane plumes toward the surface,request-13-1-6
warming of intermediatedepth waters,accelerated decomposition of particulate organic matter,request-13-2-0
accelerated decomposition of particulate organic matter,expansion of anaerobic oxidation zones,request-13-2-1
expansion of anaerobic oxidation zones,shift in microbial communities toward methanogens,request-13-2-2
shift in microbial communities toward methanogens,enhanced biogenic methane production,request-13-2-3
enhanced biogenic methane production,saturation of sedimentary pore spaces with methane,request-13-2-4
saturation of sedimentary pore spaces with methane,buoyancydriven ebullition events,request-13-2-5
buoyancydriven ebullition events,direct methane release at sedimentwater interfaces,request-13-2-6
warming of intermediatedepth waters,thermal expansion of water masses,request-13-3-0
thermal expansion of water masses,increased pressure on continental margins,request-13-3-1
increased pressure on continental margins,mechanical failure of hydratebearing sediments,request-13-3-2
mechanical failure of hydratebearing sediments,slope instability and submarine landslides,request-13-3-3
slope instability and submarine landslides,rapid depressurization of hydrate reservoirs,request-13-3-4
rapid depressurization of hydrate reservoirs,explosive methane hydrate dissociation,request-13-3-5
explosive methane hydrate dissociation,massive methane flux through fractured seabed,request-13-3-6
shutdown of energy production,reduced energy supply,request-14-0-0
reduced energy supply,increased energy prices,request-14-0-1
increased energy prices,higher production costs for goods and services,request-14-0-2
higher production costs for goods and services,rise in consumer prices,request-14-0-3
rise in consumer prices,inflation,request-14-0-4
shutdown of energy production,dependence on imported energy sources,request-14-1-0
dependence on imported energy sources,trade deficit growth,request-14-1-1
trade deficit growth,currency devaluation,request-14-1-2
currency devaluation,increased cost of imports,request-14-1-3
increased cost of imports,inflation,request-14-1-4
shutdown of energy production,disruption of industrial operations,request-14-2-0
disruption of industrial operations,reduced output of essential goods,request-14-2-1
reduced output of essential goods,supply shortages,request-14-2-2
supply shortages,price speculation and hoarding,request-14-2-3
price speculation and hoarding,inflation,request-14-2-4
shutdown of energy production,shift to alternative energy systems,request-14-3-0
shift to alternative energy systems,higher operational expenses for businesses,request-14-3-1
higher operational expenses for businesses,costpush price increases,request-14-3-2
costpush price increases,inflation,request-14-3-3
shutdown of energy production,government subsidies to stabilize energy access,request-14-4-0
government subsidies to stabilize energy access,increased public debt,request-14-4-1
increased public debt,fiscal monetization,request-14-4-2
fiscal monetization,excess money supply,request-14-4-3
excess money supply,inflation,request-14-4-4
shutdown of energy production,reduced electricity supply,request-15-0-0
reduced electricity supply,factory closures,request-15-0-1
factory closures,decreased manufacturing output,request-15-0-2
decreased manufacturing output,supply chain disruptions,request-15-0-3
supply chain disruptions,retail inventory depletion,request-15-0-4
retail inventory depletion,shortages,request-15-0-5
shutdown of energy production,fuel production halt,request-15-1-0
fuel production halt,transportation paralysis,request-15-1-1
transportation paralysis,logistics network collapse,request-15-1-2
logistics network collapse,delayed goods distribution,request-15-1-3
delayed goods distribution,market stockouts,request-15-1-4
market stockouts,shortages,request-15-1-5
shutdown of energy production,agricultural machinery inactivity,request-15-2-0
agricultural machinery inactivity,crop yield reduction,request-15-2-1
crop yield reduction,food production decline,request-15-2-2
food production decline,grocery supply deficits,request-15-2-3
grocery supply deficits,shortages,request-15-2-4
shutdown of energy production,mining operation suspension,request-15-3-0
mining operation suspension,raw material scarcity,request-15-3-1
raw material scarcity,industrial production stagnation,request-15-3-2
industrial production stagnation,product unavailability,request-15-3-3
product unavailability,shortages,request-15-3-4
shutdown of energy production,power grid failure,request-15-4-0
power grid failure,refrigeration system breakdown,request-15-4-1
refrigeration system breakdown,perishable goods spoilage,request-15-4-2
perishable goods spoilage,food shortages,request-15-4-3
food shortages,shortages,request-15-4-4
shutdown of energy production,water treatment plant shutdown,request-15-5-0
water treatment plant shutdown,sanitation resource scarcity,request-15-5-1
sanitation resource scarcity,public health infrastructure strain,request-15-5-2
public health infrastructure strain,medical supply shortages,request-15-5-3
medical supply shortages,shortages,request-15-5-4
shutdown of energy production,reduced energy supply,request-16-0-0
reduced energy supply,higher energy prices,request-16-0-1
higher energy prices,increased production costs,request-16-0-2
increased production costs,higher consumer prices,request-16-0-3
higher consumer prices,inflation,request-16-0-4
shutdown of energy production,reduced industrial output,request-16-1-0
reduced industrial output,supply shortages,request-16-1-1
supply shortages,higher goods prices,request-16-1-2
higher goods prices,inflation,request-16-1-3
shutdown of energy production,higher energy prices,request-16-2-0
higher energy prices,increased transportation costs,request-16-2-1
increased transportation costs,higher product prices,request-16-2-2
higher product prices,inflation,request-16-2-3
shutdown of energy production,increased energy imports,request-16-3-0
increased energy imports,currency devaluation,request-16-3-1
currency devaluation,higher import costs,request-16-3-2
higher import costs,inflation,request-16-3-3
shutdown of energy production,business closures,request-16-4-0
business closures,reduced tax revenue,request-16-4-1
reduced tax revenue,government deficit spending,request-16-4-2
government deficit spending,increased money supply,request-16-4-3
increased money supply,inflation,request-16-4-4
shutdown of energy production,higher energy prices,request-16-5-0
higher energy prices,wageprice spiral,request-16-5-1
wageprice spiral,sustained price increases,request-16-5-2
sustained price increases,inflation  ,request-16-5-3
shutdown of energy production,reduced electricity supply,request-17-0-0
reduced electricity supply,power outages,request-17-0-1
power outages,industrial shutdowns,request-17-0-2
industrial shutdowns,decreased production of goods,request-17-0-3
decreased production of goods,supply chain disruptions,request-17-0-4
supply chain disruptions,market shortages,request-17-0-5
shutdown of energy production,reduced electricity supply,request-17-1-0
reduced electricity supply,transportation failures,request-17-1-1
transportation failures,impaired distribution networks,request-17-1-2
impaired distribution networks,delayed goods delivery,request-17-1-3
delayed goods delivery,retail stock depletion,request-17-1-4
shutdown of energy production,increased energy prices,request-17-2-0
increased energy prices,higher operational costs,request-17-2-1
higher operational costs,business output reduction,request-17-2-2
business output reduction,lower inventory levels,request-17-2-3
lower inventory levels,consumer goods scarcity,request-17-2-4
shutdown of energy production,agricultural machinery inactivity,request-17-3-0
agricultural machinery inactivity,crop production decline,request-17-3-1
crop production decline,food supply contraction,request-17-3-2
food supply contraction,grocery store shortages,request-17-3-3
shutdown of energy production,water treatment plant failures,request-17-4-0
water treatment plant failures,contaminated water supplies,request-17-4-1
contaminated water supplies,public health crises,request-17-4-2
public health crises,workforce incapacitation,request-17-4-3
workforce incapacitation,production halts,request-17-4-4
production halts,economic shortages,request-17-4-5
russia's natural gas export reduction,global energy price surge,request-18-0-0
global energy price surge,increased production costs,request-18-0-1
increased production costs,consumer price inflation,request-18-0-2
sanctions on russian oil exports,reduced global oil supply,request-18-1-0
reduced global oil supply,elevated fuel prices,request-18-1-1
elevated fuel prices,transportation cost inflation,request-18-1-2
transportation cost inflation,widespread goods inflation,request-18-1-3
russiaukraine conflict escalation,disrupted ukrainian grain exports,request-18-2-0
disrupted ukrainian grain exports,global food shortages,request-18-2-1
global food shortages,agricultural commodity inflation,request-18-2-2
russian fertilizer export restrictions,reduced crop yields worldwide,request-18-3-0
reduced crop yields worldwide,higher food production costs,request-18-3-1
higher food production costs,supermarket price inflation,request-18-3-2
russian central bank interest rate hikes,weakened ruble stabilization,request-18-4-0
weakened ruble stabilization,import cost increases,request-18-4-1
import cost increases,domestic goods inflation,request-18-4-2
russian military spending surge,expanded government debt,request-18-5-0
expanded government debt,currency devaluation,request-18-5-1
currency devaluation,imported inflation spiral,request-18-5-2
russian geopolitical tensions,speculative commodity trading,request-18-6-0
speculative commodity trading,oil price volatility,request-18-6-1
oil price volatility,energydriven inflation,request-18-6-2
russian cyberattacks on infrastructure,increased corporate security investments,request-18-7-0
increased corporate security investments,operational cost passthrough,request-18-7-1
operational cost passthrough,service sector inflation,request-18-7-2
russia,invasion of ukraine,request-19-0-0
invasion of ukraine,international sanctions,request-19-0-1
international sanctions,trade disruptions,request-19-0-2
trade disruptions,energy supply reductions,request-19-0-3
energy supply reductions,increased energy prices,request-19-0-4
increased energy prices,economic inflation,request-19-0-5
economic inflation,reduced consumer purchasing power,request-19-0-6
reduced consumer purchasing power,decreased production,request-19-0-7
decreased production,supply chain bottlenecks,request-19-0-8
supply chain bottlenecks,shortages,request-19-0-9
russia,military blockades in the black sea,request-19-1-0
military blockades in the black sea,disrupted ukrainian grain exports,request-19-1-1
disrupted ukrainian grain exports,global food price spikes,request-19-1-2
global food price spikes,hoarding behaviors,request-19-1-3
hoarding behaviors,localized food scarcity,request-19-1-4
localized food scarcity,shortages,request-19-1-5
russia,restrictions on fertilizer exports,request-19-2-0
restrictions on fertilizer exports,reduced agricultural productivity,request-19-2-1
reduced agricultural productivity,crop yield declines,request-19-2-2
crop yield declines,food supply instability,request-19-2-3
food supply instability,shortages,request-19-2-4
russia,geopolitical instability,request-19-3-0
geopolitical instability,increased defense spending by nato states,request-19-3-1
increased defense spending by nato states,diverted industrial capacity,request-19-3-2
diverted industrial capacity,underproduction of civilian goods,request-19-3-3
underproduction of civilian goods,shortages,request-19-3-4
russia,natural gas supply cuts to europe,request-19-4-0
natural gas supply cuts to europe,energy rationing,request-19-4-1
energy rationing,factory shutdowns,request-19-4-2
factory shutdowns,manufacturing delays,request-19-4-3
manufacturing delays,shortages,request-19-4-4
russia,cyberattacks on critical infrastructure,request-19-5-0
cyberattacks on critical infrastructure,disrupted logistics networks,request-19-5-1
disrupted logistics networks,delayed resource distribution,request-19-5-2
