custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-1-5-1,favorable regulations can hinder the implementation of policies that would reduce greenhouse gas emissions,"without effective policies, greenhouse gas emissions continue to rise, contributing to climate change",yes,yes,yes,yes
request-2-0-0,buying from companies that mess the climate,contributes to the economic success of these companies,yes,no,no,yes
request-2-0-1,contributes to the economic success of these companies,encourages these companies to continue their harmful practices,no,no,no,no
request-2-0-2,encourages these companies to continue their harmful practices,leads to increased greenhouse gas emissions,yes,yes,yes,no
request-2-0-3,leads to increased greenhouse gas emissions,accelerates climate change,yes,yes,yes,yes
request-2-0-4,accelerates climate change,results in the need for companies to adopt more sustainable practices,yes,no,yes,yes
request-2-0-5,results in the need for companies to adopt more sustainable practices,keeps climatedamaging companies in business,no,yes,yes,no
request-2-1-0,buying from companies that mess the climate,supports the continuation of their business model,yes,no,no,yes
request-2-1-1,supports the continuation of their business model,enables these companies to lobby against climate regulations,yes,yes,yes,yes
request-2-1-2,enables these companies to lobby against climate regulations,weakens climate policies,yes,yes,yes,yes
request-2-1-3,weakens climate policies,reduces the pressure on companies to change their practices,yes,yes,no,yes
request-2-1-4,reduces the pressure on companies to change their practices,keeps climatedamaging companies in business,yes,yes,yes,no
request-2-2-0,buying from companies that mess the climate,provides financial resources for these companies,yes,no,no,yes
request-2-2-1,provides financial resources for these companies,allows these companies to invest in new projects or technologies,yes,yes,yes,yes
request-2-2-2,allows these companies to invest in new projects or technologies,some projects may be aimed at improving sustainability,yes,yes,yes,yes
request-2-2-3,some projects may be aimed at improving sustainability,"however, others may be focused on further exploiting resources",yes,yes,yes,yes
request-2-2-4,"however, others may be focused on further exploiting resources",keeps climatedamaging companies in business,yes,yes,no,no
request-3-0-0,systemic change,increased awareness and education on climate change,yes,no,no,no
request-3-0-1,increased awareness and education on climate change,growing public demand for climate action,yes,yes,yes,yes
request-3-0-2,growing public demand for climate action,governments implementing stricter climate policies,yes,yes,yes,no
request-3-0-3,governments implementing stricter climate policies,increased investment in renewable energy and green technologies,yes,yes,yes,no
request-3-0-4,increased investment in renewable energy and green technologies,reduction in greenhouse gas emissions,yes,yes,yes,yes
request-3-0-5,reduction in greenhouse gas emissions,slowing down of global warming,yes,no,no,no
request-3-0-6,slowing down of global warming,progress in climate change,no,no,no,no
request-3-1-0,systemic change,shift in economic priorities towards sustainability,yes,yes,yes,yes
request-3-1-1,shift in economic priorities towards sustainability,incentives for businesses to adopt greener practices,yes,yes,yes,yes
request-3-1-2,incentives for businesses to adopt greener practices,increased adoption of sustainable business models,yes,yes,yes,yes
request-3-1-3,increased adoption of sustainable business models,reduction in industrial emissions,yes,yes,yes,no
request-3-1-4,reduction in industrial emissions,slowing down of global warming,yes,no,no,no
request-3-1-5,slowing down of global warming,progress in climate change,no,no,no,no
request-3-2-0,systemic change,innovation in climate solutions,yes,yes,no,yes
request-3-2-1,innovation in climate solutions,development of carbon capture and storage technologies,yes,yes,yes,no
request-3-2-2,development of carbon capture and storage technologies,implementation of carbon capture projects,yes,yes,yes,no
request-3-2-3,implementation of carbon capture projects,reduction in emissions from heavy industries,yes,yes,yes,yes
request-3-2-4,reduction in emissions from heavy industries,slowing down of global warming,yes,no,no,no
request-3-2-5,slowing down of global warming,progress in climate change,no,no,no,no
request-3-3-0,systemic change,changes in dietary habits and agriculture practices,yes,yes,yes,yes
request-3-3-1,changes in dietary habits and agriculture practices,reduction in emissions from the agricultural sector,yes,yes,yes,yes
request-3-3-2,reduction in emissions from the agricultural sector,increased reforestation and afforestation efforts,no,no,no,yes
request-3-3-3,increased reforestation and afforestation efforts,increased carbon sequestration,yes,no,yes,yes
request-3-3-4,increased carbon sequestration,slowing down of global warming,yes,no,no,no
request-3-3-5,slowing down of global warming,progress in climate change,no,no,no,no
request-3-4-0,systemic change,international cooperation on climate action,yes,yes,no,yes
request-3-4-1,international cooperation on climate action,stronger global climate agreements,yes,yes,yes,no
request-3-4-2,stronger global climate agreements,increased global commitment to climate goals,yes,yes,no,yes
request-3-4-3,increased global commitment to climate goals,collective reduction in global greenhouse gas emissions,yes,yes,yes,no
request-3-4-4,collective reduction in global greenhouse gas emissions,slowing down of global warming,yes,no,no,no
request-3-4-5,slowing down of global warming,progress in climate change,no,no,no,no
request-4-0-0,ultra wealthy people,consume more resources,yes,no,yes,no
request-4-0-1,consume more resources,increased demand for goods and services,yes,yes,yes,yes
request-4-0-2,increased demand for goods and services,higher production and consumption,yes,yes,yes,no
request-4-0-3,higher production and consumption,more carbon emissions,yes,no,yes,yes
request-4-0-4,more carbon emissions,larger carbon footprint,yes,yes,yes,yes
request-4-1-0,ultra wealthy people,purchase luxury goods,yes,no,no,no
request-4-1-1,purchase luxury goods,increased production of luxury goods,yes,no,no,no
request-4-1-2,increased production of luxury goods,higher energy consumption in production,yes,no,yes,yes
request-4-1-3,higher energy consumption in production,more carbon emissions,yes,yes,yes,yes
request-4-1-4,more carbon emissions,larger carbon footprint,yes,yes,yes,yes
request-4-2-0,ultra wealthy people,travel frequently,yes,no,yes,no
request-4-2-1,travel frequently,increased demand for transportation,yes,yes,no,yes
request-4-2-2,increased demand for transportation,higher fuel consumption,yes,yes,yes,no
request-4-2-3,higher fuel consumption,more carbon emissions,yes,no,yes,yes
request-4-2-4,more carbon emissions,larger carbon footprint,yes,yes,yes,yes
request-4-3-0,ultra wealthy people,invest in fossil fuel industries,yes,no,no,no
request-4-3-1,invest in fossil fuel industries,increased extraction and burning of fossil fuels,yes,yes,yes,yes
request-4-3-2,increased extraction and burning of fossil fuels,more carbon emissions,yes,yes,yes,yes
request-4-3-3,more carbon emissions,larger carbon footprint,yes,yes,yes,yes
request-4-4-0,ultra wealthy people,influence political decisions,yes,no,yes,yes
request-4-4-1,influence political decisions,policies favoring high carbon industries,yes,yes,yes,yes
request-4-4-2,policies favoring high carbon industries,increased support for high carbon activities,yes,yes,yes,yes
request-4-4-3,increased support for high carbon activities,more carbon emissions,yes,no,yes,yes
request-4-4-4,more carbon emissions,larger carbon footprint,yes,yes,yes,yes
request-5-0-0,pigs escape from their pens,pigs trample vegetation,yes,yes,yes,no
request-5-0-1,pigs trample vegetation,soil erosion increases,yes,yes,yes,yes
request-5-0-2,soil erosion increases,water runoff accelerates,yes,yes,yes,yes
request-5-0-3,water runoff accelerates,stream banks erode,yes,yes,yes,yes
request-5-0-4,stream banks erode,streams flood nearby areas,yes,yes,yes,yes
request-5-0-5,streams flood nearby areas,floodwaters destroy crops,yes,yes,yes,yes
request-5-0-6,floodwaters destroy crops,topsoil is washed away,yes,yes,yes,yes
request-5-0-7,topsoil is washed away,soil fertility decreases,yes,yes,yes,no
request-5-0-8,soil fertility decreases,agricultural productivity drops,yes,yes,yes,no
request-5-0-9,agricultural productivity drops,food scarcity increases,yes,yes,no,no
request-5-0-10,food scarcity increases,wildlife habitats are destroyed,yes,yes,no,yes
request-5-0-11,wildlife habitats are destroyed,biodiversity loss accelerates,yes,yes,yes,yes
request-5-0-12,biodiversity loss accelerates,ecosystem services decline,yes,yes,yes,yes
request-5-0-13,ecosystem services decline,massive environmental damage occurs,yes,yes,yes,yes
request-5-1-0,pigs escape from their pens,pigs contaminate water sources,no,no,yes,no
request-5-1-1,pigs contaminate water sources,water quality deteriorates,yes,yes,yes,yes
request-5-1-2,water quality deteriorates,fish and other aquatic life die,yes,yes,yes,yes
request-5-1-3,fish and other aquatic life die,food chain disruption begins,yes,yes,no,no
request-5-1-4,food chain disruption begins,predators starve,yes,yes,no,no
request-5-1-5,predators starve,populations decline,yes,yes,no,no
request-5-1-6,populations decline,ecosystem imbalance occurs,yes,yes,yes,yes
request-5-1-7,ecosystem imbalance occurs,invasive species take over,yes,yes,yes,yes
request-5-1-8,invasive species take over,further environmental damage ensues,yes,yes,yes,yes
request-5-1-9,further environmental damage ensues,massive environmental damage occurs,yes,yes,yes,yes
request-5-2-0,pigs escape from their pens,pigs spread disease to other animals,yes,no,yes,no
request-5-2-1,pigs spread disease to other animals,disease outbreak occurs,yes,yes,yes,yes
request-5-2-2,disease outbreak occurs,animal populations decline,yes,no,yes,no
request-5-2-3,animal populations decline,predatorprey balance disrupted,yes,yes,yes,no
request-5-2-4,predatorprey balance disrupted,ecosystem functions degrade,yes,yes,yes,yes
request-5-2-5,ecosystem functions degrade,environmental damage intensifies,yes,yes,yes,yes
request-5-2-6,environmental damage intensifies,massive environmental damage occurs,yes,yes,yes,no
request-6-0-0,having fewer children,reduces family size,yes,yes,yes,yes
request-6-0-1,reduces family size,decreases consumption of resources per family,yes,no,no,no
request-6-0-2,decreases consumption of resources per family,leads to lower energy usage,yes,yes,yes,yes
request-6-0-3,leads to lower energy usage,results in reduced greenhouse gas emissions,yes,no,yes,yes
request-6-0-4,results in reduced greenhouse gas emissions,contributes to a smaller carbon footprint,yes,yes,yes,yes
request-6-1-0,having fewer children,reduces family size,yes,yes,yes,yes
request-6-1-1,reduces family size,decreases demand for goods and services,yes,no,no,no
request-6-1-2,decreases demand for goods and services,lowers production and consumption of goods,yes,yes,yes,no
request-6-1-3,lowers production and consumption of goods,reduces waste generation,no,no,no,no
request-6-1-4,reduces waste generation,decreases need for waste management and disposal,yes,yes,yes,yes
request-6-1-5,decreases need for waste management and disposal,leads to lower energy usage,yes,no,yes,no
request-6-1-6,leads to lower energy usage,results in reduced greenhouse gas emissions,yes,no,yes,yes
request-6-1-7,results in reduced greenhouse gas emissions,contributes to a smaller carbon footprint,yes,yes,yes,yes
request-6-2-0,having fewer children,reduces family size,yes,yes,yes,yes
request-6-2-1,reduces family size,decreases demand for housing,yes,no,yes,no
request-6-2-2,decreases demand for housing,lowers the need for new construction,yes,no,yes,no
request-6-2-3,lowers the need for new construction,reduces the use of construction materials,yes,no,no,yes
request-6-2-4,reduces the use of construction materials,decreases the energy required for extraction and processing of materials,yes,yes,yes,yes
request-6-2-5,decreases the energy required for extraction and processing of materials,leads to reduced greenhouse gas emissions,yes,yes,yes,yes
request-6-2-6,leads to reduced greenhouse gas emissions,contributes to a smaller carbon footprint,yes,yes,yes,yes
request-7-0-0,climate change causes an increase in global temperatures,this temperature increase,yes,yes,yes,no
request-7-0-1,this temperature increase,sea level rise increases the risk of coastal flooding,yes,yes,yes,yes
request-7-0-2,sea level rise increases the risk of coastal flooding,"a hurricane, like harvey, forms in the gulf of mexico",yes,yes,yes,yes
request-7-0-3,"a hurricane, like harvey, forms in the gulf of mexico",the hurricane's strong winds and heavy rainfall cause storm surges,yes,no,yes,yes
request-7-0-4,the hurricane's strong winds and heavy rainfall cause storm surges,"storm surges combine with high sea levels, leading to extensive flooding in coastal cities like houston",yes,yes,yes,yes
request-7-0-5,"storm surges combine with high sea levels, leading to extensive flooding in coastal cities like houston",the frequency and intensity of hurricanes increase due to warmer ocean temperatures caused by climate change,yes,yes,yes,yes
request-7-0-6,the frequency and intensity of hurricanes increase due to warmer ocean temperatures caused by climate change,"as a result, the number of flooded homes in houston doubles during hurricane harvey",no,no,no,no
request-7-1-0,climate change alters weather patterns,these altered patterns increase the likelihood of heavy rainfall events,yes,yes,yes,yes
request-7-1-1,these altered patterns increase the likelihood of heavy rainfall events,"a hurricane, like harvey, forms in the gulf of mexico",no,yes,yes,no
request-7-1-2,"a hurricane, like harvey, forms in the gulf of mexico",the hurricane's heavy rainfall causes flash flooding in urban areas like houston,yes,yes,yes,yes
request-7-1-3,the hurricane's heavy rainfall causes flash flooding in urban areas like houston,flash flooding,yes,yes,yes,yes
request-7-1-4,flash flooding,"given the existing vulnerability of houston's urban infrastructure to flooding, the number of flooded homes doubles during hurricane harvey",no,no,no,no
request-7-2-0,climate change contributes to the intensification of hurricanes,"an intense hurricane, like harvey, forms in the gulf of mexico",yes,no,yes,yes
request-7-2-1,"an intense hurricane, like harvey, forms in the gulf of mexico","the hurricane's strong winds cause significant damage to infrastructure, including homes",yes,yes,yes,yes
request-7-2-2,"the hurricane's strong winds cause significant damage to infrastructure, including homes",the damaged homes are more susceptible to flooding from subsequent rainfall,yes,yes,yes,yes
request-7-2-3,the damaged homes are more susceptible to flooding from subsequent rainfall,"as a result, the number of flooded homes in houston doubles during hurricane harvey",no,yes,no,yes
request-8-0-0,methane is released into the atmosphere,methane contributes to global warming,yes,yes,yes,yes
request-8-0-1,methane contributes to global warming,global warming melts polar ice caps,yes,yes,yes,yes
request-8-0-2,global warming melts polar ice caps,melting ice caps raise sea levels,yes,yes,yes,yes
request-8-0-3,melting ice caps raise sea levels,rising sea levels flood coastal cities,yes,yes,yes,yes
request-8-0-4,rising sea levels flood coastal cities,flooding damages infrastructure and causes pollution,yes,yes,yes,yes
request-8-0-5,flooding damages infrastructure and causes pollution,pollution harms human health and ecosystems,yes,yes,yes,yes
request-8-1-0,methane is released into the atmosphere,methane contributes to global warming,yes,yes,yes,yes
request-8-1-1,methane contributes to global warming,global warming changes weather patterns,yes,yes,yes,yes
request-8-1-2,global warming changes weather patterns,altered weather patterns cause more frequent and intense storms,yes,yes,yes,yes
request-8-1-3,altered weather patterns cause more frequent and intense storms,storms damage industrial facilities and cause chemical leaks,yes,yes,yes,yes
request-8-1-4,storms damage industrial facilities and cause chemical leaks,chemical leaks pollute the environment,yes,yes,yes,yes
request-8-1-5,chemical leaks pollute the environment,pollution harms human health and ecosystems,yes,yes,yes,yes
request-8-2-0,methane is released into the atmosphere,methane is a potent greenhouse gas,yes,yes,yes,yes
request-8-2-1,methane is a potent greenhouse gas,greenhouse gases trap heat in the atmosphere,yes,yes,yes,yes
request-8-2-2,greenhouse gases trap heat in the atmosphere,heat trapped in the atmosphere creates smog,no,yes,yes,no
request-8-2-3,heat trapped in the atmosphere creates smog,smog is a form of air pollution,yes,no,no,yes
request-8-2-4,smog is a form of air pollution,air pollution harms human health and ecosystems,yes,yes,yes,yes
request-8-3-0,methane is released into the atmosphere,methane is a potent greenhouse gas,yes,yes,yes,yes
request-8-3-1,methane is a potent greenhouse gas,greenhouse gases contribute to the depletion of the ozone layer,no,no,no,no
request-8-3-2,greenhouse gases contribute to the depletion of the ozone layer,ozone layer depletion allows more uv radiation to reach earth's surface,no,yes,yes,no
request-8-3-3,ozone layer depletion allows more uv radiation to reach earth's surface,increased uv radiation damages plants and aquatic life,yes,yes,yes,yes
request-8-3-4,increased uv radiation damages plants and aquatic life,damaged ecosystems release less oxygen and absorb less carbon dioxide,yes,yes,yes,yes
request-8-3-5,damaged ecosystems release less oxygen and absorb less carbon dioxide,reduced oxygen production and increased carbon dioxide contribute to pollution,yes,yes,no,yes
request-8-3-6,reduced oxygen production and increased carbon dioxide contribute to pollution,pollution harms human health and ecosystems,yes,yes,yes,yes
request-9-0-0,melting of antarctic ice,exposure of permafrost,yes,no,no,no
request-9-0-1,exposure of permafrost,release of methane from thawed permafrost,yes,no,yes,yes
request-9-0-2,release of methane from thawed permafrost,methane pockets unabsorbed by microorganisms,yes,yes,yes,no
request-9-0-3,methane pockets unabsorbed by microorganisms,release of methane into the atmosphere,yes,no,no,no
request-9-1-0,melting of antarctic ice,increased water pressure in the ice,no,no,no,no
request-9-1-1,increased water pressure in the ice,hydrofracturing of the ice,yes,no,no,no
request-9-1-2,hydrofracturing of the ice,exposure of methane hydrates,yes,no,no,no
request-9-1-3,exposure of methane hydrates,dissociation of methane hydrates,yes,yes,yes,yes
request-9-1-4,dissociation of methane hydrates,release of methane into the water column,yes,yes,yes,no
request-9-1-5,release of methane into the water column,methane pockets unabsorbed by microorganisms,yes,yes,no,no
request-9-1-6,methane pockets unabsorbed by microorganisms,release of methane into the atmosphere,yes,no,no,no
request-9-2-0,melting of antarctic ice,increased water temperature in the ice,no,no,no,no
request-9-2-1,increased water temperature in the ice,enhanced microbial activity,yes,no,no,no
request-9-2-2,enhanced microbial activity,reduced capacity of microorganisms to absorb methane,no,no,no,no
request-9-2-3,reduced capacity of microorganisms to absorb methane,methane pockets unabsorbed by microorganisms,yes,yes,yes,no
request-9-2-4,methane pockets unabsorbed by microorganisms,release of methane into the atmosphere,yes,no,no,no
request-10-0-0,lunar wobble,increased tidal range,yes,no,no,no
request-10-0-1,increased tidal range,higher high tides,yes,yes,yes,yes
request-10-0-2,higher high tides,coastal flooding in the 2030s,yes,yes,yes,no
request-10-0-3,coastal flooding in the 2030s,erosion of coastal areas,yes,no,no,yes
request-10-0-4,erosion of coastal areas,changes in the coastline,yes,yes,yes,yes
request-10-1-0,lunar wobble,increased tidal range,yes,no,no,no
request-10-1-1,increased tidal range,accelerated sealevel rise,no,no,no,no
request-10-1-2,accelerated sealevel rise,coastal flooding in the 2030s,yes,no,yes,no
request-10-1-3,coastal flooding in the 2030s,saltwater intrusion into groundwater,yes,no,no,no
request-10-1-4,saltwater intrusion into groundwater,groundwater salinization,yes,yes,yes,yes
request-10-1-5,groundwater salinization,changes in the coastline,yes,yes,no,no
request-10-2-0,lunar wobble,increased tidal range,yes,no,no,no
request-10-2-1,increased tidal range,coastal flooding in the 2030s,no,no,yes,no
request-10-2-2,coastal flooding in the 2030s,damage to coastal infrastructure,yes,yes,yes,no
request-10-2-3,damage to coastal infrastructure,economic losses,yes,yes,yes,yes
request-10-2-4,economic losses,reduced maintenance and adaptation efforts,yes,yes,yes,yes
request-10-2-5,reduced maintenance and adaptation efforts,accelerated coastal erosion,yes,no,yes,no
request-10-2-6,accelerated coastal erosion,changes in the coastline,yes,yes,yes,no
request-10-3-0,lunar wobble,increased tidal range,yes,no,no,no
request-10-3-1,increased tidal range,coastal flooding in the 2030s,no,no,yes,no
request-10-3-2,coastal flooding in the 2030s,displacement of coastal communities,yes,no,no,no
request-10-3-3,displacement of coastal communities,loss of traditional knowledge and practices,yes,yes,yes,no
request-10-3-4,loss of traditional knowledge and practices,reduced coastal management and conservation efforts,yes,yes,yes,yes
request-10-3-5,reduced coastal management and conservation efforts,accelerated coastal erosion and habitat loss,yes,no,yes,no
request-10-3-6,accelerated coastal erosion and habitat loss,changes in the coastline,yes,yes,yes,yes
request-11-0-0,drought reduces water availability,reduced water availability,yes,yes,yes,yes
request-11-0-1,reduced water availability,crop failure causes food scarcity,yes,yes,yes,yes
request-11-0-2,crop failure causes food scarcity,food scarcity triggers mass migration,yes,no,yes,no
request-11-0-3,food scarcity triggers mass migration,mass migration changes population distribution,yes,no,no,yes
request-11-0-4,mass migration changes population distribution,changed population distribution alters land use patterns,yes,yes,yes,yes
request-11-0-5,changed population distribution alters land use patterns,altered land use patterns cause deforestation and habitat loss,yes,yes,yes,yes
request-11-0-6,altered land use patterns cause deforestation and habitat loss,deforestation and habitat loss modify the landscape,yes,yes,yes,yes
request-11-0-7,deforestation and habitat loss modify the landscape,modified landscape changes river flows and water tables,yes,yes,yes,yes
request-11-0-8,modified landscape changes river flows and water tables,changed river flows and water tables alter coastlines and shorelines,yes,yes,yes,yes
request-11-0-9,changed river flows and water tables alter coastlines and shorelines,altered coastlines and shorelines update geography maps,yes,no,yes,yes
request-11-1-0,drought causes soil erosion,soil erosion degrades farmland,yes,no,no,yes
request-11-1-1,soil erosion degrades farmland,degraded farmland reduces agricultural productivity,yes,yes,yes,yes
request-11-1-2,degraded farmland reduces agricultural productivity,reduced agricultural productivity,yes,yes,yes,no
request-11-1-3,reduced agricultural productivity,food shortages cause economic strain,yes,yes,yes,yes
request-11-1-4,food shortages cause economic strain,economic strain forces government intervention,yes,yes,yes,yes
request-11-1-5,economic strain forces government intervention,government intervention implements land management policies,yes,no,yes,no
request-11-1-6,government intervention implements land management policies,land management policies change land cover and vegetation,yes,yes,yes,yes
request-11-1-7,land management policies change land cover and vegetation,changed land cover and vegetation modify terrain features,yes,yes,yes,yes
request-11-1-8,changed land cover and vegetation modify terrain features,modified terrain features update geography maps,yes,yes,yes,yes
request-11-2-0,drought causes wildfires,wildfires burn forests and grasslands,yes,yes,yes,yes
request-11-2-1,wildfires burn forests and grasslands,burned forests and grasslands change land cover,yes,yes,yes,yes
request-11-2-2,burned forests and grasslands change land cover,changed land cover alters runoff patterns,yes,yes,yes,yes
request-11-2-3,changed land cover alters runoff patterns,altered runoff patterns modify river courses,yes,yes,yes,yes
request-11-2-4,altered runoff patterns modify river courses,modified river courses change geography,yes,yes,yes,yes
request-11-2-5,modified river courses change geography,changed geography updates geography maps,yes,no,yes,yes
request-12-0-0,changes in geographical maps,lead to the discovery of new resources,yes,yes,no,yes
request-12-0-1,lead to the discovery of new resources,the discovery of new resources attracts settlers,yes,no,yes,yes
request-12-0-2,the discovery of new resources attracts settlers,settlers migrate to the newly discovered areas,yes,yes,yes,yes
request-12-0-3,settlers migrate to the newly discovered areas,migration,yes,yes,no,yes
request-12-0-4,migration,increased population density results in competition for resources,yes,yes,yes,yes
request-12-0-5,increased population density results in competition for resources,competition for resources causes migration issues,yes,yes,yes,yes
request-12-1-0,changes in geographical maps,reveal new trade routes,yes,yes,no,yes
request-12-1-1,reveal new trade routes,new trade routes stimulate economic growth,yes,yes,yes,yes
request-12-1-2,new trade routes stimulate economic growth,economic growth attracts immigrants seeking work,yes,yes,yes,yes
request-12-1-3,economic growth attracts immigrants seeking work,immigration,yes,yes,yes,no
request-12-1-4,immigration,an increased population puts pressure on resources,yes,no,yes,yes
request-12-1-5,an increased population puts pressure on resources,resource pressure causes migration issues,yes,yes,yes,yes
request-12-2-0,changes in geographical maps,exacerbate existing environmental problems,yes,yes,no,yes
request-12-2-1,exacerbate existing environmental problems,environmental problems displace local populations,yes,yes,yes,yes
request-12-2-2,environmental problems displace local populations,displaced populations are forced to migrate,yes,yes,yes,yes
request-12-2-3,displaced populations are forced to migrate,migration to new areas increases competition for resources,yes,yes,yes,yes
request-12-2-4,migration to new areas increases competition for resources,resource competition causes migration issues,yes,yes,yes,yes
request-12-3-0,changes in geographical maps,create new geopolitical boundaries,no,yes,yes,yes
request-12-3-1,create new geopolitical boundaries,new boundaries divide ethnic groups,yes,yes,no,yes
request-12-3-2,new boundaries divide ethnic groups,divided ethnic groups experience conflict,yes,yes,yes,no
request-12-3-3,divided ethnic groups experience conflict,conflict forces members of ethnic groups to migrate,yes,yes,yes,yes
request-12-3-4,conflict forces members of ethnic groups to migrate,migration to new areas causes tension with established populations,yes,yes,yes,yes
request-12-3-5,migration to new areas causes tension with established populations,tension,yes,yes,yes,yes
request-12-4-0,changes in geographical maps,indicate changes in climate patterns,no,yes,no,yes
request-12-4-1,indicate changes in climate patterns,changes in climate patterns affect agriculture,yes,yes,yes,yes
request-12-4-2,changes in climate patterns affect agriculture,agricultural failures lead to food scarcity,yes,yes,yes,yes
request-12-4-3,agricultural failures lead to food scarcity,food scarcity forces populations to migrate,yes,yes,yes,yes
request-12-4-4,food scarcity forces populations to migrate,migration to new areas competes for resources,yes,yes,yes,yes
request-12-4-5,migration to new areas competes for resources,resource competition causes migration issues,yes,yes,yes,yes
request-13-0-0,methane is released into the atmosphere,methane contributes to global warming,yes,yes,yes,yes
request-13-0-1,methane contributes to global warming,global warming melts polar ice caps,yes,yes,yes,yes
request-13-0-2,global warming melts polar ice caps,melting ice caps raise sea levels,yes,yes,yes,yes
request-13-0-3,melting ice caps raise sea levels,rising sea levels flood coastal cities,yes,yes,yes,yes
request-13-0-4,rising sea levels flood coastal cities,flooding damages infrastructure and causes pollution,yes,yes,yes,yes
request-13-0-5,flooding damages infrastructure and causes pollution,pollution harms human health and ecosystems,yes,yes,yes,yes
request-13-1-0,methane is released into the atmosphere,methane contributes to global warming,yes,yes,yes,yes
request-13-1-1,methane contributes to global warming,global warming changes weather patterns,yes,yes,yes,yes
request-13-1-2,global warming changes weather patterns,altered weather patterns cause more frequent and intense storms,yes,yes,yes,yes
request-13-1-3,altered weather patterns cause more frequent and intense storms,storms damage industrial facilities and cause chemical leaks,yes,yes,yes,yes
request-13-1-4,storms damage industrial facilities and cause chemical leaks,chemical leaks pollute the environment,yes,yes,yes,yes
request-13-1-5,chemical leaks pollute the environment,pollution harms human health and ecosystems,yes,yes,yes,yes
request-13-2-0,methane is released into the atmosphere,methane is a potent greenhouse gas,yes,yes,yes,yes
request-13-2-1,methane is a potent greenhouse gas,greenhouse gases trap heat in the atmosphere,yes,yes,yes,yes
request-13-2-2,greenhouse gases trap heat in the atmosphere,heat trapped in the atmosphere creates smog,no,yes,yes,no
request-13-2-3,heat trapped in the atmosphere creates smog,smog is a form of air pollution,yes,no,no,yes
request-13-2-4,smog is a form of air pollution,air pollution harms human health and ecosystems,yes,yes,yes,yes
request-13-3-0,methane is released into the atmosphere,methane is a potent greenhouse gas,yes,yes,yes,yes
request-13-3-1,methane is a potent greenhouse gas,greenhouse gases contribute to the depletion of the ozone layer,no,no,no,no
request-13-3-2,greenhouse gases contribute to the depletion of the ozone layer,ozone layer depletion allows more uv radiation to reach earth's surface,no,yes,yes,no
request-13-3-3,ozone layer depletion allows more uv radiation to reach earth's surface,increased uv radiation damages plants and aquatic life,yes,yes,yes,yes
request-13-3-4,increased uv radiation damages plants and aquatic life,damaged ecosystems release less oxygen and absorb less carbon dioxide,yes,yes,yes,yes
request-13-3-5,damaged ecosystems release less oxygen and absorb less carbon dioxide,reduced oxygen production and increased carbon dioxide contribute to pollution,yes,yes,no,yes
request-13-3-6,reduced oxygen production and increased carbon dioxide contribute to pollution,pollution harms human health and ecosystems,yes,yes,yes,yes
request-14-0-0,methane release into arctic ocean sediments and waters,rising temperatures in the arctic ocean,yes,yes,no,yes
request-14-0-1,rising temperatures in the arctic ocean,increased solubility of methane in warmer water,yes,no,yes,no
request-14-0-2,increased solubility of methane in warmer water,decrease in the amount of methane stored in hydrates,yes,no,no,no
request-14-0-3,decrease in the amount of methane stored in hydrates,the thawing of subsea permafrost,no,no,no,yes
request-14-0-4,the thawing of subsea permafrost,exposure of methane hydrates to warmer water,yes,no,no,no
request-14-0-5,exposure of methane hydrates to warmer water,decomposition of methane hydrates,yes,yes,yes,yes
