custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-4-3-1,encouraging,"the use of cheap, nonrenewable energy sources,",no,no
request-4-3-2,"the use of cheap, nonrenewable energy sources,","such as fossil fuels,",yes,yes
request-4-3-3,"such as fossil fuels,",which contributes to,yes,yes
request-4-3-4,which contributes to,"greenhouse gas emissions,",yes,yes
request-4-3-5,"greenhouse gas emissions,",accelerating,yes,yes
request-4-3-6,accelerating,"climate change,",no,yes
request-4-3-7,"climate change,","and ultimately,",yes,yes
request-4-3-8,"and ultimately,",the degradation of nature,yes,yes
request-4-4-0,"businesses require transportation of goods,",leading to,yes,yes
request-4-4-1,leading to,"increased road infrastructure,",yes,yes
request-4-4-2,"increased road infrastructure,",which encourages,yes,yes
request-4-4-3,which encourages,"more vehicle use and traffic congestion,",yes,yes
request-4-4-4,"more vehicle use and traffic congestion,",resulting in,yes,yes
request-4-4-5,resulting in,"higher emissions and air pollution,",yes,yes
request-4-4-6,"higher emissions and air pollution,",contributing to,yes,yes
request-4-4-7,contributing to,the degradation of nature,yes,yes
request-5-0-0,heat from gas emissions absorbed by oceans,increase in ocean temperatures,yes,yes
request-5-0-1,increase in ocean temperatures,expansion of ocean water due to thermal expansion,yes,no
request-5-0-2,expansion of ocean water due to thermal expansion,decrease in ocean density,no,no
request-5-0-3,decrease in ocean density,reduction in the difference between the density of surface water and deep water,yes,no
request-5-0-4,reduction in the difference between the density of surface water and deep water,slower convection currents,yes,yes
request-5-0-5,slower convection currents,slowing of ocean vertical mixing,yes,yes
request-5-1-0,heat from gas emissions absorbed by oceans,increase in ocean temperatures,yes,yes
request-5-1-1,increase in ocean temperatures,increased evaporation of ocean water,yes,no
request-5-1-2,increased evaporation of ocean water,increase in atmospheric moisture,yes,no
request-5-1-3,increase in atmospheric moisture,formation of more and larger storms,yes,yes
request-5-1-4,formation of more and larger storms,increased winddriven mixing of surface waters,yes,yes
request-5-1-5,increased winddriven mixing of surface waters,slowing of ocean vertical mixing due to increased surface turbulence,no,no
request-5-2-0,heat from gas emissions absorbed by oceans,increase in ocean temperatures,yes,yes
request-5-2-1,increase in ocean temperatures,melting of sea ice,yes,no
request-5-2-2,melting of sea ice,reduction in ocean albedo,yes,yes
request-5-2-3,reduction in ocean albedo,increased absorption of solar radiation by the ocean,yes,yes
request-5-2-4,increased absorption of solar radiation by the ocean,further increase in ocean temperatures,yes,no
request-5-2-5,further increase in ocean temperatures,expansion of ocean water due to thermal expansion,yes,no
request-5-2-6,expansion of ocean water due to thermal expansion,decrease in ocean density,no,no
request-5-2-7,decrease in ocean density,reduction in the difference between the density of surface water and deep water,yes,no
request-5-2-8,reduction in the difference between the density of surface water and deep water,slower convection currents,yes,yes
request-5-2-9,slower convection currents,slowing of ocean vertical mixing,yes,yes
request-6-0-0,heat from gas emissions absorbed by oceans,increased ocean temperatures,yes,yes
request-6-0-1,increased ocean temperatures,reduced solubility of oxygen in warmer water,yes,no
request-6-0-2,reduced solubility of oxygen in warmer water,decreased oxygen concentration in surface waters,yes,yes
request-6-0-3,decreased oxygen concentration in surface waters,limited oxygen supply to deeper waters,yes,no
request-6-0-4,limited oxygen supply to deeper waters,ocean deoxygenation,yes,yes
request-6-1-0,heat from gas emissions absorbed by oceans,increased ocean temperatures,yes,yes
request-6-1-1,increased ocean temperatures,accelerated ocean currents and mixing,yes,no
request-6-1-2,accelerated ocean currents and mixing,upwelling of oxygendepleted deep water,yes,no
request-6-1-3,upwelling of oxygendepleted deep water,reduced oxygen concentration in surface waters,yes,no
request-6-1-4,reduced oxygen concentration in surface waters,ocean deoxygenation,yes,no
request-6-2-0,heat from gas emissions absorbed by oceans,increased ocean temperatures,yes,yes
request-6-2-1,increased ocean temperatures,increased stratification of ocean layers,yes,no
request-6-2-2,increased stratification of ocean layers,reduced vertical mixing of oxygenrich and oxygendepleted waters,yes,yes
request-6-2-3,reduced vertical mixing of oxygenrich and oxygendepleted waters,ocean deoxygenation,yes,yes
request-6-3-0,heat from gas emissions absorbed by oceans,increased ocean temperatures,yes,yes
request-6-3-1,increased ocean temperatures,altered precipitation patterns,yes,yes
request-6-3-2,altered precipitation patterns,increased river runoff and nutrient input,yes,no
request-6-3-3,increased river runoff and nutrient input,eutrophication of coastal waters,yes,no
request-6-3-4,eutrophication of coastal waters,increased biological productivity,yes,yes
request-6-3-5,increased biological productivity,enhanced oxygen consumption during decomposition,yes,yes
request-6-3-6,enhanced oxygen consumption during decomposition,ocean deoxygenation,yes,yes
request-7-0-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-0-1,increase in atmospheric co2 concentration,rise in global temperature,yes,no
request-7-0-2,rise in global temperature,increased ocean water temperature,yes,no
request-7-0-3,increased ocean water temperature,enhanced oceanic co2 uptake,no,no
request-7-0-4,enhanced oceanic co2 uptake,decrease in ocean ph levels,yes,no
request-7-0-5,decrease in ocean ph levels,ocean acidification,yes,yes
request-7-1-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-1-1,increase in atmospheric co2 concentration,increased oceanic co2 uptake,yes,no
request-7-1-2,increased oceanic co2 uptake,decrease in ocean ph levels,yes,no
request-7-1-3,decrease in ocean ph levels,ocean acidification,yes,yes
request-7-2-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-2-1,increase in atmospheric co2 concentration,rise in global temperature,yes,no
request-7-2-2,rise in global temperature,melting of polar ice caps,yes,no
request-7-2-3,melting of polar ice caps,increased ocean water volume,yes,no
request-7-2-4,increased ocean water volume,decrease in ocean ph levels,no,no
request-7-2-5,decrease in ocean ph levels,ocean acidification,yes,yes
request-8-0-0,melting of glaciers,rise in global sea level,yes,no
request-8-0-1,rise in global sea level,increased water input into oceans,no,yes
request-8-0-2,increased water input into oceans,changes in ocean density,yes,no
request-8-0-3,changes in ocean density,alteration of ocean currents at intermediate depths,yes,yes
request-8-0-4,alteration of ocean currents at intermediate depths,disruption of ocean currents at intermediate depths,no,yes
request-8-1-0,melting of glaciers,rise in global sea level,yes,no
request-8-1-1,rise in global sea level,increased water input into oceans,no,yes
request-8-1-2,increased water input into oceans,changes in ocean salinity,yes,no
request-8-1-3,changes in ocean salinity,alteration of ocean currents at intermediate depths,yes,yes
request-8-1-4,alteration of ocean currents at intermediate depths,disruption of ocean currents at intermediate depths,no,yes
request-8-2-0,melting of glaciers,rise in global sea level,yes,no
request-8-2-1,rise in global sea level,increased water input into oceans,no,yes
request-8-2-2,increased water input into oceans,changes in ocean temperature,yes,no
request-8-2-3,changes in ocean temperature,alteration of ocean currents at intermediate depths,yes,yes
request-8-2-4,alteration of ocean currents at intermediate depths,disruption of ocean currents at intermediate depths,no,yes
request-8-3-0,melting of glaciers,rise in global sea level,yes,no
request-8-3-1,rise in global sea level,increased water input into oceans,no,yes
request-8-3-2,increased water input into oceans,changes in ocean density and temperature,yes,no
request-8-3-3,changes in ocean density and temperature,alteration of ocean currents at intermediate depths,yes,yes
request-8-3-4,alteration of ocean currents at intermediate depths,disruption of ocean currents at intermediate depths,no,yes
request-9-0-0,melting of glaciers,increase in sea level due to added water volume,yes,no
request-9-0-1,increase in sea level due to added water volume,displacement of warm surface water by the increased volume,no,no
request-9-0-2,displacement of warm surface water by the increased volume,reduction in warm surface water available for heat exchange with the atmosphere,yes,yes
request-9-0-3,reduction in warm surface water available for heat exchange with the atmosphere,decrease in ocean surface temperature,yes,yes
request-9-0-4,decrease in ocean surface temperature,redistribution of heat within the ocean,yes,no
request-9-0-5,redistribution of heat within the ocean,disruption of ocean temperature at intermediate depths,yes,yes
request-9-1-0,melting of glaciers,increase in freshwater input to the ocean,yes,no
request-9-1-1,increase in freshwater input to the ocean,reduction in salinity of surface ocean water,yes,yes
request-9-1-2,reduction in salinity of surface ocean water,change in density of surface ocean water,yes,no
request-9-1-3,change in density of surface ocean water,alteration of ocean circulation patterns,yes,yes
request-9-1-4,alteration of ocean circulation patterns,disruption of ocean temperature at intermediate depths,yes,yes
request-9-2-0,melting of glaciers,increase in runoff into rivers,yes,no
request-9-2-1,increase in runoff into rivers,change in river discharge patterns,yes,yes
request-9-2-2,change in river discharge patterns,modification of coastal upwelling,yes,yes
request-9-2-3,modification of coastal upwelling,influence on intermediatedepth ocean currents,yes,yes
request-9-2-4,influence on intermediatedepth ocean currents,disruption of ocean temperature at intermediate depths,yes,yes
request-9-3-0,melting of glaciers,increase in sea surface height,yes,no
request-9-3-1,increase in sea surface height,change in ocean pressure,yes,yes
request-9-3-2,change in ocean pressure,activation of pressuredriven ocean currents,yes,yes
request-9-3-3,activation of pressuredriven ocean currents,disruption of ocean temperature at intermediate depths,yes,yes
request-11-0-0,meltwaterinduced weakening of ocean circulation,"reduced upwelling of cold, nutrientrich deep water",yes,no
request-11-0-1,"reduced upwelling of cold, nutrientrich deep water",decreased vertical mixing and heat transfer in the ocean,yes,yes
request-11-0-2,decreased vertical mixing and heat transfer in the ocean,warming of intermediatedepth waters,yes,yes
request-11-1-0,meltwaterinduced weakening of ocean circulation,"reduced formation of dense, cold water masses",yes,no
request-11-1-1,"reduced formation of dense, cold water masses",decreased sinking and vertical transport of heat and water,yes,yes
request-11-1-2,decreased sinking and vertical transport of heat and water,warming of intermediatedepth waters,yes,yes
request-11-2-0,meltwaterinduced weakening of ocean circulation,reduced horizontal transport of heat by ocean currents,yes,yes
request-11-2-1,reduced horizontal transport of heat by ocean currents,decreased heat transfer from the surface to intermediate depths,yes,yes
request-11-2-2,decreased heat transfer from the surface to intermediate depths,warming of intermediatedepth waters,yes,yes
request-12-0-0,warming of intermediatedepth waters,increased temperature conducts heat to shallower waters,yes,yes
request-12-0-1,increased temperature conducts heat to shallower waters,rising temperature at shallow depths,yes,yes
request-12-0-2,rising temperature at shallow depths,methane hydrates become less stable due to higher temperature,yes,yes
request-12-0-3,methane hydrates become less stable due to higher temperature,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-1-0,warming of intermediatedepth waters,reduced salinity due to freshwater input from melting polar ice,no,yes
request-12-1-1,reduced salinity due to freshwater input from melting polar ice,decreased density of intermediate waters,yes,yes
request-12-1-2,decreased density of intermediate waters,increased vertical mixing of ocean waters,yes,yes
request-12-1-3,increased vertical mixing of ocean waters,heat and freshwater transported to shallower depths,yes,yes
request-12-1-4,heat and freshwater transported to shallower depths,rising temperature and lowered salinity at shallow depths,yes,yes
request-12-1-5,rising temperature and lowered salinity at shallow depths,methane hydrates become less stable due to higher temperature and lower pressure,yes,yes
request-12-1-6,methane hydrates become less stable due to higher temperature and lower pressure,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-2-0,warming of intermediatedepth waters,expansion of warm water masses,yes,yes
request-12-2-1,expansion of warm water masses,intrusion of warm water masses into shallow seas and continental shelves,yes,yes
request-12-2-2,intrusion of warm water masses into shallow seas and continental shelves,rising temperature at shallow depths,yes,yes
request-12-2-3,rising temperature at shallow depths,methane hydrates become less stable due to higher temperature,yes,yes
request-12-2-4,methane hydrates become less stable due to higher temperature,destabilization of shallow subsurface methane hydrates,yes,yes
request-13-0-0,<chain 1>,warming of intermediatedepth waters,yes,yes
request-13-0-1,warming of intermediatedepth waters,expansion of warm water volume,yes,yes
request-13-0-2,expansion of warm water volume,increased pressure on seafloor,yes,no
request-13-0-3,increased pressure on seafloor,deformation of hydrates on seafloor,yes,yes
request-13-0-4,deformation of hydrates on seafloor,release of methane from hydrates,yes,yes
request-13-1-0,<chain 2>,warming of intermediatedepth waters,yes,yes
request-13-1-1,warming of intermediatedepth waters,increased ocean circulation,yes,yes
request-13-1-2,increased ocean circulation,enhanced seafloor currents,yes,yes
request-13-1-3,enhanced seafloor currents,stirring of seafloor sediments,yes,yes
request-13-1-4,stirring of seafloor sediments,exposure of methanerich sediments,yes,yes
request-13-1-5,exposure of methanerich sediments,release of methane from sediments,yes,yes
request-13-2-0,<chain 3>,warming of intermediatedepth waters,yes,yes
request-13-2-1,warming of intermediatedepth waters,rise in sea surface temperature,yes,yes
request-13-2-2,rise in sea surface temperature,increased precipitation and runoff,yes,no
request-13-2-3,increased precipitation and runoff,increased freshwater input to coastal areas,yes,yes
request-13-2-4,increased freshwater input to coastal areas,reduced oxygen levels in bottom waters,yes,no
request-13-2-5,reduced oxygen levels in bottom waters,creation of anoxic conditions,yes,yes
request-13-2-6,creation of anoxic conditions,methane production by anaerobic microbes,yes,yes
request-13-2-7,methane production by anaerobic microbes,release of methane from anoxic zones,yes,yes
request-14-0-0,shutdown of energy production,increase in energy prices,yes,no
request-14-0-1,increase in energy prices,increased production costs for goods and services,yes,yes
request-14-0-2,increased production costs for goods and services,reduction in supply of goods and services,yes,no
request-14-0-3,reduction in supply of goods and services,increased demand for goods and services,no,no
request-14-0-4,increased demand for goods and services,inflation,yes,no
request-14-1-0,shutdown of energy production,increase in energy prices,yes,no
request-14-1-1,increase in energy prices,increased transportation costs,yes,yes
request-14-1-2,increased transportation costs,increased distribution costs for goods and services,yes,yes
request-14-1-3,increased distribution costs for goods and services,reduction in supply of goods and services,yes,no
request-14-1-4,reduction in supply of goods and services,increased demand for goods and services,no,no
request-14-1-5,increased demand for goods and services,inflation,yes,no
request-14-2-0,shutdown of energy production,increase in energy prices,yes,no
request-14-2-1,increase in energy prices,reduced investment in production,yes,yes
request-14-2-2,reduced investment in production,reduction in supply of goods and services,yes,yes
request-14-2-3,reduction in supply of goods and services,increased demand for goods and services,no,no
request-14-2-4,increased demand for goods and services,inflation,yes,no
request-14-3-0,shutdown of energy production,increase in energy prices,yes,no
request-14-3-1,increase in energy prices,increased consumer spending on energy,no,yes
request-14-3-2,increased consumer spending on energy,reduced consumer spending on goods and services,yes,no
request-14-3-3,reduced consumer spending on goods and services,reduction in demand for goods and services,yes,yes
request-14-3-4,reduction in demand for goods and services,decrease in prices of goods and services,yes,no
request-14-3-5,decrease in prices of goods and services,inflation,no,no
request-15-0-0,shutdown of energy production,reduction in power supply,yes,yes
request-15-0-1,reduction in power supply,increased demand on remaining power sources,yes,yes
request-15-0-2,increased demand on remaining power sources,overloading of power infrastructure,yes,yes
request-15-0-3,overloading of power infrastructure,power outages,yes,no
request-15-0-4,power outages,disruption of supply chains,yes,no
request-15-0-5,disruption of supply chains,shortages,yes,yes
request-15-1-0,shutdown of energy production,reduction in power supply,yes,yes
request-15-1-1,reduction in power supply,increased demand on public transportation,yes,no
request-15-1-2,increased demand on public transportation,overcrowding and congestion,yes,yes
request-15-1-3,overcrowding and congestion,increased fuel consumption,yes,no
request-15-1-4,increased fuel consumption,shortages of fuel,yes,no
request-15-1-5,shortages of fuel,shortages,yes,yes
request-15-2-0,shutdown of energy production,reduction in power supply,yes,yes
request-15-2-1,reduction in power supply,disruption of water treatment facilities,yes,yes
request-15-2-2,disruption of water treatment facilities,reduced water supply,yes,yes
request-15-2-3,reduced water supply,shortages of clean water,yes,yes
request-15-2-4,shortages of clean water,shortages,yes,yes
request-15-3-0,shutdown of energy production,reduction in power supply,yes,yes
request-15-3-1,reduction in power supply,disruption of food processing and storage facilities,yes,no
request-15-3-2,disruption of food processing and storage facilities,decreased food supply,yes,yes
request-15-3-3,decreased food supply,shortages of food,yes,yes
request-15-3-4,shortages of food,shortages,yes,yes
request-15-4-0,shutdown of energy production,reduction in power supply,yes,yes
request-15-4-1,reduction in power supply,disruption of medical equipment and services,yes,no
request-15-4-2,disruption of medical equipment and services,shortages of medical supplies and services,yes,yes
request-15-4-3,shortages of medical supplies and services,shortages,yes,yes
request-16-0-0,shutdown of energy production,increase in energy prices,yes,no
request-16-0-1,increase in energy prices,increased production costs for goods and services,yes,yes
request-16-0-2,increased production costs for goods and services,reduction in supply of goods and services,yes,no
request-16-0-3,reduction in supply of goods and services,increased demand for goods and services,no,no
request-16-0-4,increased demand for goods and services,inflation,yes,no
request-16-1-0,shutdown of energy production,increase in energy prices,yes,no
request-16-1-1,increase in energy prices,increased transportation costs,yes,yes
request-16-1-2,increased transportation costs,increased distribution costs for goods and services,yes,yes
request-16-1-3,increased distribution costs for goods and services,reduction in supply of goods and services,yes,no
request-16-1-4,reduction in supply of goods and services,increased demand for goods and services,no,no
request-16-1-5,increased demand for goods and services,inflation,yes,no
request-16-2-0,shutdown of energy production,increase in energy prices,yes,no
request-16-2-1,increase in energy prices,reduced investment in production,yes,yes
request-16-2-2,reduced investment in production,reduction in supply of goods and services,yes,yes
request-16-2-3,reduction in supply of goods and services,increased demand for goods and services,no,no
request-16-2-4,increased demand for goods and services,inflation,yes,no
request-16-3-0,shutdown of energy production,increase in energy prices,yes,no
request-16-3-1,increase in energy prices,increased consumer spending on energy,no,yes
request-16-3-2,increased consumer spending on energy,reduced consumer spending on goods and services,yes,no
request-16-3-3,reduced consumer spending on goods and services,reduction in demand for goods and services,yes,yes
request-16-3-4,reduction in demand for goods and services,decrease in prices of goods and services,yes,no
request-16-3-5,decrease in prices of goods and services,inflation,no,no
request-17-0-0,shutdown of energy production,reduction in power supply,yes,yes
request-17-0-1,reduction in power supply,increased demand on remaining power sources,yes,yes
request-17-0-2,increased demand on remaining power sources,overloading of power infrastructure,yes,yes
request-17-0-3,overloading of power infrastructure,power outages,yes,no
request-17-0-4,power outages,disruption of supply chains,yes,no
request-17-0-5,disruption of supply chains,shortages,yes,yes
request-17-1-0,shutdown of energy production,reduction in power supply,yes,yes
request-17-1-1,reduction in power supply,increased demand on public transportation,yes,no
request-17-1-2,increased demand on public transportation,overcrowding and congestion,yes,yes
request-17-1-3,overcrowding and congestion,increased fuel consumption,yes,no
request-17-1-4,increased fuel consumption,shortages of fuel,yes,no
request-17-1-5,shortages of fuel,shortages,yes,yes
request-17-2-0,shutdown of energy production,reduction in power supply,yes,yes
request-17-2-1,reduction in power supply,disruption of water treatment facilities,yes,yes
request-17-2-2,disruption of water treatment facilities,reduced water supply,yes,yes
request-17-2-3,reduced water supply,shortages of clean water,yes,yes
request-17-2-4,shortages of clean water,shortages,yes,yes
request-17-3-0,shutdown of energy production,reduction in power supply,yes,yes
request-17-3-1,reduction in power supply,disruption of food processing and storage facilities,yes,no
request-17-3-2,disruption of food processing and storage facilities,decreased food supply,yes,yes
request-17-3-3,decreased food supply,shortages of food,yes,yes
request-17-3-4,shortages of food,shortages,yes,yes
request-17-4-0,shutdown of energy production,reduction in power supply,yes,yes
request-17-4-1,reduction in power supply,disruption of medical equipment and services,yes,no
request-17-4-2,disruption of medical equipment and services,shortages of medical supplies and services,yes,yes
request-17-4-3,shortages of medical supplies and services,shortages,yes,yes
request-18-0-0,russia,invades ukraine,yes,yes
request-18-0-1,invades ukraine,european union imposes sanctions on russia,yes,yes
request-18-0-2,european union imposes sanctions on russia,russia's economy is impacted,yes,yes
request-18-0-3,russia's economy is impacted,ruble devalues,yes,yes
request-18-0-4,ruble devalues,imports become more expensive,yes,yes
request-18-0-5,imports become more expensive,inflation increases in russia,yes,yes
request-18-1-0,russia,invades ukraine,yes,yes
request-18-1-1,invades ukraine,international community imposes sanctions on russia,yes,yes
request-18-1-2,international community imposes sanctions on russia,russia's trade partners reduce or stop exports to russia,yes,yes
request-18-1-3,russia's trade partners reduce or stop exports to russia,russia faces scarcity of goods,yes,yes
request-18-1-4,russia faces scarcity of goods,prices of goods increase,yes,no
request-18-1-5,prices of goods increase,inflation rises in russia,yes,yes
request-18-2-0,russia,invades ukraine,yes,yes
request-18-2-1,invades ukraine,ukraine reduces or stops exports of natural gas to europe,no,no
request-18-2-2,ukraine reduces or stops exports of natural gas to europe,europe faces gas shortage,yes,no
request-18-2-3,europe faces gas shortage,european countries increase purchases of gas from other suppliers,yes,no
request-18-2-4,european countries increase purchases of gas from other suppliers,global gas prices increase,yes,yes
request-18-2-5,global gas prices increase,"inflation rises globally, including in russia",yes,yes
request-19-0-0,russia,invades ukraine,yes,yes
request-19-0-1,invades ukraine,ukraine closes airspace,yes,no
request-19-0-2,ukraine closes airspace,disruption of air freight,yes,no
request-19-0-3,disruption of air freight,shortages of goods,yes,yes
request-19-1-0,russia,invades ukraine,yes,yes
request-19-1-1,invades ukraine,ukraine imposes sanctions,no,no
request-19-1-2,ukraine imposes sanctions,disruption of trade,yes,no
request-19-1-3,disruption of trade,shortages of goods,yes,yes
request-19-2-0,russia,invades ukraine,yes,yes
request-19-2-1,invades ukraine,global condemnation,yes,no
request-19-2-2,global condemnation,economic isolation,yes,yes
request-19-2-3,economic isolation,shortages of goods,yes,yes
request-19-3-0,russia,invades ukraine,yes,yes
request-19-3-1,invades ukraine,ukraine seeks military aid,yes,no
request-19-3-2,ukraine seeks military aid,arms embargo on russia,yes,yes
request-19-3-3,arms embargo on russia,shortages of raw materials,no,no
request-19-3-4,shortages of raw materials,shortages of goods,yes,yes
request-19-4-0,russia,invades ukraine,yes,yes
request-19-4-1,invades ukraine,ukraine seeks energy aid,yes,no
request-19-4-2,ukraine seeks energy aid,reduction in russian energy exports,yes,yes
request-19-4-3,reduction in russian energy exports,increase in energy prices,yes,no
request-19-4-4,increase in energy prices,shortages of goods,yes,no
request-19-5-0,russia,invades ukraine,yes,yes
request-19-5-1,invades ukraine,ukraine blocks russian ships,yes,no
request-19-5-2,ukraine blocks russian ships,disruption of maritime trade,yes,yes
request-19-5-3,disruption of maritime trade,shortages of goods,yes,yes
request-20-0-0,united states implements expansionary fiscal policy,this increases aggregate demand in the economy,yes,yes
request-20-0-1,this increases aggregate demand in the economy,"with a fixed supply of goods and services, the increased demand",yes,no
request-20-0-2,"with a fixed supply of goods and services, the increased demand",inflation,yes,yes
request-20-1-0,united states federal reserve implements an expansionary monetary policy,this makes borrowing cheaper and encourages businesses to invest and consumers to spend,yes,yes
request-20-1-1,this makes borrowing cheaper and encourages businesses to invest and consumers to spend,increased economic activity,yes,yes
request-20-1-2,increased economic activity,"with a fixed supply of goods and services, the increased demand",yes,no
request-20-1-3,"with a fixed supply of goods and services, the increased demand",inflation,yes,no
request-20-2-0,united states government implements trade protectionist policies,these policies increase the cost of imported goods for domestic producers,yes,yes
request-20-2-1,these policies increase the cost of imported goods for domestic producers,domestic producers pass on these increased costs to consumers in the form of higher prices,yes,yes
request-20-2-2,domestic producers pass on these increased costs to consumers in the form of higher prices,higher prices contribute to overall inflation,yes,yes
request-20-2-3,higher prices contribute to overall inflation,inflation,yes,yes
request-20-3-0,united states government increases the minimum wage,this increases labor costs for businesses,yes,yes
request-20-3-1,this increases labor costs for businesses,businesses pass on these increased costs to consumers in the form of higher prices for goods and services,yes,yes
