custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-2-2-3,increased greenhouse gas levels,climate change,yes,no
request-2-3-0,business,production processes,yes,no
request-2-3-1,production processes,pollution,yes,no
request-2-3-2,pollution,environmental degradation,yes,no
request-2-3-3,environmental degradation,climate change,yes,yes
request-2-4-0,business,transportation systems,yes,yes
request-2-4-1,transportation systems,fuel combustion,yes,no
request-2-4-2,fuel combustion,greenhouse gas accumulation,yes,no
request-2-4-3,greenhouse gas accumulation,climate change,yes,no
request-2-5-0,business,agricultural expansion,yes,yes
request-2-5-1,agricultural expansion,methane emissions,yes,no
request-2-5-2,methane emissions,atmospheric warming,yes,yes
request-2-5-3,atmospheric warming,climate change,yes,no
request-2-6-0,business,demand for products,yes,yes
request-2-6-1,demand for products,resource extraction,yes,yes
request-2-6-2,resource extraction,ecosystem disruption,yes,no
request-2-6-3,ecosystem disruption,climate change,yes,yes
request-2-7-0,business,waste generation,yes,yes
request-2-7-1,waste generation,landfill methane production,yes,no
request-2-7-2,landfill methane production,greenhouse gas increase,yes,no
request-2-7-3,greenhouse gas increase,climate change,yes,no
request-3-0-0,business,industrial activity,yes,no
request-3-0-1,industrial activity,deforestation,yes,no
request-3-0-2,deforestation,habitat destruction,yes,no
request-3-0-3,habitat destruction,loss of biodiversity,yes,no
request-3-1-0,business,agricultural expansion,yes,yes
request-3-1-1,agricultural expansion,land use change,yes,yes
request-3-1-2,land use change,habitat loss,yes,no
request-3-1-3,habitat loss,loss of biodiversity,yes,no
request-3-2-0,business,pollution,yes,yes
request-3-2-1,pollution,water contamination,yes,yes
request-3-2-2,water contamination,ecosystem degradation,yes,yes
request-3-2-3,ecosystem degradation,loss of biodiversity,yes,yes
request-3-3-0,business,resource extraction,yes,yes
request-3-3-1,resource extraction,mining operations,no,yes
request-3-3-2,mining operations,soil degradation,yes,no
request-3-3-3,soil degradation,loss of biodiversity,yes,yes
request-3-4-0,business,greenhouse gas emissions,yes,no
request-3-4-1,greenhouse gas emissions,climate change,yes,no
request-3-4-2,climate change,altered ecosystems,yes,yes
request-3-4-3,altered ecosystems,loss of biodiversity,yes,yes
request-3-5-0,business,overfishing,yes,no
request-3-5-1,overfishing,marine ecosystem destruction,yes,no
request-3-5-2,marine ecosystem destruction,species extinction,yes,yes
request-3-5-3,species extinction,loss of biodiversity,yes,yes
request-3-6-0,business,urbanization,yes,yes
request-3-6-1,urbanization,land fragmentation,yes,no
request-3-6-2,land fragmentation,ecosystem imbalance,yes,no
request-3-6-3,ecosystem imbalance,loss of biodiversity,yes,yes
request-3-7-0,business,introduction of invasive species,yes,no
request-3-7-1,introduction of invasive species,native species competition,yes,no
request-3-7-2,native species competition,species decline,yes,yes
request-3-7-3,species decline,loss of biodiversity  ,yes,yes
request-4-0-0,business,industrial production,yes,no
request-4-0-1,industrial production,resource extraction,yes,yes
request-4-0-2,resource extraction,deforestation,yes,no
request-4-0-3,deforestation,loss of biodiversity,yes,no
request-4-0-4,loss of biodiversity,degradation of nature,yes,yes
request-4-1-0,business,industrial production,yes,no
request-4-1-1,industrial production,carbon emissions,yes,no
request-4-1-2,carbon emissions,climate change,yes,no
request-4-1-3,climate change,habitat destruction,yes,yes
request-4-1-4,habitat destruction,degradation of nature,yes,yes
request-4-2-0,business,product manufacturing,yes,yes
request-4-2-1,product manufacturing,waste generation,yes,no
request-4-2-2,waste generation,plastic pollution,yes,no
request-4-2-3,plastic pollution,water contamination,yes,no
request-4-2-4,water contamination,degradation of nature,yes,yes
request-4-3-0,business,agricultural expansion,yes,yes
request-4-3-1,agricultural expansion,land use change,yes,yes
request-4-3-2,land use change,soil erosion,yes,yes
request-4-3-3,soil erosion,reduced soil fertility,yes,no
request-4-3-4,reduced soil fertility,degradation of nature,yes,yes
request-4-4-0,business,urban development,yes,yes
request-4-4-1,urban development,infrastructure expansion,yes,yes
request-4-4-2,infrastructure expansion,wetland destruction,yes,no
request-4-4-3,wetland destruction,loss of ecosystem services,yes,no
request-4-4-4,loss of ecosystem services,degradation of nature,yes,yes
request-4-5-0,business,energy production,yes,yes
request-4-5-1,energy production,fossil fuel use,yes,yes
request-4-5-2,fossil fuel use,air pollution,yes,no
request-4-5-3,air pollution,acid rain,yes,no
request-4-5-4,acid rain,degradation of nature,yes,no
request-4-6-0,business,mining activities,yes,yes
request-4-6-1,mining activities,habitat disruption,yes,no
request-4-6-2,habitat disruption,water scarcity,yes,yes
request-4-6-3,water scarcity,ecosystem imbalance,yes,yes
request-4-6-4,ecosystem imbalance,degradation of nature  ,yes,yes
request-5-0-0,heat from gas emissions absorbed by oceans,temperature of ocean surface increases,yes,yes
request-5-0-1,temperature of ocean surface increases,density of ocean surface decreases,yes,no
request-5-0-2,density of ocean surface decreases,difference in density between surface and deeper ocean layers decreases,no,yes
request-5-0-3,difference in density between surface and deeper ocean layers decreases,slowing of ocean vertical mixing,no,no
request-5-1-0,heat from gas emissions absorbed by oceans,temperature of ocean surface increases,yes,yes
request-5-1-1,temperature of ocean surface increases,thermal stratification of ocean increases,yes,yes
request-5-1-2,thermal stratification of ocean increases,resistance to mixing between ocean layers increases,yes,yes
request-5-1-3,resistance to mixing between ocean layers increases,slowing of ocean vertical mixing  ,yes,yes
request-6-0-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,no
request-6-0-1,ocean temperature rise,increased ocean stratification,yes,yes
request-6-0-2,increased ocean stratification,reduced mixing of oxygen between surface and deeper layers,yes,yes
request-6-0-3,reduced mixing of oxygen between surface and deeper layers,ocean deoxygenation,yes,no
request-6-1-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,yes
request-6-1-1,ocean temperature rise,increased metabolic rates of marine organisms,yes,no
request-6-1-2,increased metabolic rates of marine organisms,higher oxygen consumption by marine organisms,yes,no
request-6-1-3,higher oxygen consumption by marine organisms,ocean deoxygenation,yes,no
request-6-2-0,heat from gas emissions absorbed by oceans,ocean temperature rise,no,yes
request-6-2-1,ocean temperature rise,reduced solubility of oxygen in warmer water,yes,no
request-6-2-2,reduced solubility of oxygen in warmer water,lower oxygen levels in ocean water,yes,no
request-6-2-3,lower oxygen levels in ocean water,ocean deoxygenation,no,yes
request-6-3-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,yes
request-6-3-1,ocean temperature rise,changes in ocean circulation patterns,yes,no
request-6-3-2,changes in ocean circulation patterns,reduced transport of oxygen to certain ocean regions,yes,no
request-6-3-3,reduced transport of oxygen to certain ocean regions,ocean deoxygenation,yes,yes
request-7-0-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-0-1,increase in atmospheric co2 concentration,greater co2 absorption by oceans,yes,no
request-7-0-2,greater co2 absorption by oceans,rise in dissolved co2 in seawater,yes,no
request-7-0-3,rise in dissolved co2 in seawater,formation of carbonic acid in seawater,yes,yes
request-7-0-4,formation of carbonic acid in seawater,increase in hydrogen ion concentration in seawater,yes,no
request-7-0-5,increase in hydrogen ion concentration in seawater,ocean acidification,yes,yes
request-7-1-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-1-1,increase in atmospheric co2 concentration,rise in ocean surface temperature,yes,yes
request-7-1-2,rise in ocean surface temperature,changes in ocean chemistry,yes,no
request-7-1-3,changes in ocean chemistry,formation of carbonic acid in seawater,yes,yes
request-7-1-4,formation of carbonic acid in seawater,increase in hydrogen ion concentration in seawater,yes,no
request-7-1-5,increase in hydrogen ion concentration in seawater,ocean acidification,yes,yes
request-8-0-0,melting of glaciers,increase in freshwater input into the ocean,yes,no
request-8-0-1,increase in freshwater input into the ocean,decrease in salinity of surface water,yes,no
request-8-0-2,decrease in salinity of surface water,reduction in water density,yes,no
request-8-0-3,reduction in water density,inhibition of sinking of water in polar regions,yes,no
request-8-0-4,inhibition of sinking of water in polar regions,disruption of ocean currents at intermediate depths,yes,yes
request-8-1-0,melting of glaciers,increase in freshwater input into the ocean,yes,yes
request-8-1-1,increase in freshwater input into the ocean,alteration of temperature gradients in the ocean,yes,yes
request-8-1-2,alteration of temperature gradients in the ocean,disruption of water mixing processes,yes,yes
request-8-1-3,disruption of water mixing processes,disruption of ocean currents at intermediate depths,yes,yes
request-8-2-0,melting of glaciers,increase in freshwater input into the ocean,yes,yes
request-8-2-1,increase in freshwater input into the ocean,change in stratification of ocean water layers,yes,no
request-8-2-2,change in stratification of ocean water layers,weakening of thermohaline circulation,yes,yes
request-8-2-3,weakening of thermohaline circulation,disruption of ocean currents at intermediate depths,yes,yes
request-9-0-0,melting of glaciers,increase in freshwater entering the ocean,yes,no
request-9-0-1,increase in freshwater entering the ocean,reduction in salinity of seawater,yes,no
request-9-0-2,reduction in salinity of seawater,alteration in ocean circulation patterns,yes,yes
request-9-0-3,alteration in ocean circulation patterns,disruption of ocean temperature at intermediate depths,yes,yes
request-9-1-0,melting of glaciers,increase in freshwater entering the ocean,yes,no
request-9-1-1,increase in freshwater entering the ocean,decrease in density of seawater,yes,no
request-9-1-2,decrease in density of seawater,disturbance in thermohaline circulation,yes,yes
request-9-1-3,disturbance in thermohaline circulation,disruption of ocean temperature at intermediate depths,yes,yes
request-9-2-0,melting of glaciers,increase in freshwater entering the ocean,yes,no
request-9-2-1,increase in freshwater entering the ocean,local cooling of ocean water due to freshwater mixing,yes,no
request-9-2-2,local cooling of ocean water due to freshwater mixing,interference with heat distribution in ocean layers,yes,yes
request-9-2-3,interference with heat distribution in ocean layers,disruption of ocean temperature at intermediate depths,yes,yes
request-10-0-0,climate change,increase in global temperatures,yes,no
request-10-0-1,increase in global temperatures,rising atmospheric heat,yes,"no rising atmospheric heat is typically a result of increasing global temperatures caused by factors such as greenhouse gas emissions, rather than the cause itself"
request-10-0-2,rising atmospheric heat,warmer arctic regions,yes,yes
request-10-0-3,warmer arctic regions,melting of glaciers,yes,yes
request-10-1-0,climate change,increase in greenhouse gas emissions,yes,yes
request-10-1-1,increase in greenhouse gas emissions,trapping of more heat in the atmosphere,yes,yes
request-10-1-2,trapping of more heat in the atmosphere,increased surface temperatures,yes,yes
request-10-1-3,increased surface temperatures,melting of glaciers,yes,no
request-10-2-0,climate change,variability in weather patterns,yes,no
request-10-2-1,variability in weather patterns,prolonged heatwaves,yes,yes
request-10-2-2,prolonged heatwaves,sustained ice melting,yes,no
request-10-2-3,sustained ice melting,melting of glaciers,yes,yes
request-10-3-0,climate change,warming of oceans,yes,no
request-10-3-1,warming of oceans,increased ocean heat transfer to coastal glaciers,yes,no
request-10-3-2,increased ocean heat transfer to coastal glaciers,increased glacier melting rates,yes,yes
request-10-3-3,increased glacier melting rates,melting of glaciers,yes,yes
request-10-4-0,climate change,changes in precipitation patterns,yes,no
request-10-4-1,changes in precipitation patterns,decrease in snowfall,yes,yes
request-10-4-2,decrease in snowfall,reduced glacier replenishment,yes,no
request-10-4-3,reduced glacier replenishment,melting of glaciers ,yes,no
request-11-0-0,meltwaterinduced weakening of ocean circulation,reduced heat transport to polar regions,yes,no
request-11-0-1,reduced heat transport to polar regions,increased heat retention in midlatitude waters,yes,yes
request-11-0-2,increased heat retention in midlatitude waters,warming of intermediatedepth waters,yes,yes
request-11-1-0,meltwaterinduced weakening of ocean circulation,altered oceanic current patterns,yes,no
request-11-1-1,altered oceanic current patterns,accumulation of heat in intermediatedepth layers,yes,yes
request-11-1-2,accumulation of heat in intermediatedepth layers,warming of intermediatedepth waters,yes,yes
request-11-2-0,meltwaterinduced weakening of ocean circulation,slowing of vertical mixing in the ocean,yes,yes
request-11-2-1,slowing of vertical mixing in the ocean,reduced heat exchange between surface and deeper layers,yes,yes
request-11-2-2,reduced heat exchange between surface and deeper layers,warming of intermediatedepth waters  ,yes,yes
request-12-0-0,warming of intermediatedepth waters,warming of seabed sediments,yes,yes
request-12-0-1,warming of seabed sediments,destabilization of shallow subsurface methane hydrates,yes,no
request-12-1-0,warming of intermediatedepth waters,increased upward heat flux,yes,no
request-12-1-1,increased upward heat flux,warming of shallow subsurface sediments,no,yes
request-12-1-2,warming of shallow subsurface sediments,destabilization of shallow subsurface methane hydrates,yes,no
request-12-2-0,warming of intermediatedepth waters,enhanced thermal conduction in sediments,no,no
request-12-2-1,enhanced thermal conduction in sediments,increased temperature at hydrate stability zone,yes,no
request-12-2-2,increased temperature at hydrate stability zone,destabilization of shallow subsurface methane hydrates,yes,no
request-13-0-0,warming of intermediatedepth waters,destabilization of methane hydrates,yes,yes
request-13-0-1,destabilization of methane hydrates,release of methane,yes,yes
request-13-1-0,warming of intermediatedepth waters,increased seafloor temperature,yes,no
request-13-1-1,increased seafloor temperature,destabilization of methane hydrates,yes,no
request-13-1-2,destabilization of methane hydrates,release of methane,yes,yes
request-13-2-0,warming of intermediatedepth waters,increased ocean circulation,no,yes
request-13-2-1,increased ocean circulation,destabilization of methane hydrates,yes,no
request-13-2-2,destabilization of methane hydrates,release of methane,yes,yes
request-13-3-0,warming of intermediatedepth waters,reduced pressure stability of methane hydrates,yes,no
request-13-3-1,reduced pressure stability of methane hydrates,destabilization of methane hydrates,yes,yes
request-13-3-2,destabilization of methane hydrates,release of methane  ,yes,yes
request-14-0-0,shutdown of energy production,reduction in energy supply,yes,yes
request-14-0-1,reduction in energy supply,increase in energy prices,yes,no
request-14-0-2,increase in energy prices,higher production costs,yes,yes
request-14-0-3,higher production costs,increased prices of goods and services,yes,yes
request-14-0-4,increased prices of goods and services,inflation,no,yes
request-14-1-0,shutdown of energy production,reduction in energy supply,yes,yes
request-14-1-1,reduction in energy supply,disruption in industrial production,yes,no
request-14-1-2,disruption in industrial production,decrease in supply of goods,yes,yes
request-14-1-3,decrease in supply of goods,increase in prices of goods and services,yes,no
request-14-1-4,increase in prices of goods and services,inflation,no,yes
request-14-2-0,shutdown of energy production,reduction in energy supply,yes,yes
request-14-2-1,reduction in energy supply,increase in transportation costs,yes,yes
request-14-2-2,increase in transportation costs,higher costs of goods distribution,yes,no
request-14-2-3,higher costs of goods distribution,increased prices of goods and services,yes,no
request-14-2-4,increased prices of goods and services,inflation,no,yes
request-14-3-0,shutdown of energy production,reduction in energy supply,yes,yes
request-14-3-1,reduction in energy supply,increase in energy imports,yes,no
request-14-3-2,increase in energy imports,higher import costs,yes,no
request-14-3-3,higher import costs,increase in prices of goods and services,yes,yes
request-14-3-4,increase in prices of goods and services,inflation,no,no
request-15-0-0,shutdown of energy production,reduction in energy supply,yes,yes
request-15-0-1,reduction in energy supply,disruption in industrial activities,yes,yes
request-15-0-2,disruption in industrial activities,decrease in production of goods,yes,yes
request-15-0-3,decrease in production of goods,shortages,yes,yes
request-15-1-0,shutdown of energy production,reduction in energy supply,yes,yes
request-15-1-1,reduction in energy supply,disruption in transportation and logistics,yes,yes
request-15-1-2,disruption in transportation and logistics,delayed delivery of goods,yes,yes
request-15-1-3,delayed delivery of goods,shortages,yes,yes
request-15-2-0,shutdown of energy production,reduction in energy supply,yes,yes
request-15-2-1,reduction in energy supply,increase in energy costs,yes,no
request-15-2-2,increase in energy costs,rise in production costs,yes,no
request-15-2-3,rise in production costs,decrease in production of goods,yes,yes
request-15-2-4,decrease in production of goods,shortages,yes,yes
request-15-3-0,shutdown of energy production,reduction in energy supply,yes,yes
request-15-3-1,reduction in energy supply,increased reliance on alternative energy sources,yes,no
request-15-3-2,increased reliance on alternative energy sources,insufficient energy availability,no,yes
request-15-3-3,insufficient energy availability,shortages,yes,yes
request-15-4-0,shutdown of energy production,reduction in energy supply,yes,yes
request-15-4-1,reduction in energy supply,failure to meet energy demands,yes,no
request-15-4-2,failure to meet energy demands,limited operation of essential services,yes,yes
request-15-4-3,limited operation of essential services,shortages  ,yes,yes
request-16-0-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-0-1,energy supply shortage,increase in energy prices,yes,no
request-16-0-2,increase in energy prices,increase in production costs,yes,yes
request-16-0-3,increase in production costs,rise in consumer prices,yes,no
request-16-0-4,rise in consumer prices,inflation,no,yes
request-16-1-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-1-1,energy supply shortage,increased transportation costs,yes,no
request-16-1-2,increased transportation costs,rise in product prices,yes,no
request-16-1-3,rise in product prices,inflation,yes,yes
request-16-2-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-2-1,energy supply shortage,reduced industrial output,yes,no
request-16-2-2,reduced industrial output,decrease in supply of goods and services,yes,yes
request-16-2-3,decrease in supply of goods and services,increase in demanddriven prices,yes,no
request-16-2-4,increase in demanddriven prices,inflation,yes,yes
request-16-3-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-3-1,energy supply shortage,increase in energy import dependency,yes,yes
request-16-3-2,increase in energy import dependency,increase in import costs,yes,no
request-16-3-3,increase in import costs,increase in overall price levels,yes,yes
request-16-3-4,increase in overall price levels,inflation,yes,no
request-16-4-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-4-1,energy supply shortage,panic buying of energy resources,yes,yes
request-16-4-2,panic buying of energy resources,sudden spike in energy prices,yes,yes
request-16-4-3,sudden spike in energy prices,increase in overall price levels,yes,no
request-16-4-4,increase in overall price levels,inflation,no,yes
request-17-0-0,shutdown of energy production,reduction in energy supply,yes,yes
request-17-0-1,reduction in energy supply,decreased industrial activity,yes,no
request-17-0-2,decreased industrial activity,decreased production of goods,yes,no
request-17-0-3,decreased production of goods,shortages,yes,yes
request-17-1-0,shutdown of energy production,reduction in energy supply,yes,yes
request-17-1-1,reduction in energy supply,increased energy prices,yes,no
request-17-1-2,increased energy prices,reduced affordability of goods,yes,no
request-17-1-3,reduced affordability of goods,shortages,no,yes
request-17-2-0,shutdown of energy production,reduction in energy supply,yes,yes
request-17-2-1,reduction in energy supply,disruption of transportation systems,yes,yes
request-17-2-2,disruption of transportation systems,delayed delivery of goods,yes,yes
request-17-2-3,delayed delivery of goods,shortages,yes,yes
request-17-3-0,shutdown of energy production,reduction in energy supply,yes,yes
request-17-3-1,reduction in energy supply,decreased agricultural output,yes,yes
request-17-3-2,decreased agricultural output,reduced availability of food,yes,no
request-17-3-3,reduced availability of food,shortages,yes,yes
request-17-4-0,shutdown of energy production,reduction in energy supply,yes,yes
request-17-4-1,reduction in energy supply,increased competition for resources,yes,yes
request-17-4-2,increased competition for resources,uneven distribution of goods,yes,yes
request-17-4-3,uneven distribution of goods,shortages,yes,yes
request-17-5-0,shutdown of energy production,reduction in energy supply,yes,yes
request-17-5-1,reduction in energy supply,decreased operation of water systems,yes,yes
request-17-5-2,decreased operation of water systems,reduced availability of clean water,yes,yes
request-17-5-3,reduced availability of clean water,shortages,yes,yes
request-18-0-0,russia,geopolitical tensions,yes,no
request-18-0-1,geopolitical tensions,energy supply disruptions,yes,yes
request-18-0-2,energy supply disruptions,increased oil and gas prices,yes,no
request-18-0-3,increased oil and gas prices,higher production costs,yes,yes
request-18-0-4,higher production costs,rising consumer prices,yes,no
request-18-0-5,rising consumer prices,inflation,no,yes
request-18-1-0,russia,military conflict,"i can't provide a simple ""yes"" or ""no"" response to that question if you'd like more information, feel free to ask!",no
request-18-1-1,military conflict,economic sanctions,yes,yes
request-18-1-2,economic sanctions,trade restrictions,yes,no
request-18-1-3,trade restrictions,supply chain disruptions,yes,yes
request-18-1-4,supply chain disruptions,scarcity of goods,yes,yes
request-18-1-5,scarcity of goods,rising consumer prices,yes,no
request-18-1-6,rising consumer prices,inflation,no,yes
request-18-2-0,russia,reduction in fertilizer exports,yes,"i'm sorry, i need more information to answer that question"
request-18-2-1,reduction in fertilizer exports,agricultural shortages,yes,yes
request-18-2-2,agricultural shortages,increased food prices,yes,no
request-18-2-3,increased food prices,rising consumer prices,yes,yes
request-18-2-4,rising consumer prices,inflation,no,yes
request-18-3-0,russia,decrease in natural gas supply,yes,no
request-18-3-1,decrease in natural gas supply,higher energy costs,yes,yes
request-18-3-2,higher energy costs,increased manufacturing costs,yes,no
request-18-3-3,increased manufacturing costs,rising consumer prices,yes,no
request-18-3-4,rising consumer prices,inflation,no,yes
request-18-4-0,russia,global political instability,"the issue is complex and cannot be accurately answered with a simple ""yes"" or ""no""","i'm sorry, but your question is unclear could you please provide more context or clarify what you mean?"
request-18-4-1,global political instability,currency devaluation in affected regions,yes,yes
request-18-4-2,currency devaluation in affected regions,increased import costs,yes,yes
request-18-4-3,increased import costs,rising consumer prices,yes,no
request-18-4-4,rising consumer prices,inflation  ,no,no
request-19-0-0,russia,russia invades ukraine,yes,no
request-19-0-1,russia invades ukraine,disruption in global supply chains,yes,no
request-19-0-2,disruption in global supply chains,reduced export of resources,yes,yes
request-19-0-3,reduced export of resources,shortages,yes,yes
request-19-1-0,russia,russia invades ukraine,yes,yes
request-19-1-1,russia invades ukraine,global economic sanctions on russia,yes,no
request-19-1-2,global economic sanctions on russia,reduced access to goods and resources,yes,no
request-19-1-3,reduced access to goods and resources,shortages,yes,yes
request-19-2-0,russia,russia invades ukraine,yes,yes
request-19-2-1,russia invades ukraine,disruption in energy exports,yes,no
request-19-2-2,disruption in energy exports,increased fuel prices,yes,no
request-19-2-3,increased fuel prices,decline in manufacturing output,yes,no
request-19-2-4,decline in manufacturing output,shortages,yes,yes
request-19-3-0,russia,russia invades ukraine,yes,yes
request-19-3-1,russia invades ukraine,increased geopolitical tensions,yes,yes
request-19-3-2,increased geopolitical tensions,trade restrictions,yes,yes
request-19-3-3,trade restrictions,limited availability of goods,yes,yes
request-19-3-4,limited availability of goods,shortages,yes,yes
request-19-4-0,russia,russia suspends resource exports,yes,yes
request-19-4-1,russia suspends resource exports,reduced supply of commodities,yes,no
request-19-4-2,reduced supply of commodities,supply chain disruptions,yes,yes
request-19-4-3,supply chain disruptions,shortages,yes,yes
request-20-0-0,united states policies,fiscal stimulus packages,yes,yes
request-20-0-1,fiscal stimulus packages,increased consumer spending,yes,no
request-20-0-2,increased consumer spending,higher demand for goods and services,yes,yes
request-20-0-3,higher demand for goods and services,supply chain constraints,yes,yes
request-20-0-4,supply chain constraints,increased production costs,yes,yes
request-20-0-5,increased production costs,higher prices,yes,no
request-20-0-6,higher prices,inflation,no,yes
request-20-1-0,united states policies,expansionary monetary policy,no,no
request-20-1-1,expansionary monetary policy,lower interest rates,yes,no
request-20-1-2,lower interest rates,increased borrowing and spending,yes,no
request-20-1-3,increased borrowing and spending,higher demand for goods and services,yes,yes
request-20-1-4,higher demand for goods and services,supply chain constraints,yes,no
request-20-1-5,supply chain constraints,increased prices,yes,no
request-20-1-6,increased prices,inflation,no,yes
request-20-2-0,united states policies,tariff implementation,yes,no
request-20-2-1,tariff implementation,increased import costs,yes,no
request-20-2-2,increased import costs,higher prices for imported goods,yes,yes
request-20-2-3,higher prices for imported goods,broad price increases,yes,yes
request-20-2-4,broad price increases,inflation,no,yes
request-20-3-0,united states policies,tax cuts,yes,yes
request-20-3-1,tax cuts,increased disposable income,yes,no
request-20-3-2,increased disposable income,higher consumer spending,yes,no
request-20-3-3,higher consumer spending,increased demand for goods and services,yes,no
request-20-3-4,increased demand for goods and services,supply chain constraints,yes,no
request-20-3-5,supply chain constraints,price increases,yes,no
request-20-3-6,price increases,inflation,yes,yes
request-20-4-0,united states policies,government spending increases,no,yes
request-20-4-1,government spending increases,higher aggregate demand,yes,no
request-20-4-2,higher aggregate demand,supply shortages,yes,no
request-20-4-3,supply shortages,rising input costs,yes,no
request-20-4-4,rising input costs,increased prices,yes,no
request-20-4-5,increased prices,inflation,no,yes
request-20-5-0,united states policies,decreased regulation on energy production,no,no
request-20-5-1,decreased regulation on energy production,increased fossil fuel supply,yes,no
request-20-5-2,increased fossil fuel supply,lower energy prices,yes,no
request-20-5-3,lower energy prices,temporary reduction in production costs,yes,yes
request-20-5-4,temporary reduction in production costs,shift in resource allocation,yes,yes
request-20-5-5,shift in resource allocation,supply chain disruptions,yes,yes
request-20-5-6,supply chain disruptions,inflation,yes,no
request-21-0-0,united states policies,trade restrictions,yes,no
request-21-0-1,trade restrictions,limited imports,yes,yes
request-21-0-2,limited imports,supply chain disruptions,yes,yes
request-21-0-3,supply chain disruptions,shortages,yes,yes
request-21-1-0,united states policies,tariffs on goods,yes,yes
request-21-1-1,tariffs on goods,increased production costs,yes,no
request-21-1-2,increased production costs,reduced manufacturing output,yes,yes
request-21-1-3,reduced manufacturing output,shortages,yes,yes
request-21-2-0,united states policies,environmental regulations,yes,no
request-21-2-1,environmental regulations,reduced resource extraction,yes,no
request-21-2-2,reduced resource extraction,decreased raw material availability,yes,yes
request-21-2-3,decreased raw material availability,shortages,yes,yes
request-21-3-0,united states policies,export restrictions,yes,no
request-21-3-1,export restrictions,limited export revenue,yes,yes
request-21-3-2,limited export revenue,decreased domestic production,yes,yes
request-21-3-3,decreased domestic production,shortages,yes,no
request-21-4-0,united states policies,subsidies for select industries,yes,yes
request-21-4-1,subsidies for select industries,misallocation of resources,yes,yes
request-21-4-2,misallocation of resources,reduced efficiency in production,yes,yes
request-21-4-3,reduced efficiency in production,shortages,yes,yes
request-21-5-0,united states policies,immigration policies,yes,yes
request-21-5-1,immigration policies,labor shortages,yes,yes
request-21-5-2,labor shortages,decreased workforce capacity,yes,yes
request-21-5-3,decreased workforce capacity,shortages,yes,yes
request-21-6-0,united states policies,energy policies,yes,no
request-21-6-1,energy policies,higher energy costs,yes,yes
request-21-6-2,higher energy costs,increased operating expenses for producers,yes,yes
