custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-2-5-2,methane emissions,atmospheric warming,yes,"no atmospheric warming does not cause methane emissions; rather, it is a result of various human activities that release methane into the atmosphere methane emissions are primarily caused by the burning of fossil fuels, agriculture, and waste management atmospheric warming can then lead to further methane emissions through processes like permafrost thawing"
request-2-5-3,atmospheric warming,climate change,yes,yes
request-2-6-0,business,demand for products,yes,yes
request-2-6-1,demand for products,resource extraction,yes,yes
request-2-6-2,resource extraction,ecosystem disruption,yes,yes
request-2-6-3,ecosystem disruption,climate change,yes,yes
request-2-7-0,business,waste generation,yes,no
request-2-7-1,waste generation,landfill methane production,yes,"no landfill methane production is a result of waste decomposition, not a cause of waste generation waste generation is the process of creating waste, which then eventually ends up in landfills where methane is produced"
request-2-7-2,landfill methane production,greenhouse gas increase,yes,yes
request-2-7-3,greenhouse gas increase,climate change,yes,yes
request-3-0-0,business,industrial activity,yes,no
request-3-0-1,industrial activity,deforestation,yes,no
request-3-0-2,deforestation,habitat destruction,yes,yes
request-3-0-3,habitat destruction,loss of biodiversity,yes,no
request-3-1-0,business,agricultural expansion,yes,yes
request-3-1-1,agricultural expansion,land use change,yes,yes
request-3-1-2,land use change,habitat loss,yes,yes
request-3-1-3,habitat loss,loss of biodiversity,yes,no
request-3-2-0,business,pollution,yes,no
request-3-2-1,pollution,water contamination,yes,yes
request-3-2-2,water contamination,ecosystem degradation,yes,yes
request-3-2-3,ecosystem degradation,loss of biodiversity,yes,yes
request-3-3-0,business,resource extraction,yes,yes
request-3-3-1,resource extraction,mining operations,yes,yes
request-3-3-2,mining operations,soil degradation,yes,no
request-3-3-3,soil degradation,loss of biodiversity,yes,yes
request-3-4-0,business,greenhouse gas emissions,yes,no
request-3-4-1,greenhouse gas emissions,climate change,yes,no
request-3-4-2,climate change,altered ecosystems,yes,"no altered ecosystems can affect climate change, but they are not a cause of climate change climate change is primarily driven by factors such as greenhouse gas emissions, deforestation, and industrial activities altered ecosystems, such as deforestation or urbanization, can exacerbate the effects of climate change by reducing carbon sequestration and increasing greenhouse gas emissions however, they are not the root cause"
request-3-4-3,altered ecosystems,loss of biodiversity,yes,yes
request-3-5-0,business,overfishing,yes,no
request-3-5-1,overfishing,marine ecosystem destruction,yes,yes
request-3-5-2,marine ecosystem destruction,species extinction,yes,yes
request-3-5-3,species extinction,loss of biodiversity,yes,yes
request-3-6-0,business,urbanization,yes,no
request-3-6-1,urbanization,land fragmentation,yes,no
request-3-6-2,land fragmentation,ecosystem imbalance,yes,no
request-3-6-3,ecosystem imbalance,loss of biodiversity,yes,yes
request-3-7-0,business,introduction of invasive species,yes,no
request-3-7-1,introduction of invasive species,native species competition,yes,yes
request-3-7-2,native species competition,species decline,yes,yes
request-3-7-3,species decline,loss of biodiversity  ,yes,yes
request-4-0-0,business,industrial production,yes,yes
request-4-0-1,industrial production,resource extraction,yes,yes
request-4-0-2,resource extraction,deforestation,yes,yes
request-4-0-3,deforestation,loss of biodiversity,yes,no
request-4-0-4,loss of biodiversity,degradation of nature,yes,yes
request-4-1-0,business,industrial production,yes,yes
request-4-1-1,industrial production,carbon emissions,yes,no
request-4-1-2,carbon emissions,climate change,yes,no
request-4-1-3,climate change,habitat destruction,yes,no
request-4-1-4,habitat destruction,degradation of nature,yes,yes
request-4-2-0,business,product manufacturing,yes,yes
request-4-2-1,product manufacturing,waste generation,yes,no
request-4-2-2,waste generation,plastic pollution,yes,yes
request-4-2-3,plastic pollution,water contamination,yes,no
request-4-2-4,water contamination,degradation of nature,yes,yes
request-4-3-0,business,agricultural expansion,yes,yes
request-4-3-1,agricultural expansion,land use change,yes,yes
request-4-3-2,land use change,soil erosion,yes,yes
request-4-3-3,soil erosion,reduced soil fertility,yes,yes
request-4-3-4,reduced soil fertility,degradation of nature,yes,yes
request-4-4-0,business,urban development,yes,no
request-4-4-1,urban development,infrastructure expansion,yes,yes
request-4-4-2,infrastructure expansion,wetland destruction,yes,no
request-4-4-3,wetland destruction,loss of ecosystem services,yes,yes
request-4-4-4,loss of ecosystem services,degradation of nature,yes,yes
request-4-5-0,business,energy production,no,no
request-4-5-1,energy production,fossil fuel use,no,yes
request-4-5-2,fossil fuel use,air pollution,yes,no
request-4-5-3,air pollution,acid rain,yes,yes
request-4-5-4,acid rain,degradation of nature,yes,yes
request-4-6-0,business,mining activities,yes,yes
request-4-6-1,mining activities,habitat disruption,yes,yes
request-4-6-2,habitat disruption,water scarcity,yes,yes
request-4-6-3,water scarcity,ecosystem imbalance,yes,yes
request-4-6-4,ecosystem imbalance,degradation of nature  ,yes,yes
request-5-0-0,heat from gas emissions absorbed by oceans,temperature of ocean surface increases,yes,yes
request-5-0-1,temperature of ocean surface increases,density of ocean surface decreases,yes,no
request-5-0-2,density of ocean surface decreases,difference in density between surface and deeper ocean layers decreases,yes,no
request-5-0-3,difference in density between surface and deeper ocean layers decreases,slowing of ocean vertical mixing,yes,"no slowing of ocean vertical mixing can lead to stratification, which may increase the difference in density between surface and deeper ocean layers"
request-5-1-0,heat from gas emissions absorbed by oceans,temperature of ocean surface increases,yes,yes
request-5-1-1,temperature of ocean surface increases,thermal stratification of ocean increases,yes,no
request-5-1-2,thermal stratification of ocean increases,resistance to mixing between ocean layers increases,yes,yes
request-5-1-3,resistance to mixing between ocean layers increases,slowing of ocean vertical mixing  ,yes,yes
request-6-0-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,"no ocean temperature rise is primarily caused by heat absorbed from greenhouse gas emissions, not the other way around greenhouse gases trap heat in the atmosphere, which in turn is absorbed by the oceans, leading to a rise in ocean temperatures"
request-6-0-1,ocean temperature rise,increased ocean stratification,yes,no
request-6-0-2,increased ocean stratification,reduced mixing of oxygen between surface and deeper layers,yes,yes
request-6-0-3,reduced mixing of oxygen between surface and deeper layers,ocean deoxygenation,yes,"yes ocean deoxygenation can cause reduced mixing of oxygen between surface and deeper layers deoxygenation often results from stratification, which is the layering of water masses due to differences in temperature and salinity this stratification can inhibit the vertical mixing of oxygen-rich surface waters with deeper, oxygen-poor waters as a result, the lower layers of the ocean can become increasingly depleted of oxygen, leading to hypoxic conditions that are harmful to marine life"
request-6-1-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,"no ocean temperature rise is primarily caused by heat absorbed from greenhouse gas emissions, not the other way around greenhouse gases trap heat in the atmosphere, which in turn is absorbed by the oceans, leading to a rise in ocean temperatures"
request-6-1-1,ocean temperature rise,increased metabolic rates of marine organisms,"yes warmer ocean temperatures can lead to increased metabolic rates in marine organisms as ectotherms, marine species rely on the temperature of their environment to regulate their metabolic processes higher temperatures generally increase the metabolic rates of these organisms, leading to faster growth and reproduction, but also potentially resulting in increased stress and disruption of ecological balances",no
request-6-1-2,increased metabolic rates of marine organisms,higher oxygen consumption by marine organisms,yes,yes
request-6-1-3,higher oxygen consumption by marine organisms,ocean deoxygenation,yes,yes
request-6-2-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,"no ocean temperature rise is primarily caused by heat absorbed from greenhouse gas emissions, not the other way around greenhouse gases trap heat in the atmosphere, which in turn is absorbed by the oceans, leading to a rise in ocean temperatures"
request-6-2-1,ocean temperature rise,reduced solubility of oxygen in warmer water,yes,no
request-6-2-2,reduced solubility of oxygen in warmer water,lower oxygen levels in ocean water,yes,yes
request-6-2-3,lower oxygen levels in ocean water,ocean deoxygenation,yes,yes
request-6-3-0,heat from gas emissions absorbed by oceans,ocean temperature rise,yes,"no ocean temperature rise is primarily caused by heat absorbed from greenhouse gas emissions, not the other way around greenhouse gases trap heat in the atmosphere, which in turn is absorbed by the oceans, leading to a rise in ocean temperatures"
request-6-3-1,ocean temperature rise,changes in ocean circulation patterns,yes,yes
request-6-3-2,changes in ocean circulation patterns,reduced transport of oxygen to certain ocean regions,yes,yes
request-6-3-3,reduced transport of oxygen to certain ocean regions,ocean deoxygenation,yes,yes
request-7-0-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-0-1,increase in atmospheric co2 concentration,greater co2 absorption by oceans,no,no greater co2 absorption by oceans actually leads to a decrease in atmospheric co2 concentration because the oceans act as a sink for carbon dioxide
request-7-0-2,greater co2 absorption by oceans,rise in dissolved co2 in seawater,yes,yes
request-7-0-3,rise in dissolved co2 in seawater,formation of carbonic acid in seawater,yes,yes
request-7-0-4,formation of carbonic acid in seawater,increase in hydrogen ion concentration in seawater,yes,yes
request-7-0-5,increase in hydrogen ion concentration in seawater,ocean acidification,yes,yes
request-7-1-0,fossil fuel co2 emissions,increase in atmospheric co2 concentration,yes,no
request-7-1-1,increase in atmospheric co2 concentration,rise in ocean surface temperature,yes,no
request-7-1-2,rise in ocean surface temperature,changes in ocean chemistry,yes,no
request-7-1-3,changes in ocean chemistry,formation of carbonic acid in seawater,yes,yes
request-7-1-4,formation of carbonic acid in seawater,increase in hydrogen ion concentration in seawater,yes,yes
request-7-1-5,increase in hydrogen ion concentration in seawater,ocean acidification,yes,yes
request-8-0-0,melting of glaciers,increase in freshwater input into the ocean,yes,no
request-8-0-1,increase in freshwater input into the ocean,decrease in salinity of surface water,yes,no
request-8-0-2,decrease in salinity of surface water,reduction in water density,yes,"no reduction in water density does not directly cause a decrease in salinity salinity is a measure of the dissolved salts in water, while density is influenced by both the amount of dissolved salts and the temperature and pressure of the water changes in salinity and density are related, but they are not directly caused by each other"
request-8-0-3,reduction in water density,inhibition of sinking of water in polar regions,yes,no
request-8-0-4,inhibition of sinking of water in polar regions,disruption of ocean currents at intermediate depths,yes,yes
request-8-1-0,melting of glaciers,increase in freshwater input into the ocean,yes,no
request-8-1-1,increase in freshwater input into the ocean,alteration of temperature gradients in the ocean,yes,"no alteration of temperature gradients in the ocean primarily affects ocean currents and the distribution of marine life, rather than directly increasing freshwater input into the ocean freshwater input is more directly influenced by factors such as precipitation, river discharge, and melting ice"
request-8-1-2,alteration of temperature gradients in the ocean,disruption of water mixing processes,yes,yes
request-8-1-3,disruption of water mixing processes,disruption of ocean currents at intermediate depths,yes,yes
request-8-2-0,melting of glaciers,increase in freshwater input into the ocean,yes,no
request-8-2-1,increase in freshwater input into the ocean,change in stratification of ocean water layers,yes,no
request-8-2-2,change in stratification of ocean water layers,weakening of thermohaline circulation,yes,yes
request-8-2-3,weakening of thermohaline circulation,disruption of ocean currents at intermediate depths,"yes weakening of thermohaline circulation can indeed cause disruption of ocean currents at intermediate depths, as this circulation plays a crucial role in distributing heat and nutrients throughout the ocean","yes disruption of ocean currents at intermediate depths can indeed cause weakening of the thermohaline circulation, which is a global conveyor belt of ocean currents driven by differences in temperature and salinity"
request-9-0-0,melting of glaciers,increase in freshwater entering the ocean,yes,no
request-9-0-1,increase in freshwater entering the ocean,reduction in salinity of seawater,yes,"no reduction in salinity of seawater does not cause an increase in freshwater entering the ocean salinity changes can result from various factors, including evaporation, precipitation, river inflow, or melting ice, but a reduction in salinity itself does not directly cause more freshwater to enter the ocean rather, it could be a result of increased freshwater input, but it is not the cause"
request-9-0-2,reduction in salinity of seawater,alteration in ocean circulation patterns,yes,"no alteration in ocean circulation patterns can lead to changes in the distribution of salinity but does not directly cause a reduction in the overall salinity of seawater salinity is primarily affected by the balance between evaporation, precipitation, ice melting, and freshwater inflow ocean circulation can redistribute saline water, but it does not inherently decrease salinity"
request-9-0-3,alteration in ocean circulation patterns,disruption of ocean temperature at intermediate depths,yes,yes
request-9-1-0,melting of glaciers,increase in freshwater entering the ocean,yes,no
request-9-1-1,increase in freshwater entering the ocean,decrease in density of seawater,no,no
request-9-1-2,decrease in density of seawater,disturbance in thermohaline circulation,yes,no
request-9-1-3,disturbance in thermohaline circulation,disruption of ocean temperature at intermediate depths,yes,yes
request-9-2-0,melting of glaciers,increase in freshwater entering the ocean,yes,no
request-9-2-1,increase in freshwater entering the ocean,local cooling of ocean water due to freshwater mixing,"yes freshwater is less dense than saltwater, so when freshwater enters the ocean, it tends to stay on the surface, creating a layer that can insulate the warmer water below this can lead to a local cooling effect where the surface water cools down more quickly than the saltwater below",no
request-9-2-2,local cooling of ocean water due to freshwater mixing,interference with heat distribution in ocean layers,yes,"yes freshwater is less dense than saltwater, so when freshwater mixes with the ocean, it can create a stratification that impedes the normal heat distribution this can lead to local cooling effects in the ocean water where the mixing occurs"
request-9-2-3,interference with heat distribution in ocean layers,disruption of ocean temperature at intermediate depths,yes,yes
request-10-0-0,climate change,increase in global temperatures,yes,yes
request-10-0-1,increase in global temperatures,rising atmospheric heat,yes,yes
request-10-0-2,rising atmospheric heat,warmer arctic regions,yes,"yes warmer arctic regions can contribute to rising atmospheric temperatures, as they are part of the earth's climate system the warming of the arctic can lead to a reduction in the albedo effect (reflectivity), which causes more solar energy to be absorbed by the earth's surface, thus contributing to global warming"
request-10-0-3,warmer arctic regions,melting of glaciers,"yes warmer arctic regions contribute to the melting of glaciers, as rising temperatures increase the rate of glacial retreat",yes
request-10-1-0,climate change,increase in greenhouse gas emissions,yes,yes
request-10-1-1,increase in greenhouse gas emissions,trapping of more heat in the atmosphere,yes,no trapping more heat in the atmosphere does not cause an increase in greenhouse gas emissions; it is a result of higher concentrations of greenhouse gases already present in the atmosphere trapping more heat is a consequence of these emissions
request-10-1-2,trapping of more heat in the atmosphere,increased surface temperatures,yes,yes
request-10-1-3,increased surface temperatures,melting of glaciers,yes,yes
request-10-2-0,climate change,variability in weather patterns,yes,"no variability in weather patterns is a natural phenomenon and does not cause climate change climate change refers to long-term changes in temperature, precipitation, wind patterns, and other aspects of the earth's climate system while weather variability can be influenced by climate change, it is not the cause of it climate change is primarily driven by human activities, such as the burning of fossil fuels, deforestation, and industrial processes, which increase concentrations of greenhouse gases in the atmosphere"
request-10-2-1,variability in weather patterns,prolonged heatwaves,"yes variability in weather patterns, including changes in atmospheric circulation, ocean temperatures, and other climatic factors, can lead to prolonged heatwaves these patterns can disrupt normal weather systems and lead to persistent hot conditions","yes prolonged heatwaves can lead to changes in atmospheric circulation, which can result in variability in weather patterns"
request-10-2-2,prolonged heatwaves,sustained ice melting,yes prolonged heatwaves can lead to sustained ice melting as higher temperatures increase the rate of ice melt,no
request-10-2-3,sustained ice melting,melting of glaciers,yes,yes
request-10-3-0,climate change,warming of oceans,yes,yes
request-10-3-1,warming of oceans,increased ocean heat transfer to coastal glaciers,yes,no
request-10-3-2,increased ocean heat transfer to coastal glaciers,increased glacier melting rates,yes,yes
request-10-3-3,increased glacier melting rates,melting of glaciers,yes,yes
request-10-4-0,climate change,changes in precipitation patterns,yes,yes
request-10-4-1,changes in precipitation patterns,decrease in snowfall,yes,yes
request-10-4-2,decrease in snowfall,reduced glacier replenishment,yes,no
request-10-4-3,reduced glacier replenishment,melting of glaciers ,yes,yes
request-11-0-0,meltwaterinduced weakening of ocean circulation,reduced heat transport to polar regions,yes,yes
request-11-0-1,reduced heat transport to polar regions,increased heat retention in midlatitude waters,yes,"yes increased heat retention in midlatitude waters can cause reduced heat transport to polar regions because it alters the gradient between warmer midlatitudes and colder polar regions, which can affect the thermohaline circulation that drives the poleward transport of heat"
request-11-0-2,increased heat retention in midlatitude waters,warming of intermediatedepth waters,yes,"yes warming of intermediate-depth waters can lead to increased heat retention in midlatitude waters because warmer water tends to stratify, reducing vertical mixing and trapping heat in the upper layers this phenomenon is known as the thermohaline circulation and can contribute to changes in heat distribution in the ocean"
request-11-1-0,meltwaterinduced weakening of ocean circulation,altered oceanic current patterns,yes,"yes altered oceanic current patterns can lead to changes in the distribution of heat and salt in the ocean, which can affect the density-driven component of ocean circulation, potentially weakening it however, the specific impact of meltwater on ocean circulation is a complex subject and would require a detailed scientific analysis to fully understand the extent and mechanisms involved"
request-11-1-1,altered oceanic current patterns,accumulation of heat in intermediatedepth layers,"yes altered oceanic current patterns can lead to changes in how heat is distributed and stored in the ocean, including in the intermediate-depth layers these layers, typically between 200 to 1,000 meters deep, can accumulate heat due to changes in currents, which can affect global climate patterns",yes
request-11-1-2,accumulation of heat in intermediatedepth layers,warming of intermediatedepth waters,yes,yes
request-11-2-0,meltwaterinduced weakening of ocean circulation,slowing of vertical mixing in the ocean,yes,"yes slowing of vertical mixing in the ocean can contribute to meltwater-induced weakening of ocean circulation, as it can affect the distribution of heat and salinity, which are key drivers of ocean currents"
request-11-2-1,slowing of vertical mixing in the ocean,reduced heat exchange between surface and deeper layers,"yes slowing of vertical mixing in the ocean can indeed cause reduced heat exchange between surface and deeper layers because vertical mixing is a key process that helps distribute heat throughout the ocean's layers when vertical mixing is slowed, there is less interaction between the warmer surface waters and the cooler, deeper waters, leading to a less efficient transfer of heat",yes
request-11-2-2,reduced heat exchange between surface and deeper layers,warming of intermediatedepth waters  ,yes,yes
request-12-0-0,warming of intermediatedepth waters,warming of seabed sediments,yes,yes
request-12-0-1,warming of seabed sediments,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-1-0,warming of intermediatedepth waters,increased upward heat flux,yes,yes
request-12-1-1,increased upward heat flux,warming of shallow subsurface sediments,yes,yes
request-12-1-2,warming of shallow subsurface sediments,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-2-0,warming of intermediatedepth waters,enhanced thermal conduction in sediments,yes,"yes enhanced thermal conduction in sediments can lead to the transfer of heat from deeper, warmer layers to the cooler, intermediate-depth waters above, thus contributing to their warming"
request-12-2-1,enhanced thermal conduction in sediments,increased temperature at hydrate stability zone,"yes enhanced thermal conduction in sediments can lead to an increased temperature at the hydrate stability zone because it facilitates the transfer of heat from warmer regions to colder regions within the sediment this can potentially raise the temperature beyond the critical point for methane hydrate stability, causing dissociation of the hydrates",no
request-12-2-2,increased temperature at hydrate stability zone,destabilization of shallow subsurface methane hydrates,yes,"no destabilization of shallow subsurface methane hydrates typically leads to the release of methane gas, which can result in local warming due to the exothermic nature of the dissociation reaction however, the temperature at the hydrate stability zone itself does not necessarily increase as a direct result of destabilization; instead, the temperature of the surrounding environment may rise due to the released methane and its combustion in the atmosphere the hydrate stability zone is defined by the pressure-temperature conditions under which methane hydrates are stable, not directly by the temperature of the gas released"
request-13-0-0,warming of intermediatedepth waters,destabilization of methane hydrates,yes,yes
request-13-0-1,destabilization of methane hydrates,release of methane,yes,yes
request-13-1-0,warming of intermediatedepth waters,increased seafloor temperature,no,yes
request-13-1-1,increased seafloor temperature,destabilization of methane hydrates,yes,yes
request-13-1-2,destabilization of methane hydrates,release of methane,yes,yes
request-13-2-0,warming of intermediatedepth waters,increased ocean circulation,no,no
request-13-2-1,increased ocean circulation,destabilization of methane hydrates,yes,no
request-13-2-2,destabilization of methane hydrates,release of methane,yes,yes
request-13-3-0,warming of intermediatedepth waters,reduced pressure stability of methane hydrates,yes,yes
request-13-3-1,reduced pressure stability of methane hydrates,destabilization of methane hydrates,yes,yes
request-13-3-2,destabilization of methane hydrates,release of methane  ,yes,yes
request-14-0-0,shutdown of energy production,reduction in energy supply,yes,no
request-14-0-1,reduction in energy supply,increase in energy prices,yes,no
request-14-0-2,increase in energy prices,higher production costs,yes,yes
request-14-0-3,higher production costs,increased prices of goods and services,yes,no
request-14-0-4,increased prices of goods and services,inflation,yes,yes
request-14-1-0,shutdown of energy production,reduction in energy supply,yes,no
request-14-1-1,reduction in energy supply,disruption in industrial production,yes,yes
request-14-1-2,disruption in industrial production,decrease in supply of goods,yes,yes
request-14-1-3,decrease in supply of goods,increase in prices of goods and services,yes,no
request-14-1-4,increase in prices of goods and services,inflation,yes,yes
request-14-2-0,shutdown of energy production,reduction in energy supply,yes,no
request-14-2-1,reduction in energy supply,increase in transportation costs,yes,no
request-14-2-2,increase in transportation costs,higher costs of goods distribution,yes,yes
request-14-2-3,higher costs of goods distribution,increased prices of goods and services,yes,yes
request-14-2-4,increased prices of goods and services,inflation,yes,yes
request-14-3-0,shutdown of energy production,reduction in energy supply,yes,no
request-14-3-1,reduction in energy supply,increase in energy imports,no,no
request-14-3-2,increase in energy imports,higher import costs,yes,no
request-14-3-3,higher import costs,increase in prices of goods and services,yes,yes
request-14-3-4,increase in prices of goods and services,inflation,yes,yes
request-15-0-0,shutdown of energy production,reduction in energy supply,yes,no
request-15-0-1,reduction in energy supply,disruption in industrial activities,yes,yes
request-15-0-2,disruption in industrial activities,decrease in production of goods,yes,yes
request-15-0-3,decrease in production of goods,shortages,yes,yes
request-15-1-0,shutdown of energy production,reduction in energy supply,yes,no
request-15-1-1,reduction in energy supply,disruption in transportation and logistics,yes,no
request-15-1-2,disruption in transportation and logistics,delayed delivery of goods,yes,yes
request-15-1-3,delayed delivery of goods,shortages,yes,yes
request-15-2-0,shutdown of energy production,reduction in energy supply,yes,no
request-15-2-1,reduction in energy supply,increase in energy costs,yes,no
request-15-2-2,increase in energy costs,rise in production costs,yes,no
request-15-2-3,rise in production costs,decrease in production of goods,yes,no
request-15-2-4,decrease in production of goods,shortages,yes,yes
request-15-3-0,shutdown of energy production,reduction in energy supply,yes,no
request-15-3-1,reduction in energy supply,increased reliance on alternative energy sources,yes,no
request-15-3-2,increased reliance on alternative energy sources,insufficient energy availability,no,yes
request-15-3-3,insufficient energy availability,shortages,yes,yes
request-15-4-0,shutdown of energy production,reduction in energy supply,yes,no
request-15-4-1,reduction in energy supply,failure to meet energy demands,yes,no
request-15-4-2,failure to meet energy demands,limited operation of essential services,yes,yes
request-15-4-3,limited operation of essential services,shortages  ,yes,yes
request-16-0-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-0-1,energy supply shortage,increase in energy prices,yes,no
request-16-0-2,increase in energy prices,increase in production costs,yes,no
request-16-0-3,increase in production costs,rise in consumer prices,yes,yes
request-16-0-4,rise in consumer prices,inflation,yes,yes
request-16-1-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-1-1,energy supply shortage,increased transportation costs,yes,no
request-16-1-2,increased transportation costs,rise in product prices,yes,no
request-16-1-3,rise in product prices,inflation,yes,yes
request-16-2-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-2-1,energy supply shortage,reduced industrial output,yes,yes
request-16-2-2,reduced industrial output,decrease in supply of goods and services,yes,yes
request-16-2-3,decrease in supply of goods and services,increase in demanddriven prices,no,no
request-16-2-4,increase in demanddriven prices,inflation,yes,no
request-16-3-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-3-1,energy supply shortage,increase in energy import dependency,yes,yes
request-16-3-2,increase in energy import dependency,increase in import costs,yes,no
request-16-3-3,increase in import costs,increase in overall price levels,yes,yes
request-16-3-4,increase in overall price levels,inflation,yes,yes
request-16-4-0,shutdown of energy production,energy supply shortage,yes,yes
request-16-4-1,energy supply shortage,panic buying of energy resources,yes,yes
request-16-4-2,panic buying of energy resources,sudden spike in energy prices,yes,yes
request-16-4-3,sudden spike in energy prices,increase in overall price levels,yes,no
request-16-4-4,increase in overall price levels,inflation,yes,yes
request-17-0-0,shutdown of energy production,reduction in energy supply,yes,no
request-17-0-1,reduction in energy supply,decreased industrial activity,yes,no
request-17-0-2,decreased industrial activity,decreased production of goods,yes,yes
request-17-0-3,decreased production of goods,shortages,yes,yes
request-17-1-0,shutdown of energy production,reduction in energy supply,yes,no
request-17-1-1,reduction in energy supply,increased energy prices,yes,no
request-17-1-2,increased energy prices,reduced affordability of goods,yes,no
request-17-1-3,reduced affordability of goods,shortages,yes,yes
request-17-2-0,shutdown of energy production,reduction in energy supply,yes,no
request-17-2-1,reduction in energy supply,disruption of transportation systems,yes,no
request-17-2-2,disruption of transportation systems,delayed delivery of goods,yes,yes
request-17-2-3,delayed delivery of goods,shortages,yes,yes
request-17-3-0,shutdown of energy production,reduction in energy supply,yes,no
request-17-3-1,reduction in energy supply,decreased agricultural output,yes,no
request-17-3-2,decreased agricultural output,reduced availability of food,yes,no
request-17-3-3,reduced availability of food,shortages,yes,yes
request-17-4-0,shutdown of energy production,reduction in energy supply,yes,no
request-17-4-1,reduction in energy supply,increased competition for resources,yes,yes
request-17-4-2,increased competition for resources,uneven distribution of goods,yes,yes
request-17-4-3,uneven distribution of goods,shortages,yes,yes
request-17-5-0,shutdown of energy production,reduction in energy supply,yes,no
request-17-5-1,reduction in energy supply,decreased operation of water systems,yes,no
request-17-5-2,decreased operation of water systems,reduced availability of clean water,yes,yes
request-17-5-3,reduced availability of clean water,shortages,yes,yes
request-18-0-0,russia,geopolitical tensions,yes,no
request-18-0-1,geopolitical tensions,energy supply disruptions,yes,yes
request-18-0-2,energy supply disruptions,increased oil and gas prices,yes,no
request-18-0-3,increased oil and gas prices,higher production costs,yes,yes
request-18-0-4,higher production costs,rising consumer prices,yes,no
request-18-0-5,rising consumer prices,inflation,yes,yes
request-18-1-0,russia,military conflict,no,no
request-18-1-1,military conflict,economic sanctions,yes,no
request-18-1-2,economic sanctions,trade restrictions,yes,no
