custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-1-3-4,reduced resilience of natural systems to support resource needs,"increased pressure to exploit new, potentially more sensitive areas",yes,yes
request-1-3-5,"increased pressure to exploit new, potentially more sensitive areas",further biodiversity loss with direct impacts on urban ecosystems,yes,yes
request-1-3-6,further biodiversity loss with direct impacts on urban ecosystems,degradation of urban green spaces and ecosystem services,yes,yes
request-1-3-7,degradation of urban green spaces and ecosystem services,environmental deficits in cities,yes,yes
request-1-4-0,cities' burden on distal resource suppliers,"increased greenhouse gas emissions from extraction, processing, and transport",yes,yes
request-1-4-1,"increased greenhouse gas emissions from extraction, processing, and transport",accelerated climate change,yes,yes
request-1-4-2,accelerated climate change,more frequent and severe weather events affecting cities,yes,no
request-1-4-3,more frequent and severe weather events affecting cities,damage to urban infrastructure and ecosystems,yes,no
request-1-4-4,damage to urban infrastructure and ecosystems,increased energy demand for heating/cooling in response to climate impacts,yes,yes
request-1-4-5,increased energy demand for heating/cooling in response to climate impacts,higher emissions from increased energy consumption,yes,yes
request-1-4-6,higher emissions from increased energy consumption,feedback loop amplifying climate change,yes,yes
request-1-4-7,feedback loop amplifying climate change,exacerbated environmental deficits in cities,yes,yes
request-1-4-8,exacerbated environmental deficits in cities,environmental deficits in cities,yes,yes
request-1-5-0,cities' burden on distal resource suppliers,economic strain on resourcesupplying regions,yes,yes
request-1-5-1,economic strain on resourcesupplying regions,social unrest or migration from affected areas,yes,yes
request-1-5-2,social unrest or migration from affected areas,increased demand for resources in cities due to population growth,yes,yes
request-1-5-3,increased demand for resources in cities due to population growth,strain on urban infrastructure and services,yes,yes
request-1-5-4,strain on urban infrastructure and services,inadequate investment in sustainable urban development,yes,yes
request-1-5-5,inadequate investment in sustainable urban development,proliferation of informal settlements with poor environmental conditions,yes,yes
request-1-5-6,proliferation of informal settlements with poor environmental conditions,environmental degradation in densely populated urban areas,yes,yes
request-1-5-7,environmental degradation in densely populated urban areas,environmental deficits in cities,yes,yes
request-2-0-0,business,industrialization,no,yes
request-2-0-1,industrialization,increased energy demand,yes,yes
request-2-0-2,increased energy demand,fossil fuel consumption,yes,yes
request-2-0-3,fossil fuel consumption,greenhouse gas emissions,yes,no
request-2-0-4,greenhouse gas emissions,climate change,yes,no
request-2-1-0,business,deforestation,yes,no
request-2-1-1,deforestation,loss of carbon sinks,yes,no
request-2-1-2,loss of carbon sinks,increased atmospheric co2,yes,no
request-2-1-3,increased atmospheric co2,climate change,yes,yes
request-2-2-0,business,urbanization,yes,yes
request-2-2-1,urbanization,infrastructure development,yes,yes
request-2-2-2,infrastructure development,landuse changes,yes,yes
request-2-2-3,landuse changes,altered local climates,yes,yes
request-2-2-4,altered local climates,climate change,no,yes
request-2-3-0,business,consumerism,yes,yes
request-2-3-1,consumerism,increased production,yes,no
request-2-3-2,increased production,resource extraction,yes,yes
request-2-3-3,resource extraction,environmental degradation,yes,yes
request-2-3-4,environmental degradation,climate change,yes,yes
request-2-4-0,business,transportation,yes,yes
request-2-4-1,transportation,emissions from vehicles,yes,no
request-2-4-2,emissions from vehicles,air pollution,yes,yes
request-2-4-3,air pollution,climate change,no,no
request-2-5-0,business,agriculture,no,no
request-2-5-1,agriculture,livestock farming,no,no
request-2-5-2,livestock farming,methane emissions,yes,yes
request-2-5-3,methane emissions,climate change,yes,yes
request-2-6-0,business,manufacturing,no,yes
request-2-6-1,manufacturing,industrial processes,yes,yes
request-2-6-2,industrial processes,emissions of fluorinated gases,yes,no
request-2-6-3,emissions of fluorinated gases,climate change,yes,yes
request-2-7-0,business,waste generation,yes,no
request-2-7-1,waste generation,landfill emissions,yes,no
request-2-7-2,landfill emissions,methane release,yes,yes
request-2-7-3,methane release,climate change,yes,yes
request-2-8-0,business,global trade,yes,yes
request-2-8-1,global trade,increased shipping,yes,no
request-2-8-2,increased shipping,maritime emissions,yes,no
request-2-8-3,maritime emissions,climate change,yes,yes
request-2-9-0,business,digitalization,yes,no
request-2-9-1,digitalization,energyintensive data centers,yes,no
request-2-9-2,energyintensive data centers,high electricity demand,yes,no
request-2-9-3,high electricity demand,fossil fuel power generation,yes,no
request-2-9-4,fossil fuel power generation,climate change,yes,no
request-3-0-0,business,expansion of industrial activities,yes,yes
request-3-0-1,expansion of industrial activities,deforestation and habitat destruction,yes,no
request-3-0-2,deforestation and habitat destruction,displacement of native species,yes,yes
request-3-0-3,displacement of native species,loss of biodiversity,yes,yes
request-3-1-0,business,increased resource extraction,yes,yes
request-3-1-1,increased resource extraction,pollution of ecosystems,yes,yes
request-3-1-2,pollution of ecosystems,death of wildlife and degradation of habitats,yes,yes
request-3-1-3,death of wildlife and degradation of habitats,loss of biodiversity,yes,yes
request-3-2-0,business,intensive agriculture practices,yes,yes
request-3-2-1,intensive agriculture practices,overuse of pesticides and fertilizers,yes,yes
request-3-2-2,overuse of pesticides and fertilizers,soil degradation and water pollution,yes,yes
request-3-2-3,soil degradation and water pollution,decline in pollinator populations,yes,no
request-3-2-4,decline in pollinator populations,loss of biodiversity,yes,yes
request-3-3-0,business,climate change through greenhouse gas emissions,yes,yes
request-3-3-1,climate change through greenhouse gas emissions,rising global temperatures,yes,yes
request-3-3-2,rising global temperatures,disruption of ecosystems and species migration,yes,no
request-3-3-3,disruption of ecosystems and species migration,extinction of temperaturesensitive species,yes,yes
request-3-3-4,extinction of temperaturesensitive species,loss of biodiversity,yes,yes
request-3-4-0,business,overfishing and destructive fishing practices,yes,yes
request-3-4-1,overfishing and destructive fishing practices,depletion of fish stocks,yes,yes
request-3-4-2,depletion of fish stocks,collapse of marine ecosystems,yes,yes
request-3-4-3,collapse of marine ecosystems,loss of marine biodiversity,yes,yes
request-3-5-0,business,urbanization and infrastructure development,yes,yes
request-3-5-1,urbanization and infrastructure development,fragmentation of habitats,yes,no
request-3-5-2,fragmentation of habitats,isolation of wildlife populations,yes,yes
request-3-5-3,isolation of wildlife populations,reduced genetic diversity,yes,yes
request-3-5-4,reduced genetic diversity,loss of biodiversity,yes,yes
request-3-6-0,business,production and disposal of plastic waste,yes,yes
request-3-6-1,production and disposal of plastic waste,pollution of oceans and waterways,yes,yes
request-3-6-2,pollution of oceans and waterways,harm to aquatic life,yes,yes
request-3-6-3,harm to aquatic life,disruption of food chains,yes,yes
request-3-6-4,disruption of food chains,loss of biodiversity,yes,yes
request-3-7-0,business,unsustainable logging practices,yes,no
request-3-7-1,unsustainable logging practices,destruction of forests,yes,yes
request-3-7-2,destruction of forests,loss of habitat for forest species,yes,no
request-3-7-3,loss of habitat for forest species,extinction of endemic species,yes,no
request-3-7-4,extinction of endemic species,loss of biodiversity,yes,yes
request-4-0-0,business,economic growth,yes,no
request-4-0-1,economic growth,increased resource consumption,yes,no
request-4-0-2,increased resource consumption,resource depletion,yes,no
request-4-0-3,resource depletion,degradation of nature,yes,yes
request-4-1-0,business,industrialization,no,yes
request-4-1-1,industrialization,pollution,yes,no
request-4-1-2,pollution,environmental damage,yes,yes
request-4-1-3,environmental damage,degradation of nature,yes,yes
request-4-2-0,business,deforestation,yes,no
request-4-2-1,deforestation,loss of biodiversity,yes,no
request-4-2-2,loss of biodiversity,ecosystem disruption,yes,yes
request-4-2-3,ecosystem disruption,degradation of nature,yes,yes
request-4-3-0,business,climate change,yes,no
request-4-3-1,climate change,rising temperatures,yes,yes
request-4-3-2,rising temperatures,extreme weather events,yes,yes
request-4-3-3,extreme weather events,degradation of nature,yes,yes
request-4-4-0,business,waste generation,yes,no
request-4-4-1,waste generation,improper disposal,yes,yes
request-4-4-2,improper disposal,soil contamination,yes,yes
request-4-4-3,soil contamination,degradation of nature,yes,yes
request-4-5-0,business,overfishing,yes,no
request-4-5-1,overfishing,ocean ecosystem imbalance,yes,yes
request-4-5-2,ocean ecosystem imbalance,marine life decline,yes,yes
request-4-5-3,marine life decline,degradation of nature,yes,yes
request-4-6-0,business,urbanization,yes,yes
request-4-6-1,urbanization,habitat destruction,yes,no
request-4-6-2,habitat destruction,species extinction,yes,yes
request-4-6-3,species extinction,degradation of nature,yes,yes
request-4-7-0,business,fossil fuel dependence,yes,no
request-4-7-1,fossil fuel dependence,greenhouse gas emissions,yes,no
request-4-7-2,greenhouse gas emissions,global warming,yes,no
request-4-7-3,global warming,degradation of nature,yes,no
request-4-8-0,business,unsustainable practices,yes,no
request-4-8-1,unsustainable practices,longterm environmental harm,yes,yes
request-4-8-2,longterm environmental harm,irreversible damage,yes,yes
request-4-8-3,irreversible damage,degradation of nature,yes,yes
request-4-9-0,business,consumerism,yes,yes
request-4-9-1,consumerism,excessive consumption,yes,yes
request-4-9-2,excessive consumption,waste and pollution,yes,no
request-4-9-3,waste and pollution,degradation of nature,yes,yes
request-4-10-0,business,neglect of sustainable alternatives,yes,no
request-4-10-1,neglect of sustainable alternatives,continued environmental exploitation,yes,yes
request-4-10-2,continued environmental exploitation,resource exhaustion,yes,yes
request-4-10-3,resource exhaustion,degradation of nature,yes,yes
request-4-11-0,business,lack of regulation,no,no
request-4-11-1,lack of regulation,uncontrolled industrial activities,yes,no
request-4-11-2,uncontrolled industrial activities,environmental degradation,yes,no
request-4-11-3,environmental degradation,degradation of nature,yes,yes
request-4-12-0,business,prioritization of profit,yes,yes
request-4-12-1,prioritization of profit,neglect of environmental concerns,yes,yes
request-4-12-2,neglect of environmental concerns,environmental neglect,yes,yes
request-4-12-3,environmental neglect,degradation of nature,yes,yes
request-4-13-0,business,inefficient use of resources,yes,yes
request-4-13-1,inefficient use of resources,increased waste,yes,yes
request-4-13-2,increased waste,pollution of natural habitats,yes,no
request-4-13-3,pollution of natural habitats,degradation of nature,yes,yes
request-4-14-0,business,disregard for biodiversity,yes,yes
request-4-14-1,disregard for biodiversity,ecosystem service disruption,yes,yes
request-4-14-2,ecosystem service disruption,loss of natural balance,yes,yes
request-4-14-3,loss of natural balance,degradation of nature,yes,yes
request-4-15-0,business,support for unsustainable policies,yes,no
request-4-15-1,support for unsustainable policies,delayed environmental action,yes,yes
request-4-15-2,delayed environmental action,escalating environmental issues,yes,yes
request-4-15-3,escalating environmental issues,degradation of nature,yes,yes
request-4-16-0,business,investment in polluting technologies,yes,no
request-4-16-1,investment in polluting technologies,increased emissions,yes,no
request-4-16-2,increased emissions,air and water pollution,yes,no
request-4-16-3,air and water pollution,degradation of nature,yes,yes
request-4-17-0,business,exploitation of natural resources,yes,yes
request-4-17-1,exploitation of natural resources,overconsumption of raw materials,yes,yes
request-4-17-2,overconsumption of raw materials,depletion of natural resources,yes,yes
request-4-17-3,depletion of natural resources,degradation of nature,yes,yes
request-4-18-0,business,generation of hazardous waste,yes,no
request-4-18-1,generation of hazardous waste,contamination of soil and water,yes,yes
request-4-18-2,contamination of soil and water,destruction of ecosystems,yes,yes
request-4-18-3,destruction of ecosystems,degradation of nature,yes,yes
request-4-19-0,business,contribution to climate change,yes,no
request-4-19-1,contribution to climate change,alteration of natural climate patterns,yes,yes
request-4-19-2,alteration of natural climate patterns,disruption of natural systems,yes,yes
request-4-19-3,disruption of natural systems,degradation of nature,yes,yes
request-4-20-0,business,destruction of natural habitats,yes,yes
request-4-20-1,destruction of natural habitats,loss of species,yes,yes
request-4-20-2,loss of species,disruption of food chains,yes,yes
request-4-20-3,disruption of food chains,degradation of nature,yes,yes
request-4-21-0,business,pollution of oceans,yes,yes
request-4-21-1,pollution of oceans,harm to marine life,yes,yes
request-4-21-2,harm to marine life,collapse of fisheries,yes,yes
request-4-21-3,collapse of fisheries,degradation of nature,yes,yes
request-4-22-0,business,release of toxic substances,yes,yes
request-4-22-1,release of toxic substances,bioaccumulation in wildlife,yes,yes
request-4-22-2,bioaccumulation in wildlife,decline in wildlife populations,yes,yes
request-4-22-3,decline in wildlife populations,degradation of nature,yes,yes
request-4-23-0,business,land degradation,yes,no
request-4-23-1,land degradation,soil erosion,yes,yes
request-4-23-2,soil erosion,reduced fertility,yes,no
request-4-23-3,reduced fertility,degradation of nature,no,yes
request-4-24-0,business,water pollution,yes,yes
request-4-24-1,water pollution,contamination of water sources,yes,yes
request-4-24-2,contamination of water sources,loss of aquatic life,yes,yes
request-4-24-3,loss of aquatic life,degradation of nature,yes,yes
request-4-25-0,business,air pollution,yes,no
request-4-25-1,air pollution,respiratory problems in wildlife,yes,no
request-4-25-2,respiratory problems in wildlife,decline in species health,yes,yes
request-4-25-3,decline in species health,degradation of nature,yes,yes
request-4-26-0,business,light pollution,yes,no
request-4-26-1,light pollution,disruption of natural light cycles,yes,yes
request-4-26-2,disruption of natural light cycles,impact on nocturnal species,yes,yes
request-4-26-3,impact on nocturnal species,degradation of nature,yes,yes
request-4-27-0,business,noise pollution,yes,no
request-4-27-1,noise pollution,disturbance of natural habitats,yes,no
request-4-27-2,disturbance of natural habitats,stress on wildlife,yes,yes
request-4-27-3,stress on wildlife,degradation of nature,yes,yes
request-4-28-0,business,plastic pollution,yes,no
request-4-28-1,plastic pollution,ingestion by marine life,yes,yes
request-4-28-2,ingestion by marine life,death of marine animals,no,yes
request-4-28-3,death of marine animals,degradation of nature,yes,yes
request-4-29-0,business,chemical runoff,yes,no
request-4-29-1,chemical runoff,eutrophication of water bodies,yes,no
request-4-29-2,eutrophication of water bodies,dead zones,yes,yes
request-4-29-3,dead zones,degradation of nature,yes,yes
request-4-30-0,business,overhunting,no,no
request-4-30-1,overhunting,reduction in wildlife populations,yes,yes
request-4-30-2,reduction in wildlife populations,imbalance in ecosystems,yes,yes
request-4-30-3,imbalance in ecosystems,degradation of nature,yes,yes
request-4-31-0,business,introduction of invasive species,yes,yes
request-4-31-1,introduction of invasive species,outcompetition of native species,yes,yes
request-4-31-2,outcompetition of native species,loss of biodiversity,yes,yes
request-4-31-3,loss of biodiversity,degradation of nature,yes,yes
request-4-32-0,business,climate change denial,no,no
request-4-32-1,climate change denial,lack of mitigation efforts,yes,no
request-4-32-2,lack of mitigation efforts,accelerated environmental damage,yes,no
request-4-32-3,accelerated environmental damage,degradation of nature,yes,yes
request-4-33-0,business,greenwashing,yes,yes
request-4-33-1,greenwashing,misleading environmental claims,yes,yes
request-4-33-2,misleading environmental claims,continued harmful practices,yes,yes
request-4-33-3,continued harmful practices,degradation of nature,yes,yes
request-4-34-0,business,lobbying against environmental regulations,yes,yes
request-4-34-1,lobbying against environmental regulations,weak environmental laws,yes,yes
request-4-34-2,weak environmental laws,unrestricted environmental harm,yes,no
request-4-34-3,unrestricted environmental harm,degradation of nature,yes,yes
request-4-35-0,business,extraction of fossil fuels,yes,yes
request-4-35-1,extraction of fossil fuels,environmental destruction from extraction,yes,yes
request-4-35-2,environmental destruction from extraction,pollution and habitat loss,yes,yes
request-4-35-3,pollution and habitat loss,degradation of nature,yes,yes
request-4-36-0,business,agricultural expansion,yes,yes
request-4-36-1,agricultural expansion,clearing of forests,yes,yes
request-4-36-2,clearing of forests,loss of carbon sinks,yes,no
request-4-36-3,loss of carbon sinks,degradation of nature,yes,yes
request-4-37-0,business,urban sprawl,yes,no
request-4-37-1,urban sprawl,fragmentation of habitats,yes,no
request-4-37-2,fragmentation of habitats,isolation of species,yes,yes
request-4-37-3,isolation of species,degradation of nature,no,yes
request-4-38-0,business,mining activities,yes,yes
request-4-38-1,mining activities,release of heavy metals,yes,yes
request-4-38-2,release of heavy metals,contamination of land and water,yes,yes
request-4-38-3,contamination of land and water,degradation of nature,yes,yes
request-4-39-0,business,drilling for oil,yes,yes
request-4-39-1,drilling for oil,oil spills,yes,no
request-4-39-2,oil spills,destruction of coastal ecosystems,yes,no
request-4-39-3,destruction of coastal ecosystems,degradation of nature,yes,yes
request-4-40-0,business,use of pesticides,yes,yes
request-4-40-1,use of pesticides,killing of beneficial insects,yes,yes
request-4-40-2,killing of beneficial insects,decline in pollinator populations,yes,no
request-4-40-3,decline in pollinator populations,degradation of nature,yes,yes
request-4-41-0,business,intensive farming,yes,yes
request-4-41-1,intensive farming,soil degradation,yes,no
request-4-41-2,soil degradation,reduced crop yields,yes,no
request-4-41-3,reduced crop yields,degradation of nature,no,yes
request-4-42-0,business,overgrazing,no,no
request-4-42-1,overgrazing,desertification,yes,no
request-4-42-2,desertification,loss of productive land,yes,yes
request-4-42-3,loss of productive land,degradation of nature,yes,yes
request-4-43-0,business,illegal logging,yes,yes
request-4-43-1,illegal logging,destruction of forest ecosystems,yes,no
request-4-43-2,destruction of forest ecosystems,loss of habitat,yes,yes
request-4-43-3,loss of habitat,degradation of nature,yes,yes
request-4-44-0,business,poaching,no,yes
request-4-44-1,poaching,reduction in endangered species,yes,no
request-4-44-2,reduction in endangered species,imbalance in ecosystems,yes,yes
request-4-44-3,imbalance in ecosystems,degradation of nature,yes,yes
request-4-45-0,business,unregulated fishing,no,yes
request-4-45-1,unregulated fishing,depletion of fish stocks,yes,no
request-4-45-2,depletion of fish stocks,collapse of marine ecosystems,yes,yes
request-4-45-3,collapse of marine ecosystems,degradation of nature,yes,yes
request-4-46-0,business,construction of dams,yes,yes
request-4-46-1,construction of dams,disruption of river ecosystems,yes,yes
request-4-46-2,disruption of river ecosystems,loss of biodiversity,yes,yes
request-4-46-3,loss of biodiversity,degradation of nature,yes,yes
request-4-47-0,business,emission of greenhouse gases,yes,no
request-4-47-1,emission of greenhouse gases,ocean acidification,yes,no
request-4-47-2,ocean acidification,coral reef bleaching,yes,no
request-4-47-3,coral reef bleaching,degradation of nature,yes,yes
request-4-48-0,business,use of singleuse plastics,yes,no
request-4-48-1,use of singleuse plastics,accumulation in oceans,yes,yes
request-4-48-2,accumulation in oceans,harm to marine ecosystems,yes,yes
request-4-48-3,harm to marine ecosystems,degradation of nature,yes,yes
request-4-49-0,business,neglect of circular economy practices,yes,yes
request-4-49-1,neglect of circular economy practices,continuous resource extraction,yes,yes
request-4-49-2,continuous resource extraction,environmental degradation,yes,yes
request-4-49-3,environmental degradation,degradation of nature,yes,yes
request-4-50-0,business,focus on shortterm gains,yes,no
request-4-50-1,focus on shortterm gains,ignoring longterm sustainability,yes,yes
request-4-50-2,ignoring longterm sustainability,environmental consequences,yes,yes
request-4-50-3,environmental consequences,degradation of nature,yes,yes
request-4-51-0,business,investment in unsustainable infrastructure,yes,no
request-4-51-1,investment in unsustainable infrastructure,longterm environmental damage,yes,yes
request-4-51-2,longterm environmental damage,irreversible degradation,yes,yes
request-4-51-3,irreversible degradation,degradation of nature,yes,yes
request-4-52-0,business,lack of environmental impact assessments,no,no
request-4-52-1,lack of environmental impact assessments,unanticipated environmental harm,yes,no
request-4-52-2,unanticipated environmental harm,escalating degradation,yes,yes
request-4-52-3,escalating degradation,degradation of nature,yes,yes
request-4-53-0,business,noncompliance with environmental standards,yes,no
request-4-53-1,noncompliance with environmental standards,increased pollution,yes,yes
request-4-53-2,increased pollution,environmental deterioration,yes,yes
request-4-53-3,environmental deterioration,degradation of nature,yes,yes
request-4-54-0,business,exploitation of cheap labor,yes,yes
request-4-54-1,exploitation of cheap labor,increased production,yes,yes
request-4-54-2,increased production,greater resource use,yes,no
request-4-54-3,greater resource use,degradation of nature,yes,yes
request-4-55-0,business,planned obsolescence,yes,yes
request-4-55-1,planned obsolescence,increased waste generation,yes,no
request-4-55-2,increased waste generation,environmental pollution,yes,yes
request-4-55-3,environmental pollution,degradation of nature,yes,yes
request-4-56-0,business,disinvestment in sustainable technologies,no,no
request-4-56-1,disinvestment in sustainable technologies,continued reliance on fossil fuels,yes,yes
request-4-56-2,continued reliance on fossil fuels,environmental damage,yes,yes
request-4-56-3,environmental damage,degradation of nature,yes,yes
request-4-57-0,business,support for destructive policies,no,no
request-4-57-1,support for destructive policies,removal of environmental protections,yes,yes
request-4-57-2,removal of environmental protections,increased exploitation,yes,yes
request-4-57-3,increased exploitation,degradation of nature,yes,yes
request-4-58-0,business,financing of environmentally harmful projects,yes,no
request-4-58-1,financing of environmentally harmful projects,direct contribution to degradation,yes,no
request-4-58-2,direct contribution to degradation,accelerated damage,yes,no
request-4-58-3,accelerated damage,degradation of nature,yes,yes
request-4-59-0,business,marketing of unsustainable products,yes,no
request-4-59-1,marketing of unsustainable products,encouragement of overconsumption,yes,yes
request-4-59-2,encouragement of overconsumption,increased waste,yes,yes
request-4-59-3,increased waste,degradation of nature,yes,yes
request-4-60-0,business,opposition to renewable energy,yes,no
request-4-60-1,opposition to renewable energy,delayed transition to clean energy,yes,no
request-4-60-2,delayed transition to clean energy,prolonged environmental harm,yes,yes
request-4-60-3,prolonged environmental harm,degradation of nature,yes,yes
request-4-61-0,business,lack of transparency in supply chains,yes,yes
request-4-61-1,lack of transparency in supply chains,unregulated environmental impact,yes,yes
request-4-61-2,unregulated environmental impact,hidden degradation,yes,yes
request-4-61-3,hidden degradation,degradation of nature,yes,yes
request-4-62-0,business,excessive packaging,yes,no
request-4-62-1,excessive packaging,increased plastic waste,yes,yes
request-4-62-2,increased plastic waste,pollution of natural environments,yes,yes
request-4-62-3,pollution of natural environments,degradation of nature,yes,yes
request-4-63-0,business,unsustainable sourcing,yes,yes
request-4-63-1,unsustainable sourcing,depletion of rare resources,yes,yes
request-4-63-2,depletion of rare resources,loss of natural capital,yes,yes
request-4-63-3,loss of natural capital,degradation of nature,yes,yes
request-4-64-0,business,disregard for animal welfare,yes,yes
request-4-64-1,disregard for animal welfare,cruel treatment of animals,yes,yes
request-4-64-2,cruel treatment of animals,disruption of natural behaviors,yes,yes
request-4-64-3,disruption of natural behaviors,degradation of nature,yes,yes
request-4-65-0,business,destruction of wetlands,yes,yes
request-4-65-1,destruction of wetlands,loss of water filtration,yes,yes
request-4-65-2,loss of water filtration,decreased water quality,yes,yes
request-4-65-3,decreased water quality,degradation of nature,yes,yes
request-4-66-0,business,contribution to light pollution,yes,no
request-4-66-1,contribution to light pollution,disruption of animal migration,yes,no
request-4-66-2,disruption of animal migration,negative impact on ecosystems,yes,yes
request-4-66-3,negative impact on ecosystems,degradation of nature,yes,yes
request-4-67-0,business,generation of electronic waste,yes,yes
request-4-67-1,generation of electronic waste,toxic chemical leaks,yes,no
request-4-67-2,toxic chemical leaks,contamination of soil and groundwater,yes,yes
request-4-67-3,contamination of soil and groundwater,degradation of nature,yes,yes
request-4-68-0,business,overtourism,yes,yes
request-4-68-1,overtourism,degradation of natural attractions,yes,yes
request-4-68-2,degradation of natural attractions,loss of local biodiversity,yes,yes
request-4-68-3,loss of local biodiversity,degradation of nature,yes,yes
request-4-69-0,business,use of chemical fertilizers,yes,yes
request-4-69-1,use of chemical fertilizers,water pollution from runoff,yes,yes
request-4-69-2,water pollution from runoff,dead zones in water bodies,yes,no
request-4-69-3,dead zones in water bodies,degradation of nature,yes,yes
request-4-70-0,business,engagement in illegal wildlife trade,yes,yes
request-4-70-1,engagement in illegal wildlife trade,reduction in species populations,yes,yes
request-4-70-2,reduction in species populations,imbalance in ecosystems,yes,yes
request-4-70-3,imbalance in ecosystems,degradation of nature,yes,yes
request-4-71-0,business,construction of infrastructure,yes,yes
request-4-71-1,construction of infrastructure,fragmentation of natural habitats,yes,no
request-4-71-2,fragmentation of natural habitats,isolation of species,yes,yes
request-4-71-3,isolation of species,degradation of nature,no,yes
request-4-72-0,business,investment in unsustainable agriculture,yes,no
request-4-72-1,investment in unsustainable agriculture,soil degradation,yes,yes
request-4-72-2,soil degradation,loss of fertile land,yes,yes
request-4-72-3,loss of fertile land,degradation of nature,yes,yes
request-4-73-0,business,support for fracking,no,yes
request-4-73-1,support for fracking,contamination of groundwater,yes,no
request-4-73-2,contamination of groundwater,destruction of local ecosystems,yes,yes
request-4-73-3,destruction of local ecosystems,degradation of nature,yes,yes
request-4-74-0,business,discharge of untreated wastewater,yes,yes
request-4-74-1,discharge of untreated wastewater,pollution of rivers and lakes,yes,yes
request-4-74-2,pollution of rivers and lakes,death of aquatic life,yes,yes
request-4-74-3,death of aquatic life,degradation of nature,yes,yes
request-4-75-0,business,clearing of land for development,yes,yes
request-4-75-1,clearing of land for development,habitat loss,yes,yes
request-4-75-2,habitat loss,reduction in species diversity,yes,yes
request-4-75-3,reduction in species diversity,degradation of nature,yes,yes
request-4-76-0,business,emission of particulate matter,yes,no
request-4-76-1,emission of particulate matter,air quality deterioration,yes,yes
request-4-76-2,air quality deterioration,negative health effects on wildlife,yes,no
request-4-76-3,negative health effects on wildlife,degradation of nature,yes,yes
request-4-77-0,business,use of endangered species products,yes,yes
request-4-77-1,use of endangered species products,increased demand for illicit trade,yes,yes
request-4-77-2,increased demand for illicit trade,further decline of species,yes,yes
request-4-77-3,further decline of species,degradation of nature,yes,yes
request-4-78-0,business,disruption of natural water flows,yes,yes
request-4-78-1,disruption of natural water flows,alteration of river ecosystems,yes,yes
request-4-78-2,alteration of river ecosystems,loss of aquatic biodiversity,yes,yes
request-4-78-3,loss of aquatic biodiversity,degradation of nature,yes,yes
request-4-79-0,business,creation of waste landfills,yes,yes
request-4-79-1,creation of waste landfills,leaching of toxins,yes,yes
request-4-79-2,leaching of toxins,groundwater pollution,yes,yes
request-4-79-3,groundwater pollution,degradation of nature,yes,yes
request-4-80-0,business,emission of ozonedepleting substances,no,no
request-4-80-1,emission of ozonedepleting substances,thinning of the ozone layer,yes,yes
request-4-80-2,thinning of the ozone layer,increased uv radiation,yes,yes
request-4-80-3,increased uv radiation,degradation of nature,yes,no
request-4-81-0,business,landfilling of organic waste,yes,no
