custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-2-0-2,fossil fuel combustion,carbon dioxide emissions,yes,no
request-2-0-3,carbon dioxide emissions,enhanced greenhouse effect,yes,no
request-2-0-4,enhanced greenhouse effect,global warming,yes,no
request-2-0-5,global warming,climate change,yes,no
request-2-1-0,business,deforestation practices,yes,yes
request-2-1-1,deforestation practices,reduced carbon sequestration,yes,no
request-2-1-2,reduced carbon sequestration,atmospheric co2 accumulation,yes,yes
request-2-1-3,atmospheric co2 accumulation,temperature rise,yes,yes
request-2-1-4,temperature rise,climate change,no,yes
request-2-2-0,business,transportation networks,yes,yes
request-2-2-1,transportation networks,vehicle emissions,yes,no
request-2-2-2,vehicle emissions,greenhouse gas release,yes,no
request-2-2-3,greenhouse gas release,atmospheric warming,yes,yes
request-2-2-4,atmospheric warming,climate change,no,yes
request-2-3-0,business,waste generation,yes,yes
request-2-3-1,waste generation,landfill decomposition,yes,no
request-2-3-2,landfill decomposition,methane emissions,yes,no
request-2-3-3,methane emissions,radiative forcing,yes,no
request-2-3-4,radiative forcing,climate change,yes,no
request-2-4-0,business,refrigerant usage,yes,no
request-2-4-1,refrigerant usage,hfc leakage,yes,yes
request-2-4-2,hfc leakage,high global warming potential gases,yes,no
request-2-4-3,high global warming potential gases,ozone layer impact,yes,no
request-2-4-4,ozone layer impact,climate change,no,no
request-2-5-0,business,resource extraction,yes,yes
request-2-5-1,resource extraction,methane venting,yes,no
request-2-5-2,methane venting,atmospheric pollution,yes,no
request-2-5-3,atmospheric pollution,altered heat retention,yes,yes
request-2-5-4,altered heat retention,climate change,yes,no
request-2-6-0,business,energy consumption,yes,no
request-2-6-1,energy consumption,coal power reliance,yes,yes
request-2-6-2,coal power reliance,particulate and co2 output,yes,no
request-2-6-3,particulate and co2 output,thermal imbalance,yes,yes
request-2-6-4,thermal imbalance,climate change,yes,yes
request-3-0-0,business expansion,deforestation,yes,no
request-3-0-1,deforestation,habitat destruction,yes,no
request-3-0-2,habitat destruction,species displacement,yes,no
request-3-0-3,species displacement,population decline,yes,yes
request-3-0-4,population decline,loss of biodiversity,yes,yes
request-3-1-0,industrial pollution,ecosystem contamination,yes,no
request-3-1-1,ecosystem contamination,toxic accumulation,yes,yes
request-3-1-2,toxic accumulation,species mortality,yes,yes
request-3-1-3,species mortality,loss of biodiversity,yes,yes
request-3-2-0,resource extraction,habitat fragmentation,yes,no
request-3-2-1,habitat fragmentation,reduced genetic diversity,yes,no
request-3-2-2,reduced genetic diversity,increased extinction risk,yes,yes
request-3-2-3,increased extinction risk,loss of biodiversity,yes,yes
request-3-3-0,carbon emissions,global warming,yes,no
request-3-3-1,global warming,altered ecosystems,yes,yes
request-3-3-2,altered ecosystems,biodiversity depletion,yes,yes
request-3-3-3,biodiversity depletion,loss of biodiversity,no,yes
request-3-4-0,overharvesting,resource depletion,yes,no
request-3-4-1,resource depletion,ecosystem imbalance,yes,yes
request-3-4-2,ecosystem imbalance,loss of biodiversity,yes,yes
request-3-5-0,invasive species introduction,native species decline,yes,no
request-3-5-1,native species decline,loss of biodiversity,yes,yes
request-4-0-0,business,resource extraction,yes,yes
request-4-0-1,resource extraction,habitat destruction,yes,no
request-4-0-2,habitat destruction,biodiversity loss,yes,no
request-4-0-3,biodiversity loss,degradation of nature,yes,yes
request-4-1-0,business,industrial emissions,yes,no
request-4-1-1,industrial emissions,air pollution,yes,no
request-4-1-2,air pollution,climate change,yes,no
request-4-1-3,climate change,ecosystem disruption,yes,no
request-4-1-4,ecosystem disruption,degradation of nature,yes,yes
request-4-2-0,business,waste production,yes,yes
request-4-2-1,waste production,plastic pollution,yes,no
request-4-2-2,plastic pollution,marine toxicity,yes,no
request-4-2-3,marine toxicity,coral reef collapse,yes,no
request-4-2-4,coral reef collapse,degradation of nature,yes,yes
request-4-3-0,business,deforestation,yes,yes
request-4-3-1,deforestation,soil erosion,yes,no
request-4-3-2,soil erosion,desertification,yes,yes
request-4-3-3,desertification,loss of arable land,yes,yes
request-4-3-4,loss of arable land,degradation of nature,yes,yes
request-4-4-0,business,overfishing,yes,no
request-4-4-1,overfishing,marine population decline,yes,no
request-4-4-2,marine population decline,food web collapse,yes,yes
request-4-4-3,food web collapse,oceanic dead zones,no,yes
request-4-4-4,oceanic dead zones,degradation of nature,yes,yes
request-4-5-0,business,chemical runoff,yes,no
request-4-5-1,chemical runoff,water contamination,yes,no
request-4-5-2,water contamination,aquatic species extinction,yes,no
request-4-5-3,aquatic species extinction,freshwater ecosystem collapse,yes,yes
request-4-5-4,freshwater ecosystem collapse,degradation of nature,yes,yes
request-4-6-0,business,fossil fuel consumption,yes,no
request-4-6-1,fossil fuel consumption,greenhouse gas accumulation,yes,no
request-4-6-2,greenhouse gas accumulation,global warming,yes,no
request-4-6-3,global warming,polar ice melt,yes,no
request-4-6-4,polar ice melt,degradation of nature,yes,yes
request-4-7-0,business,land development,yes,yes
request-4-7-1,land development,wildlife displacement,yes,no
request-4-7-2,wildlife displacement,predatorprey imbalance,yes,yes
request-4-7-3,predatorprey imbalance,invasive species proliferation,yes,yes
request-4-7-4,invasive species proliferation,degradation of nature,yes,yes
request-5-0-0,heat from gas emissions absorbed by oceans,increased ocean surface temperatures,yes,yes
request-5-0-1,increased ocean surface temperatures,enhanced thermal stratification of surface waters,yes,yes
request-5-0-2,enhanced thermal stratification of surface waters,reduced vertical density gradients,no,no
request-5-0-3,reduced vertical density gradients,weakened convective overturning,yes,no
request-5-0-4,weakened convective overturning,slowing of ocean vertical mixing,yes,yes
request-5-1-0,heat from gas emissions absorbed by oceans,accelerated polar ice melt,yes,yes
request-5-1-1,accelerated polar ice melt,freshwater influx into surface oceans,yes,yes
request-5-1-2,freshwater influx into surface oceans,decreased surface water salinity,yes,no
request-5-1-3,decreased surface water salinity,reduced surface layer density,yes,no
request-5-1-4,reduced surface layer density,strengthened vertical stratification,yes,no
request-5-1-5,strengthened vertical stratification,inhibited downward mixing,yes,yes
request-5-1-6,inhibited downward mixing,slowing of ocean vertical mixing,yes,yes
request-5-2-0,heat from gas emissions absorbed by oceans,warming of subtropical surface waters,yes,yes
request-5-2-1,warming of subtropical surface waters,expansion of buoyant surface layers,yes,no
request-5-2-2,expansion of buoyant surface layers,increased stratification in midlatitude oceans,yes,yes
request-5-2-3,increased stratification in midlatitude oceans,suppressed winddriven upwelling,yes,yes
request-5-2-4,suppressed winddriven upwelling,slowing of ocean vertical mixing,yes,yes
request-5-3-0,heat from gas emissions absorbed by oceans,sea surface temperature rise,yes,yes
request-5-3-1,sea surface temperature rise,intensified tropical cyclone activity,yes,no
request-5-3-2,intensified tropical cyclone activity,enhanced nearsurface turbulence,yes,no
request-5-3-3,enhanced nearsurface turbulence,paradoxical stabilization of deeper layers,yes,yes
request-5-3-4,paradoxical stabilization of deeper layers,reduced vertical exchange,yes,yes
request-5-3-5,reduced vertical exchange,slowing of ocean vertical mixing,yes,yes
request-6-0-0,heat from gas emissions absorbed by oceans,increased ocean temperature,yes,yes
request-6-0-1,increased ocean temperature,reduced oxygen solubility in seawater,yes,no
request-6-0-2,reduced oxygen solubility in seawater,lower dissolved oxygen concentrations,yes,no
request-6-0-3,lower dissolved oxygen concentrations,ocean deoxygenation,yes,yes
request-6-1-0,heat from gas emissions absorbed by oceans,increased ocean temperature,yes,yes
request-6-1-1,increased ocean temperature,enhanced thermal stratification of surface waters,yes,no
request-6-1-2,enhanced thermal stratification of surface waters,reduced vertical mixing of oxygenrich surface waters with deeper layers,yes,yes
request-6-1-3,reduced vertical mixing of oxygenrich surface waters with deeper layers,accumulation of oxygendepleted deep waters,yes,yes
request-6-1-4,accumulation of oxygendepleted deep waters,ocean deoxygenation,yes,yes
request-6-2-0,heat from gas emissions absorbed by oceans,increased ocean temperature,yes,yes
request-6-2-1,increased ocean temperature,elevated metabolic rates of marine organisms,yes,no
request-6-2-2,elevated metabolic rates of marine organisms,higher oxygen consumption through respiration,yes,yes
request-6-2-3,higher oxygen consumption through respiration,depletion of dissolved oxygen,yes,no
request-6-2-4,depletion of dissolved oxygen,ocean deoxygenation,yes,yes
request-6-3-0,heat from gas emissions absorbed by oceans,increased ocean temperature,yes,no
request-6-3-1,increased ocean temperature,altered ocean circulation patterns,yes,yes
request-6-3-2,altered ocean circulation patterns,reduced oxygen supply to certain marine zones,yes,no
request-6-3-3,reduced oxygen supply to certain marine zones,localized oxygen minima,yes,yes
request-6-3-4,localized oxygen minima,ocean deoxygenation,no,yes
request-6-4-0,heat from gas emissions absorbed by oceans,increased ocean temperature,no,yes
request-6-4-1,increased ocean temperature,accelerated microbial decomposition of organic matter,yes,no
request-6-4-2,accelerated microbial decomposition of organic matter,enhanced oxygen demand in subsurface layers,yes,yes
request-6-4-3,enhanced oxygen demand in subsurface layers,expansion of oxygendeficient zones,yes,yes
request-6-4-4,expansion of oxygendeficient zones,ocean deoxygenation,no,yes
request-7-0-0,fossil fuel co2 emissions,atmospheric co2 accumulation,yes,no
request-7-0-1,atmospheric co2 accumulation,oceanic co2 absorption,yes,no
request-7-0-2,oceanic co2 absorption,carbonic acid formation,yes,yes
request-7-0-3,carbonic acid formation,seawater ph reduction,yes,no
request-7-0-4,seawater ph reduction,ocean acidification,yes,yes
request-7-1-0,fossil fuel co2 emissions,enhanced greenhouse effect,yes,no
request-7-1-1,enhanced greenhouse effect,global temperature rise,yes,yes
request-7-1-2,global temperature rise,reduced ocean co2 solubility,yes,yes
request-7-1-3,reduced ocean co2 solubility,accelerated surface co2 retention,yes,yes
request-7-1-4,accelerated surface co2 retention,increased carbonic acid production,yes,yes
request-7-1-5,increased carbonic acid production,ocean acidification,yes,yes
request-7-2-0,fossil fuel co2 emissions,atmospheric co2 elevation,yes,no
request-7-2-1,atmospheric co2 elevation,climatedriven precipitation changes,yes,yes
request-7-2-2,climatedriven precipitation changes,terrestrial nutrient runoff,yes,no
request-7-2-3,terrestrial nutrient runoff,coastal eutrophication,yes,no
request-7-2-4,coastal eutrophication,organic matter decomposition,yes,yes
request-7-2-5,organic matter decomposition,localized co2 release,yes,no
request-7-2-6,localized co2 release,coastal ocean acidification,yes,no
request-7-3-0,fossil fuel co2 emissions,atmospheric co2 increase,yes,no
request-7-3-1,atmospheric co2 increase,ocean warming,yes,yes
request-7-3-2,ocean warming,thermally stratified surface layers,yes,yes
request-7-3-3,thermally stratified surface layers,reduced vertical carbon transport,yes,no
request-7-3-4,reduced vertical carbon transport,surface carbonate chemistry disruption,yes,yes
request-7-3-5,surface carbonate chemistry disruption,ocean acidification,no,yes
request-8-0-0,melting of glaciers,increased freshwater input into oceans,yes,no
request-8-0-1,increased freshwater input into oceans,decreased salinity in surface seawater,yes,no
request-8-0-2,decreased salinity in surface seawater,reduced density of surface water,yes,no
request-8-0-3,reduced density of surface water,slowed deepwater formation,yes,yes
request-8-0-4,slowed deepwater formation,weakening of thermohaline circulation,yes,yes
request-8-0-5,weakening of thermohaline circulation,disruption of ocean currents at intermediate depths,yes,yes
request-8-1-0,melting of glaciers,increased freshwater input into oceans,yes,no
request-8-1-1,increased freshwater input into oceans,formation of a stratified surface layer,yes,no
request-8-1-2,formation of a stratified surface layer,inhibited vertical mixing of water masses,yes,yes
request-8-1-3,inhibited vertical mixing of water masses,altered temperature and salinity gradients at intermediate depths,yes,yes
request-8-1-4,altered temperature and salinity gradients at intermediate depths,shifts in intermediatedepth current patterns,yes,yes
request-8-2-0,melting of glaciers,enhanced runoff into polar regions,yes,no
request-8-2-1,enhanced runoff into polar regions,dilution of north atlantic deep water formation areas,yes,no
request-8-2-2,dilution of north atlantic deep water formation areas,reduced sinking of dense water masses,yes,yes
request-8-2-3,reduced sinking of dense water masses,imbalance in global meridional overturning circulation,yes,yes
request-8-2-4,imbalance in global meridional overturning circulation,disruption of intermediatedepth ocean currents,yes,yes
request-8-3-0,melting of glaciers,freshening of coastal seawater,yes,no
request-8-3-1,freshening of coastal seawater,modified densitydriven coastal currents,yes,yes
request-8-3-2,modified densitydriven coastal currents,propagation of density anomalies to offshore regions,yes,yes
request-8-3-3,propagation of density anomalies to offshore regions,interference with intermediatedepth current stability,yes,yes
request-9-0-0,melting of glaciers,increased freshwater input into oceans,yes,yes
request-9-0-1,increased freshwater input into oceans,reduced surface water density,yes,no
request-9-0-2,reduced surface water density,weakening of thermohaline circulation,yes,no
request-9-0-3,weakening of thermohaline circulation,decreased vertical mixing of ocean waters,yes,yes
request-9-0-4,decreased vertical mixing of ocean waters,disruption of ocean temperature at intermediate depths,yes,yes
request-9-1-0,melting of glaciers,freshening of surface seawater,yes,no
request-9-1-1,freshening of surface seawater,enhanced stratification of ocean layers,yes,yes
request-9-1-2,enhanced stratification of ocean layers,impaired vertical heat exchange,yes,yes
request-9-1-3,impaired vertical heat exchange,altered thermal conditions at intermediate depths,yes,yes
request-9-1-4,altered thermal conditions at intermediate depths,disruption of ocean temperature at intermediate depths,yes,yes
request-9-2-0,melting of glaciers,dilution of polar surface salinity,yes,no
request-9-2-1,dilution of polar surface salinity,inhibition of deepwater formation,yes,yes
request-9-2-2,inhibition of deepwater formation,slowed meridional overturning circulation,yes,yes
request-9-2-3,slowed meridional overturning circulation,redistribution of heat in the water column,yes,yes
request-9-2-4,redistribution of heat in the water column,disruption of ocean temperature at intermediate depths,yes,yes
request-9-3-0,melting of glaciers,altered coastal runoff patterns,yes,no
request-9-3-1,altered coastal runoff patterns,modified density gradients in shelf regions,yes,yes
request-9-3-2,modified density gradients in shelf regions,shifts in intermediatedepth current systems,yes,yes
request-9-3-3,shifts in intermediatedepth current systems,accumulation of warmer/colder water pockets,yes,yes
request-9-3-4,accumulation of warmer/colder water pockets,disruption of ocean temperature at intermediate depths,yes,yes
request-10-0-0,climate change,rising global temperatures,no,no
request-10-0-1,rising global temperatures,glacier ice melting,yes,no
request-10-1-0,climate change,increased atmospheric co2 levels,no,yes
request-10-1-1,increased atmospheric co2 levels,enhanced greenhouse effect,yes,no
request-10-1-2,enhanced greenhouse effect,global warming,yes,yes
request-10-1-3,global warming,melting of glaciers,yes,no
request-10-2-0,climate change,ocean warming,yes,no
request-10-2-1,ocean warming,basal melting of glaciers,yes,no
request-10-2-2,basal melting of glaciers,glacier retreat,"""yes""",no
request-10-3-0,climate change,altered precipitation patterns,yes,no
request-10-3-1,altered precipitation patterns,reduced snow accumulation,yes,yes
request-10-3-2,reduced snow accumulation,glacier mass loss,yes,no
request-10-3-3,glacier mass loss,melting of glaciers,no,yes
request-10-4-0,climate change,increased wildfire activity,yes,no
request-10-4-1,increased wildfire activity,black carbon deposition,yes,yes
request-10-4-2,black carbon deposition,lowered albedo,yes,no
request-10-4-3,lowered albedo,accelerated ice melt,yes,yes
request-10-5-0,climate change,permafrost thaw,yes,yes
request-10-5-1,permafrost thaw,methane release,yes,yes
request-10-5-2,methane release,amplified warming,yes,yes
request-10-5-3,amplified warming,glacier melting,yes,yes
request-10-6-0,climate change,jet stream shifts,yes,no
request-10-6-1,jet stream shifts,prolonged heatwaves,yes,yes
request-10-6-2,prolonged heatwaves,surface melting of glaciers,yes,no
request-10-7-0,climate change,warmer ocean currents,yes,no
request-10-7-1,warmer ocean currents,ice shelf collapse,yes,no
request-10-7-2,ice shelf collapse,glacier instability,yes,no
request-10-7-3,glacier instability,melting of glaciers,yes,yes
request-11-0-0,meltwaterinduced weakening of ocean circulation,reduced northward heat transport,yes,no
request-11-0-1,reduced northward heat transport,accumulation of warm surface waters,yes,yes
request-11-0-2,accumulation of warm surface waters,enhanced downwelling of subtropical warm water,yes,no
request-11-0-3,enhanced downwelling of subtropical warm water,warming of intermediatedepth waters,yes,no
request-11-1-0,meltwaterinduced weakening of ocean circulation,decreased vertical mixing,yes,yes
request-11-1-1,decreased vertical mixing,reduced upward coldwater flux,yes,yes
request-11-1-2,reduced upward coldwater flux,diminished cooling of intermediate layers,yes,yes
request-11-1-3,diminished cooling of intermediate layers,warming of intermediatedepth waters,yes,yes
request-11-2-0,meltwaterinduced weakening of ocean circulation,slowed thermohaline circulation,yes,no
request-11-2-1,slowed thermohaline circulation,reduced deepwater formation,yes,yes
request-11-2-2,reduced deepwater formation,shallower penetration of surface heat,yes,yes
request-11-2-3,shallower penetration of surface heat,warming of intermediatedepth waters,no,yes
request-11-3-0,meltwaterinduced weakening of ocean circulation,increased ocean stratification,yes,yes
request-11-3-1,increased ocean stratification,trapped surface heat,yes,yes
request-11-3-2,trapped surface heat,gradual downward heat diffusion,yes,yes
request-11-3-3,gradual downward heat diffusion,warming of intermediatedepth waters,yes,yes
request-11-4-0,meltwaterinduced weakening of ocean circulation,altered winddriven currents,yes,yes
request-11-4-1,altered winddriven currents,redistribution of warm water masses,yes,yes
request-11-4-2,redistribution of warm water masses,subduction of warm water into intermediate depths,yes,yes
request-11-4-3,subduction of warm water into intermediate depths,warming of intermediatedepth waters,yes,no
request-12-0-0,warming of intermediatedepth waters,increased heat flux towards the seafloor,yes,yes
request-12-0-1,increased heat flux towards the seafloor,rising temperatures in shallow subsurface sediments,yes,yes
request-12-0-2,rising temperatures in shallow subsurface sediments,reduction of the methane hydrate stability zone,yes,no
request-12-0-3,reduction of the methane hydrate stability zone,destabilization of shallow subsurface methane hydrates,yes,no
request-12-1-0,warming of intermediatedepth waters,thermal expansion of water layers,yes,no
request-12-1-1,thermal expansion of water layers,altered local ocean circulation patterns,yes,yes
request-12-1-2,altered local ocean circulation patterns,advection of warmer water to shallower depths,yes,yes
request-12-1-3,advection of warmer water to shallower depths,enhanced heat transfer to hydratebearing sediments,yes,yes
request-12-1-4,enhanced heat transfer to hydratebearing sediments,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-2-0,warming of intermediatedepth waters,accelerated dissociation of deeper methane hydrates,yes,yes
request-12-2-1,accelerated dissociation of deeper methane hydrates,upward migration of released methane gas,yes,yes
request-12-2-2,upward migration of released methane gas,pressure changes in shallow subsurface sediments,yes,yes
request-12-2-3,pressure changes in shallow subsurface sediments,destabilization of shallow subsurface methane hydrates,yes,yes
request-12-3-0,warming of intermediatedepth waters,enhanced geothermal gradient in sediments,no,yes
request-12-3-1,enhanced geothermal gradient in sediments,shift in the base of the hydrate stability zone,yes,no
request-12-3-2,shift in the base of the hydrate stability zone,progressive upward thinning of stable hydrate layers,yes,yes
request-12-3-3,progressive upward thinning of stable hydrate layers,destabilization of shallow subsurface methane hydrates  ,yes,yes
request-13-0-0,warming of intermediatedepth waters,increased heat flux into submarine sediments,yes,no
request-13-0-1,increased heat flux into submarine sediments,reduction of methane hydrate stability conditions,yes,yes
request-13-0-2,reduction of methane hydrate stability conditions,dissociation of methane hydrates into free gas,yes,yes
request-13-0-3,dissociation of methane hydrates into free gas,accumulation of pressurized methane in sediment pores,yes,no
request-13-0-4,accumulation of pressurized methane in sediment pores,fracturing of overlying sediment layers,yes,yes
request-13-0-5,fracturing of overlying sediment layers,vertical migration of methane through fractures,yes,yes
request-13-0-6,vertical migration of methane through fractures,emission of methane into the water column,yes,yes
request-13-0-7,emission of methane into the water column,bubblemediated methane transfer to the atmosphere,yes,no
request-13-1-0,warming of intermediatedepth waters,thermallydriven reduction in ocean density stratification,yes,yes
request-13-1-1,thermallydriven reduction in ocean density stratification,enhanced vertical mixing of water masses,yes,yes
request-13-1-2,enhanced vertical mixing of water masses,transport of heat to seafloor methane reservoirs,yes,no
request-13-1-3,transport of heat to seafloor methane reservoirs,destabilization of shallow subseafloor hydrates,yes,no
request-13-1-4,destabilization of shallow subseafloor hydrates,increased methane solubility in surrounding porewater,yes,yes
request-13-1-5,increased methane solubility in surrounding porewater,exsolution of dissolved methane as gas bubbles,no,no
request-13-1-6,exsolution of dissolved methane as gas bubbles,advection of methane plumes toward the surface,yes,yes
request-13-2-0,warming of intermediatedepth waters,accelerated decomposition of particulate organic matter,yes,no
request-13-2-1,accelerated decomposition of particulate organic matter,expansion of anaerobic oxidation zones,yes,no
request-13-2-2,expansion of anaerobic oxidation zones,shift in microbial communities toward methanogens,yes,no
request-13-2-3,shift in microbial communities toward methanogens,enhanced biogenic methane production,yes,yes
request-13-2-4,enhanced biogenic methane production,saturation of sedimentary pore spaces with methane,yes,no
request-13-2-5,saturation of sedimentary pore spaces with methane,buoyancydriven ebullition events,yes,no
request-13-2-6,buoyancydriven ebullition events,direct methane release at sedimentwater interfaces,yes,yes
request-13-3-0,warming of intermediatedepth waters,thermal expansion of water masses,yes,no
request-13-3-1,thermal expansion of water masses,increased pressure on continental margins,yes,no
request-13-3-2,increased pressure on continental margins,mechanical failure of hydratebearing sediments,yes,yes
request-13-3-3,mechanical failure of hydratebearing sediments,slope instability and submarine landslides,yes,yes
request-13-3-4,slope instability and submarine landslides,rapid depressurization of hydrate reservoirs,yes,yes
request-13-3-5,rapid depressurization of hydrate reservoirs,explosive methane hydrate dissociation,yes,yes
request-13-3-6,explosive methane hydrate dissociation,massive methane flux through fractured seabed,no,no
request-14-0-0,shutdown of energy production,reduced energy supply,yes,no
request-14-0-1,reduced energy supply,increased energy prices,yes,no
request-14-0-2,increased energy prices,higher production costs for goods and services,yes,no
request-14-0-3,higher production costs for goods and services,rise in consumer prices,yes,no
request-14-0-4,rise in consumer prices,inflation,no,yes
request-14-1-0,shutdown of energy production,dependence on imported energy sources,yes,yes
request-14-1-1,dependence on imported energy sources,trade deficit growth,yes,no
request-14-1-2,trade deficit growth,currency devaluation,no,no
request-14-1-3,currency devaluation,increased cost of imports,yes,yes
request-14-1-4,increased cost of imports,inflation,yes,yes
request-14-2-0,shutdown of energy production,disruption of industrial operations,yes,yes
request-14-2-1,disruption of industrial operations,reduced output of essential goods,yes,yes
request-14-2-2,reduced output of essential goods,supply shortages,yes,yes
request-14-2-3,supply shortages,price speculation and hoarding,yes,yes
request-14-2-4,price speculation and hoarding,inflation,yes,yes
request-14-3-0,shutdown of energy production,shift to alternative energy systems,yes,yes
request-14-3-1,shift to alternative energy systems,higher operational expenses for businesses,yes,yes
request-14-3-2,higher operational expenses for businesses,costpush price increases,yes,yes
request-14-3-3,costpush price increases,inflation,yes,no
request-14-4-0,shutdown of energy production,government subsidies to stabilize energy access,yes,no
request-14-4-1,government subsidies to stabilize energy access,increased public debt,yes,no
request-14-4-2,increased public debt,fiscal monetization,yes,yes
request-14-4-3,fiscal monetization,excess money supply,yes,no
request-14-4-4,excess money supply,inflation,yes,no
request-15-0-0,shutdown of energy production,reduced electricity supply,yes,yes
request-15-0-1,reduced electricity supply,factory closures,yes,no
request-15-0-2,factory closures,decreased manufacturing output,yes,yes
request-15-0-3,decreased manufacturing output,supply chain disruptions,yes,yes
request-15-0-4,supply chain disruptions,retail inventory depletion,yes,yes
request-15-0-5,retail inventory depletion,shortages,yes,yes
request-15-1-0,shutdown of energy production,fuel production halt,yes,yes
request-15-1-1,fuel production halt,transportation paralysis,yes,no
request-15-1-2,transportation paralysis,logistics network collapse,yes,yes
request-15-1-3,logistics network collapse,delayed goods distribution,yes,yes
request-15-1-4,delayed goods distribution,market stockouts,yes,yes
request-15-1-5,market stockouts,shortages,no,yes
request-15-2-0,shutdown of energy production,agricultural machinery inactivity,yes,no
request-15-2-1,agricultural machinery inactivity,crop yield reduction,yes,i can provide more information if you'd like
request-15-2-2,crop yield reduction,food production decline,yes,no
request-15-2-3,food production decline,grocery supply deficits,yes,no
request-15-2-4,grocery supply deficits,shortages,yes,yes
request-15-3-0,shutdown of energy production,mining operation suspension,yes,yes
request-15-3-1,mining operation suspension,raw material scarcity,yes,yes
request-15-3-2,raw material scarcity,industrial production stagnation,yes,no
request-15-3-3,industrial production stagnation,product unavailability,yes,yes
request-15-3-4,product unavailability,shortages,no,yes
request-15-4-0,shutdown of energy production,power grid failure,yes,yes
request-15-4-1,power grid failure,refrigeration system breakdown,yes,no
request-15-4-2,refrigeration system breakdown,perishable goods spoilage,yes,no
request-15-4-3,perishable goods spoilage,food shortages,yes,no
request-15-4-4,food shortages,shortages,yes,yes
request-15-5-0,shutdown of energy production,water treatment plant shutdown,yes,yes
request-15-5-1,water treatment plant shutdown,sanitation resource scarcity,yes,yes
request-15-5-2,sanitation resource scarcity,public health infrastructure strain,yes,yes
request-15-5-3,public health infrastructure strain,medical supply shortages,yes,yes
request-15-5-4,medical supply shortages,shortages,yes,yes
request-16-0-0,shutdown of energy production,reduced energy supply,yes,yes
request-16-0-1,reduced energy supply,higher energy prices,yes,no
request-16-0-2,higher energy prices,increased production costs,yes,yes
request-16-0-3,increased production costs,higher consumer prices,yes,no
request-16-0-4,higher consumer prices,inflation,no,no
request-16-1-0,shutdown of energy production,reduced industrial output,yes,no
request-16-1-1,reduced industrial output,supply shortages,yes,yes
request-16-1-2,supply shortages,higher goods prices,yes,no
request-16-1-3,higher goods prices,inflation,yes,yes
request-16-2-0,shutdown of energy production,higher energy prices,yes,no
request-16-2-1,higher energy prices,increased transportation costs,yes,no
request-16-2-2,increased transportation costs,higher product prices,yes,no
request-16-2-3,higher product prices,inflation,yes,yes
request-16-3-0,shutdown of energy production,increased energy imports,yes,no
request-16-3-1,increased energy imports,currency devaluation,yes,no
