custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH
request-2-3-1,supporting the market presence of harmful companies,hindering growth of ecofriendly alternatives,yes,yes
request-2-3-2,hindering growth of ecofriendly alternatives,dominance of climatedamaging companies,yes,yes
request-2-3-3,dominance of climatedamaging companies,keeping of climatedamaging companies,no,no
request-2-4-0,buying from companies that mess the climate,providing capital for harmful operations,yes,no
request-2-4-1,providing capital for harmful operations,advancement of destructive technologies,yes,yes
request-2-4-2,advancement of destructive technologies,exacerbation of climate issues,yes,no
request-2-4-3,exacerbation of climate issues,keeping of climatedamaging companies,no,yes
request-2-5-0,buying from companies that mess the climate,normalizing environmentally harmful consumption,yes,no
request-2-5-1,normalizing environmentally harmful consumption,societal acceptance of climatedamaging practices,no,yes
request-2-5-2,societal acceptance of climatedamaging practices,weakened environmental regulations,yes,no
request-2-5-3,weakened environmental regulations,keeping of climatedamaging companies,yes,no
request-2-6-0,buying from companies that mess the climate,reducing economic pressure to innovate sustainably,yes,no
request-2-6-1,reducing economic pressure to innovate sustainably,continuation of outdated technologies,yes,yes
request-2-6-2,continuation of outdated technologies,ongoing environmental degradation,yes,yes
request-2-6-3,ongoing environmental degradation,keeping of climatedamaging companies,yes,yes
request-2-7-0,buying from companies that mess the climate,enhancing profitability of harmful industries,yes,no
request-2-7-1,enhancing profitability of harmful industries,attraction of investors to climatedamaging companies,yes,no
request-2-7-2,attraction of investors to climatedamaging companies,increased funding for harmful activities,yes,no
request-2-7-3,increased funding for harmful activities,keeping of climatedamaging companies,no,yes
request-2-8-0,buying from companies that mess the climate,undermining efforts of ecofriendly competitors,yes,no
request-2-8-1,undermining efforts of ecofriendly competitors,limiting market share of sustainable alternatives,yes,yes
request-2-8-2,limiting market share of sustainable alternatives,decreased competition for climatedamaging companies,yes,no
request-2-8-3,decreased competition for climatedamaging companies,keeping of climatedamaging companies,no,no
request-2-9-0,buying from companies that mess the climate,perpetuating consumer dependence on harmful products,yes,yes
request-2-9-1,perpetuating consumer dependence on harmful products,sustained production of climatedamaging goods,yes,yes
request-2-9-2,sustained production of climatedamaging goods,reinforcement of harmful supply chains,yes,yes
request-2-9-3,reinforcement of harmful supply chains,keeping of climatedamaging companies,yes,yes
request-3-0-0,systemic change,policy reform,yes,yes
request-3-0-1,policy reform,emission reduction,yes,yes
request-3-0-2,emission reduction,progress in climate change,no,yes
request-3-1-0,systemic change,technological innovation,yes,yes
request-3-1-1,technological innovation,renewable energy adoption,yes,yes
request-3-1-2,renewable energy adoption,emission reduction,yes,yes
request-3-1-3,emission reduction,progress in climate change,no,yes
request-3-2-0,systemic change,environmental awareness,no,no
request-3-2-1,environmental awareness,behavioral change,yes,no
request-3-2-2,behavioral change,reduced energy consumption,yes,yes
request-3-2-3,reduced energy consumption,progress in climate change,no,no
request-3-3-0,systemic change,economic restructuring,yes,yes
request-3-3-1,economic restructuring,sustainable infrastructure development,yes,yes
request-3-3-2,sustainable infrastructure development,reduced fossil fuel dependency,yes,yes
request-3-3-3,reduced fossil fuel dependency,progress in climate change,no,yes
request-3-4-0,systemic change,international cooperation,no,yes
request-3-4-1,international cooperation,global emission standards,no,yes
request-3-4-2,global emission standards,greenhouse gas reduction,yes,no
request-3-4-3,greenhouse gas reduction,progress in climate change,no,no
request-3-5-0,systemic change,corporate responsibility,no,no
request-3-5-1,corporate responsibility,sustainable business practices,yes,yes
request-3-5-2,sustainable business practices,lower carbon footprint,yes,yes
request-3-5-3,lower carbon footprint,progress in climate change,no,no
request-3-6-0,systemic change,investment in public transportation,yes,yes
request-3-6-1,investment in public transportation,reduced vehicle emissions,yes,yes
request-3-6-2,reduced vehicle emissions,progress in climate change,no,no
request-3-7-0,systemic change,educational programs,no,no
request-3-7-1,educational programs,increased public engagement,yes,no
request-3-7-2,increased public engagement,support for environmental policies,yes,yes
request-3-7-3,support for environmental policies,progress in climate change,yes,yes
request-3-8-0,systemic change,agricultural reform,no,yes
request-3-8-1,agricultural reform,sustainable farming practices,no,no
request-3-8-2,sustainable farming practices,decreased methane emissions,yes,no
request-3-8-3,decreased methane emissions,progress in climate change,no,no
request-3-9-0,systemic change,legal actions,no,no
request-3-9-1,legal actions,enforcement of environmental regulations,yes,yes
request-3-9-2,enforcement of environmental regulations,reduced industrial pollution,yes,yes
request-3-9-3,reduced industrial pollution,progress in climate change,no,no
request-4-0-0,ultra wealthy people,ownership of private jets,yes,no
request-4-0-1,ownership of private jets,emissions from private jets,yes,no
request-4-0-2,emissions from private jets,more carbon footprint,yes,yes
request-4-1-0,ultra wealthy people,ownership of yachts,yes,no
request-4-1-1,ownership of yachts,emissions from yachts,yes,no
request-4-1-2,emissions from yachts,more carbon footprint,yes,yes
request-4-2-0,ultra wealthy people,ownership of multiple large homes,yes,no
request-4-2-1,ownership of multiple large homes,increased residential energy use,yes,no
request-4-2-2,increased residential energy use,more carbon footprint,yes,yes
request-4-3-0,ultra wealthy people,frequent luxury travel,yes,no
request-4-3-1,frequent luxury travel,increased aviation emissions,yes,no
request-4-3-2,increased aviation emissions,more carbon footprint,yes,yes
request-4-4-0,ultra wealthy people,high consumption patterns,yes,no
request-4-4-1,high consumption patterns,increased goods production,yes,no
request-4-4-2,increased goods production,production emissions,yes,no
request-4-4-3,production emissions,more carbon footprint,yes,yes
request-4-5-0,ultra wealthy people,investments in carbonintensive industries,yes,no
request-4-5-1,investments in carbonintensive industries,industrial emissions,yes,no
request-4-5-2,industrial emissions,more carbon footprint,yes,yes
request-4-6-0,ultra wealthy people,promotion of luxury lifestyles,yes,no
request-4-6-1,promotion of luxury lifestyles,influence on societal consumption,yes,yes
request-4-6-2,influence on societal consumption,more carbon footprint,yes,yes
request-4-7-0,ultra wealthy people,hosting of resourceintensive events,yes,no
request-4-7-1,hosting of resourceintensive events,emissions from events,yes,no
request-4-7-2,emissions from events,more carbon footprint,yes,yes
request-5-0-0,pork waste lagoons breaking loose,release of waste into waterways,yes,no
request-5-0-1,release of waste into waterways,contamination of water with nutrients and pathogens,yes,yes
request-5-0-2,contamination of water with nutrients and pathogens,eutrophication of aquatic ecosystems,yes,yes
request-5-0-3,eutrophication of aquatic ecosystems,algal blooms formation,yes,yes
request-5-0-4,algal blooms formation,oxygen depletion in water bodies,yes,yes
request-5-0-5,oxygen depletion in water bodies,death of aquatic life,yes,yes
request-5-0-6,death of aquatic life,massive environmental damage,yes,yes
request-5-1-0,pork waste lagoons breaking loose,flooding of surrounding land with waste,yes,no
request-5-1-1,flooding of surrounding land with waste,soil contamination with pollutants,yes,no
request-5-1-2,soil contamination with pollutants,infiltration of contaminants into groundwater,yes,no
request-5-1-3,infiltration of contaminants into groundwater,pollution of drinking water sources,yes,yes
request-5-1-4,pollution of drinking water sources,health hazards to humans and animals,yes,yes
request-5-1-5,health hazards to humans and animals,disruption of local ecosystems,yes,yes
request-5-1-6,disruption of local ecosystems,massive environmental damage,yes,yes
request-5-2-0,pork waste lagoons breaking loose,emission of harmful gases like ammonia and methane,yes,no
request-5-2-1,emission of harmful gases like ammonia and methane,air pollution in surrounding areas,yes,yes
request-5-2-2,air pollution in surrounding areas,acid rain formation from atmospheric reactions,yes,yes
request-5-2-3,acid rain formation from atmospheric reactions,damage to vegetation and soil acidity increase,yes,no
request-5-2-4,damage to vegetation and soil acidity increase,loss of biodiversity in affected areas,yes,yes
request-5-2-5,loss of biodiversity in affected areas,massive environmental damage,yes,yes
request-5-3-0,pork waste lagoons breaking loose,spread of antibioticresistant bacteria,yes,no
request-5-3-1,spread of antibioticresistant bacteria,infection of wildlife and humans,yes,yes
request-5-3-2,infection of wildlife and humans,imbalance in microbial communities,yes,yes
request-5-3-3,imbalance in microbial communities,alteration of ecosystem functions,yes,yes
request-5-3-4,alteration of ecosystem functions,massive environmental damage,yes,yes
request-5-4-0,pork waste lagoons breaking loose,release of hormones and pharmaceuticals into the environment,yes,no
request-5-4-1,release of hormones and pharmaceuticals into the environment,endocrine disruption in wildlife,yes,yes
request-5-4-2,endocrine disruption in wildlife,reproductive issues in aquatic organisms,yes,yes
request-5-4-3,reproductive issues in aquatic organisms,population declines in species,yes,no
request-5-4-4,population declines in species,massive environmental damage,yes,yes
request-5-5-0,pork waste lagoons breaking loose,nutrient overload in soils,yes,no
request-5-5-1,nutrient overload in soils,promotion of invasive plant species growth,yes,no
request-5-5-2,promotion of invasive plant species growth,competition with native vegetation,yes,yes
request-5-5-3,competition with native vegetation,habitat alteration,yes,yes
request-5-5-4,habitat alteration,loss of native species,yes,yes
request-5-5-5,loss of native species,massive environmental damage,yes,yes
request-5-6-0,pork waste lagoons breaking loose,sedimentation in water bodies,yes,no
request-5-6-1,sedimentation in water bodies,habitat destruction for bottomdwelling organisms,yes,yes
request-5-6-2,habitat destruction for bottomdwelling organisms,disruption of food chains,yes,yes
request-5-6-3,disruption of food chains,ecosystem destabilization,yes,yes
request-5-6-4,ecosystem destabilization,massive environmental damage,yes,yes
request-5-7-0,pork waste lagoons breaking loose,attraction of pests and disease vectors,yes,no
request-5-7-1,attraction of pests and disease vectors,spread of diseases to livestock and wildlife,yes,no
request-5-7-2,spread of diseases to livestock and wildlife,health crises in animal populations,yes,yes
request-5-7-3,health crises in animal populations,economic losses in agriculture,yes,no
request-5-7-4,economic losses in agriculture,massive environmental damage,yes,yes
request-6-0-0,having fewer children,reduced population growth,yes,yes
request-6-0-1,reduced population growth,lower resource consumption,yes,no
request-6-0-2,lower resource consumption,decreased greenhouse gas emissions,yes,no
request-6-0-3,decreased greenhouse gas emissions,carbon footprint,no,no
request-6-1-0,having fewer children,reduced household consumption,no,no
request-6-1-1,reduced household consumption,lower energy use,yes,no
request-6-1-2,lower energy use,decreased carbon emissions,yes,no
request-6-1-3,decreased carbon emissions,carbon footprint,no,no
request-6-2-0,having fewer children,decreased waste generation,yes,no
request-6-2-1,decreased waste generation,reduced methane emissions,yes,no
request-6-2-2,reduced methane emissions,lower greenhouse gas emissions,yes,no
request-6-2-3,lower greenhouse gas emissions,carbon footprint,no,no
request-6-3-0,having fewer children,fewer vehicles needed,yes,no
request-6-3-1,fewer vehicles needed,reduced fossil fuel consumption,yes,no
request-6-3-2,reduced fossil fuel consumption,decreased co₂ emissions,yes,yes
request-6-3-3,decreased co₂ emissions,carbon footprint,no,no
request-6-4-0,having fewer children,less deforestation for housing,yes,no
request-6-4-1,less deforestation for housing,maintained carbon sequestration,yes,yes
request-6-4-2,maintained carbon sequestration,reduced atmospheric co₂,yes,no
request-6-4-3,reduced atmospheric co₂,carbon footprint,no,no
request-6-5-0,having fewer children,decreased demand for agriculture,yes,no
request-6-5-1,decreased demand for agriculture,reduced land use change,yes,yes
request-6-5-2,reduced land use change,lower emissions from land conversion,yes,yes
request-6-5-3,lower emissions from land conversion,carbon footprint,no,no
request-6-6-0,having fewer children,reduced production of goods,no,no
request-6-6-1,reduced production of goods,lower industrial emissions,no,no
request-6-6-2,lower industrial emissions,decreased greenhouse gas output,yes,yes
request-6-6-3,decreased greenhouse gas output,carbon footprint,no,no
request-6-7-0,having fewer children,less need for public services expansion,yes,no
request-6-7-1,less need for public services expansion,reduced energy consumption in infrastructure,yes,no
request-6-7-2,reduced energy consumption in infrastructure,lower carbon emissions,yes,no
request-6-7-3,lower carbon emissions,carbon footprint,no,no
request-6-8-0,having fewer children,diminished urban sprawl,yes,no
request-6-8-1,diminished urban sprawl,preserved natural habitats,yes,yes
request-6-8-2,preserved natural habitats,maintained carbon sinks,yes,yes
request-6-8-3,maintained carbon sinks,carbon footprint,no,no
request-6-9-0,having fewer children,lower water usage,no,no
request-6-9-1,lower water usage,reduced energy for water treatment,yes,no
request-6-9-2,reduced energy for water treatment,decreased emissions from energy production,yes,no
request-6-9-3,decreased emissions from energy production,carbon footprint,no,no
request-7-0-0,climate change,increased sea surface temperatures,yes,yes
request-7-0-1,increased sea surface temperatures,strengthening of hurricanes,yes,no
request-7-0-2,strengthening of hurricanes,increased rainfall during hurricane harvey,no,no
request-7-0-3,increased rainfall during hurricane harvey,doubling of flooded houston homes in the hurricane harvey,no,no
request-7-1-0,climate change,rising sea levels,yes,no
request-7-1-1,rising sea levels,higher storm surges,yes,no
request-7-1-2,higher storm surges,severe coastal flooding,yes,yes
request-7-1-3,severe coastal flooding,doubling of flooded houston homes in the hurricane harvey,no,no
request-7-2-0,climate change,increased atmospheric moisture,yes,no
request-7-2-1,increased atmospheric moisture,heavier precipitation events,yes,no
request-7-2-2,heavier precipitation events,prolonged rainfall during hurricane harvey,yes,yes
request-7-2-3,prolonged rainfall during hurricane harvey,doubling of flooded houston homes in the hurricane harvey,no,no
request-7-3-0,climate change,slowermoving hurricanes,no,no
request-7-3-1,slowermoving hurricanes,extended duration of hurricane harvey,yes,no
request-7-3-2,extended duration of hurricane harvey,increased rainfall accumulation,yes,no
request-7-3-3,increased rainfall accumulation,doubling of flooded houston homes in the hurricane harvey,no,no
request-7-4-0,climate change,enhanced greenhouse effect,yes,yes
request-7-4-1,enhanced greenhouse effect,warmer gulf of mexico waters,yes,no
request-7-4-2,warmer gulf of mexico waters,intensification of hurricane harvey,yes,yes
request-7-4-3,intensification of hurricane harvey,doubling of flooded houston homes in the hurricane harvey,no,no
request-7-5-0,climate change,increased frequency of extreme weather events,yes,no
request-7-5-1,increased frequency of extreme weather events,occurrence of hurricane harvey,no,no
request-7-5-2,occurrence of hurricane harvey,severe flooding in houston,yes,no
request-7-5-3,severe flooding in houston,doubling of flooded houston homes in the hurricane harvey,yes,no
request-8-0-0,methane,greenhouse gas emissions,yes,no
request-8-0-1,greenhouse gas emissions,enhanced greenhouse effect,yes,no
request-8-0-2,enhanced greenhouse effect,global warming,yes,yes
request-8-0-3,global warming,climate change,yes,yes
request-8-0-4,climate change,environmental degradation,yes,yes
request-8-0-5,environmental degradation,pollution,yes,yes
request-8-1-0,methane,atmospheric methane increase,yes,yes
request-8-1-1,atmospheric methane increase,formation of groundlevel ozone,yes,no
request-8-1-2,formation of groundlevel ozone,air quality deterioration,yes,yes
request-8-1-3,air quality deterioration,air pollution,no,yes
request-8-1-4,air pollution,pollution,no,no
request-8-2-0,methane,natural gas extraction,no,yes
request-8-2-1,natural gas extraction,habitat disruption,yes,yes
request-8-2-2,habitat disruption,ecosystem imbalance,yes,yes
request-8-2-3,ecosystem imbalance,environmental contamination,yes,yes
request-8-2-4,environmental contamination,pollution,yes,yes
request-8-3-0,methane,methane leaks,no,no
request-8-3-1,methane leaks,explosion hazards,yes,yes
request-8-3-2,explosion hazards,release of pollutants,yes,no
request-8-3-3,release of pollutants,air pollution,yes,no
request-8-3-4,air pollution,pollution,no,no
request-8-4-0,methane,combustion of methane,no,no
request-8-4-1,combustion of methane,carbon dioxide emissions,yes,no
request-8-4-2,carbon dioxide emissions,greenhouse gas accumulation,yes,no
request-8-4-3,greenhouse gas accumulation,climate change,yes,yes
request-8-4-4,climate change,pollution,no,yes
request-8-5-0,methane,agricultural practices,no,yes
request-8-5-1,agricultural practices,livestock farming emissions,yes,yes
request-8-5-2,livestock farming emissions,increased atmospheric pollutants,yes,yes
request-8-5-3,increased atmospheric pollutants,air pollution,yes,yes
request-8-5-4,air pollution,pollution,no,no
request-8-6-0,methane,waste decomposition,yes,yes
request-8-6-1,waste decomposition,biogas release,yes,yes
request-8-6-2,biogas release,uncontrolled methane emissions,no,no
request-8-6-3,uncontrolled methane emissions,atmospheric pollution,yes,no
request-8-6-4,atmospheric pollution,pollution,yes,no
request-8-7-0,methane,melting permafrost,yes,yes
request-8-7-1,melting permafrost,release of trapped methane,yes,yes
request-8-7-2,release of trapped methane,enhanced greenhouse effect,yes,no
request-8-7-3,enhanced greenhouse effect,climate change,yes,yes
request-8-7-4,climate change,pollution,no,yes
request-8-8-0,methane,oceanic methane hydrates,no,yes
request-8-8-1,oceanic methane hydrates,methane release into oceans,yes,no
request-8-8-2,methane release into oceans,ocean acidification,yes,no
request-8-8-3,ocean acidification,marine ecosystem disruption,yes,yes
request-8-8-4,marine ecosystem disruption,pollution,yes,yes
request-8-9-0,methane,fossil fuel use,no,yes
request-8-9-1,fossil fuel use,airborne particulate matter,yes,no
request-8-9-2,airborne particulate matter,air quality degradation,yes,yes
request-8-9-3,air quality degradation,health hazards,yes,yes
request-8-9-4,health hazards,pollution,no,yes
request-9-0-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,exposure of methane hydrates,yes,no
request-9-0-1,exposure of methane hydrates,dissociation of methane hydrates,yes,yes
request-9-0-2,dissociation of methane hydrates,release of methane into the atmosphere,yes,yes
request-9-1-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,reduced pressure on methane deposits,no,no
request-9-1-1,reduced pressure on methane deposits,destabilization of methane clathrates,yes,no
request-9-1-2,destabilization of methane clathrates,release of methane into the atmosphere,yes,yes
request-9-2-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,increased ocean temperatures,yes,yes
request-9-2-1,increased ocean temperatures,methane hydrate decomposition,yes,no
request-9-2-2,methane hydrate decomposition,release of methane into the atmosphere,yes,yes
request-9-3-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,decreased microbial activity,no,no
request-9-3-1,decreased microbial activity,accumulation of methane gas,yes,no
request-9-3-2,accumulation of methane gas,release of methane into the atmosphere,yes,yes
request-9-4-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,increased permeability of ice layers,no,no
request-9-4-1,increased permeability of ice layers,methane migration to surface,yes,no
request-9-4-2,methane migration to surface,release of methane into the atmosphere,yes,no
request-9-5-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,disintegration of ice shelves,yes,yes
request-9-5-1,disintegration of ice shelves,exposure of subglacial methane reserves,yes,no
request-9-5-2,exposure of subglacial methane reserves,release of methane into the atmosphere,yes,no
request-9-6-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,collapse of permafrost layers,yes,no
request-9-6-1,collapse of permafrost layers,methane release from permafrost,yes,yes
request-9-6-2,methane release from permafrost,release of methane into the atmosphere,yes,yes
request-9-7-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,methane bubble formation,yes,no
request-9-7-1,methane bubble formation,methane bubbling to the surface,yes,yes
request-9-7-2,methane bubbling to the surface,release of methane into the atmosphere,yes,no
request-9-8-0,melting of antarctic ice and methane pockets unabsorbed by microorganisms,algal bloom due to fresh water influx,no,no
request-9-8-1,algal bloom due to fresh water influx,oxygen depletion,yes,no
request-9-8-2,oxygen depletion,anaerobic conditions leading to methane production,yes,yes
request-9-8-3,anaerobic conditions leading to methane production,release of methane into the atmosphere,no,no
request-10-0-0,lunar wobble,increased tidal amplitude,yes,no
request-10-0-1,increased tidal amplitude,higher high tides,yes,yes
request-10-0-2,higher high tides,coastal flooding in the 2030s,yes,yes
request-10-0-3,coastal flooding in the 2030s,changes in the coastline,yes,no
request-10-1-0,lunar wobble,altered tidal cycles,no,no
request-10-1-1,altered tidal cycles,increased coastal erosion,yes,no
request-10-1-2,increased coastal erosion,changes in the coastline,yes,yes
request-10-2-0,lunar wobble,combined effect with sealevel rise,yes,no
request-10-2-1,combined effect with sealevel rise,enhanced flooding risk,yes,yes
request-10-2-2,enhanced flooding risk,coastal flooding in the 2030s,yes,yes
request-10-2-3,coastal flooding in the 2030s,changes in the coastline,yes,no
request-10-3-0,lunar wobble,extreme tidal events,no,no
request-10-3-1,extreme tidal events,damage to coastal infrastructure,yes,no
request-10-3-2,damage to coastal infrastructure,changes in the coastline,yes,yes
request-10-4-0,lunar wobble,increased inundation events,no,no
request-10-4-1,increased inundation events,saltwater intrusion,yes,yes
request-10-4-2,saltwater intrusion,degradation of coastal ecosystems,yes,yes
request-10-4-3,degradation of coastal ecosystems,changes in the coastline,yes,yes
request-11-0-0,drought,the decrease in water levels,yes,yes
request-11-0-1,the decrease in water levels,the reduction in river sizes,yes,yes
request-11-0-2,the reduction in river sizes,the changes in river courses,yes,no
request-11-0-3,the changes in river courses,changes in geography maps,yes,no
request-11-1-0,drought,the desertification of land,yes,no
request-11-1-1,the desertification of land,the changes in landforms,no,yes
request-11-1-2,the changes in landforms,changes in geography maps,yes,no
request-11-2-0,drought,the failure of crops,yes,no
request-11-2-1,the failure of crops,the migration of humans,yes,no
request-11-2-2,the migration of humans,the expansion of urban areas,yes,yes
request-11-2-3,the expansion of urban areas,changes in geography maps,yes,yes
request-11-3-0,drought,the occurrence of wildfires,yes,no
request-11-3-1,the occurrence of wildfires,the deforestation of regions,yes,yes
request-11-3-2,the deforestation of regions,the changes in landscape,yes,yes
request-11-3-3,the changes in landscape,changes in geography maps,yes,yes
request-11-4-0,drought,the drying up of lakes,yes,no
request-11-4-1,the drying up of lakes,the disappearance of lakes,yes,no
request-11-4-2,the disappearance of lakes,changes in geography maps,yes,yes
request-11-5-0,drought,the soil erosion,yes,no
request-11-5-1,the soil erosion,the changes in terrain,yes,yes
request-11-5-2,the changes in terrain,changes in geography maps,yes,no
request-11-6-0,drought,the depletion of groundwater,yes,yes
request-11-6-1,the depletion of groundwater,the land subsidence,yes,yes
request-11-6-2,the land subsidence,the changes in topography,yes,yes
request-11-6-3,the changes in topography,changes in geography maps,yes,no
request-11-7-0,drought,the shoreline retreat,no,no
request-11-7-1,the shoreline retreat,the coastal erosion,yes,yes
request-11-7-2,the coastal erosion,changes in geography maps,yes,yes
request-12-0-0,changes in geographical maps,redrawing of political boundaries,yes,yes
request-12-0-1,redrawing of political boundaries,loss of territory,no,yes
request-12-0-2,loss of territory,economic instability,yes,no
request-12-0-3,economic instability,job scarcity,no,yes
request-12-0-4,job scarcity,population displacement,yes,no
request-12-0-5,population displacement,migration issues,yes,yes
request-12-1-0,changes in geographical maps,alteration of natural resource distribution,yes,yes
request-12-1-1,alteration of natural resource distribution,environmental degradation,yes,yes
request-12-1-2,environmental degradation,decreased agricultural productivity,yes,yes
request-12-1-3,decreased agricultural productivity,food shortages,yes,yes
request-12-1-4,food shortages,population pressure,yes,yes
request-12-1-5,population pressure,migration issues,yes,yes
request-12-2-0,changes in geographical maps,creation of new nations,no,yes
request-12-2-1,creation of new nations,implementation of new laws,yes,no
request-12-2-2,implementation of new laws,restriction of freedoms,yes,yes
request-12-2-3,restriction of freedoms,social unrest,yes,yes
request-12-2-4,social unrest,increase in refugees,yes,yes
request-12-2-5,increase in refugees,migration issues,yes,yes
request-12-3-0,changes in geographical maps,emergence of conflicts,yes,yes
request-12-3-1,emergence of conflicts,destruction of infrastructure,yes,yes
request-12-3-2,destruction of infrastructure,lack of essential services,yes,no
request-12-3-3,lack of essential services,humanitarian crises,yes,yes
request-12-3-4,humanitarian crises,migration issues,yes,yes
request-12-4-0,changes in geographical maps,rising sea levels,no,yes
request-12-4-1,rising sea levels,flooding of coastal areas,yes,yes
request-12-4-2,flooding of coastal areas,displacement of coastal populations,yes,no
request-12-4-3,displacement of coastal populations,overcrowding in inland regions,yes,no
request-12-4-4,overcrowding in inland regions,competition for resources,yes,no
request-12-4-5,competition for resources,migration issues,yes,yes
request-12-5-0,changes in geographical maps,expansion of desertification,yes,yes
request-12-5-1,expansion of desertification,loss of arable land,yes,yes
request-12-5-2,loss of arable land,agricultural decline,yes,yes
request-12-5-3,agricultural decline,economic hardship,yes,no
request-12-5-4,economic hardship,rural exodus,yes,yes
request-12-5-5,rural exodus,migration issues,yes,yes
request-12-6-0,changes in geographical maps,alteration of trade routes,yes,yes
request-12-6-1,alteration of trade routes,economic shifts,yes,yes
request-12-6-2,economic shifts,job losses,yes,yes
request-12-6-3,job losses,poverty increase,yes,no
request-12-6-4,poverty increase,people seeking opportunities elsewhere,yes,no
request-12-6-5,people seeking opportunities elsewhere,migration issues,yes,yes
request-12-7-0,changes in geographical maps,discovery of resources,yes,yes
request-12-7-1,discovery of resources,resource exploitation,yes,no
request-12-7-2,resource exploitation,environmental damage,yes,yes
request-12-7-3,environmental damage,health problems,yes,yes
request-12-7-4,health problems,uninhabitable areas,yes,yes
request-12-7-5,uninhabitable areas,migration issues,yes,yes
request-12-8-0,changes in geographical maps,melting of glaciers,no,yes
request-12-8-1,melting of glaciers,water scarcity,yes,no
request-12-8-2,water scarcity,agricultural stress,yes,no
request-12-8-3,agricultural stress,food insecurity,yes,yes
request-12-8-4,food insecurity,population displacement,no,yes
request-12-8-5,population displacement,migration issues,yes,yes
request-12-9-0,changes in geographical maps,urban expansion,yes,yes
request-12-9-1,urban expansion,habitat loss,yes,yes
request-12-9-2,habitat loss,biodiversity decline,yes,yes
